Name,STARmeter,Known for
Ana Rita Gurgel Ana Lúcia  Ana Lúcia  See fewer,Members only,The Yellow Night (2019)
Caio Almeida Namorado  Namorado  See fewer,Members only,Neighboring Sounds (2012)
Maeve Jinkings Bia  Bia  See fewer,Members only,"Amor, Plástico e Barulho (2013)"
Dida Maia Marido  Marido  See fewer,Members only,Neighboring Sounds (2012)
Felipe Bandeira Nelson  Nelson  See fewer,Members only,Neighboring Sounds (2012)
Gustavo Jahn João  João  See fewer,Members only,Muito Romântico (2016)
Irma Brown Sofia  Sofia  See fewer,Members only,They Will Return (2012)
Mauricéia Conceição Mariá  Mariá  See fewer,Members only,Foi no Carnaval que Passou (Ashes) (2019)
Graziela Santos da Rocha Neta 1  Neta 1  See fewer,Members only,Neighboring Sounds (2012)
Gabriela Santos da Rocha Neta 2  Neta 2  See fewer,Members only,Neighboring Sounds (2012)
Júlio Rodrugues Vendedor de CD  Vendedor de CD  See fewer,Members only,Neighboring Sounds (2012)
Rubens Santos Adailton  Adailton  See fewer,Members only,Bacurau (2019)
Bruno Negaum Pacote  Pacote  See fewer,Members only,Neighboring Sounds (2012)
Arthur Canavarro Romualdo  Romualdo  See fewer,Members only,Reza a Lenda (2016)
Allyson Arruda Vendedor de CD 2  Vendedor de CD 2  See fewer,Members only,Neighboring Sounds (2012)
Lula Terra Tio Anco  Tio Anco  See fewer,Members only,Aquarius (I) (2016)
Rejane Régo Mulher que visita Apartamento  Mulher que visita Apartamento  See fewer,Members only,Neighboring Sounds (2012)
Malu Tavares Menina que visita Apartamento  Menina que visita Apartamento  See fewer,Members only,Astro: An Urban Fable in a Magical Rio De Janeiro (2012)
Filipe Branco Garoto de Bola  Garoto de Bola  See fewer,Members only,O Navio (2010)
Clara Pinheiro de Oliveira Fernanda (as Clara Oliveira)  Fernanda (as Clara Oliveira)  See fewer,Members only,They Will Return (2012)
Jorge Queiroz Carregador 1  Carregador 1  See fewer,Members only,If Nothing Else Works Out (2008)
Juvino Agner Carregador 2  Carregador 2  See fewer,Members only,Neighboring Sounds (2012)
Mariaangela Valéa Betãnia  Betãnia  See fewer,Members only,Neighboring Sounds (2012)
Daniela Câmara Mulher na clinica de acupuntura  Mulher na clinica de acupuntura  See fewer,Members only,"Cinema, Aspirins and Vultures (2005)"
Irandhir Santos Clodoaldo  Clodoaldo  See fewer,Members only,Elite Squad: The Enemy Within (2010)
Yuri Holanda Dinho  Dinho  See fewer,Members only,Going to Brazil (2016)
Grece Marques Cleide  Cleide  See fewer,Members only,Neighboring Sounds (2012)
Leo Gonzaga Porteiro prédio de Dinho  Porteiro prédio de Dinho  See fewer,Members only,City of Men (2007)
Alex Brito Sidiclei  Sidiclei  See fewer,Members only,Um médico rural (2009)
Nivaldo Nascimento Fernando  Fernando  See fewer,Members only,Divine Love (2019)
Clebia Sousa Luciene  Luciene  See fewer,Members only,Bacurau (2019)
W.J. Solha Francisco  Francisco  See fewer,Members only,Once Upon a Time Veronica (2012)
Chico Lacerda Homem que visita Apartmento 1  Homem que visita Apartmento 1  See fewer,Members only,Virginity (2015)
Joao Vigo Homem que visita Apartmento 2  Homem que visita Apartmento 2  See fewer,Members only,Neighboring Sounds (2012)
Albert Tenorio Ronaldo  Ronaldo  See fewer,Members only,Above Justice (2016)
Rodrigo Riszla Armando (Reunião de Condominio)  Armando (Reunião de Condominio)  See fewer,Members only,"Amor, Plástico e Barulho (2013)"
Martin Palacios Carlos (Reunião de Condominio)  Carlos (Reunião de Condominio)  See fewer,Members only,Neighboring Sounds (2012)
Lucas Cavalcanti Diogo o filho (Reunião de Condominio)  Diogo o filho (Reunião de Condominio)  See fewer,Members only,Raw (2019)
Sandra Possani Mulher 1 (Reunião de Condominio)  Mulher 1 (Reunião de Condominio)  See fewer,Members only,The Man Who Copied (2003)
Tereza Cavalcanti Mulher 2 (Reunião de Condominio)  Mulher 2 (Reunião de Condominio)  See fewer,Members only,Prata da Casa (2017)
Isabel Novaes Mulher 3 (Reunião de Condominio)  Mulher 3 (Reunião de Condominio)  See fewer,Members only,Animal político (2016)
Renata Roberta Mulher 4 (Reunião de Condominio)  Mulher 4 (Reunião de Condominio)  See fewer,Members only,Good Manners (2017)
Rosana Alves Mulher 5 (Reunião de Condominio)  Mulher 5 (Reunião de Condominio)  See fewer,Members only,Neighboring Sounds (2012)
Winston Araújo Homem 1 (Reunião de Condominio)  Homem 1 (Reunião de Condominio)  See fewer,Members only,Neighboring Sounds (2012)
Mucio Jucá Homem 2 (Reunião de Condominio)  Homem 2 (Reunião de Condominio)  See fewer,Members only,Neighboring Sounds (2012)
Luiz Joaquim Homem 3 (Reunião de Condominio)  Homem 3 (Reunião de Condominio)  See fewer,Members only,Neighboring Sounds (2012)
Yannick Olivier Franés da Bretanha (Reunião de Condominio)  Franés da Bretanha (Reunião de Condominio)  See fewer,Members only,Adam & Eve (II) (2016)
Normando Roberto Dos Santos Seu Agenor (as Normando Roberto dos Santos)  Seu Agenor (as Normando Roberto dos Santos)  See fewer,Members only,Neighboring Sounds (2012)
Jefferson Lima Menino da 'Aacute;rvore  Menino da 'Aacute;rvore  See fewer,Members only,Neighboring Sounds (2012)
Isadora Gibson Mirela  Mirela  See fewer,Members only,Lama dos Dias (2018)
Andrés Schaffer Argentino perdido  Argentino perdido  See fewer,Members only,O Ateliê da Rua do Brum (2016)
Allison Castro Arthur  Arthur  See fewer,Members only,Neighboring Sounds (2012)
Ricardo Julio Luis  Luis  See fewer,Members only,Neighboring Sounds (2012)
Freedom Cavalcanti Maria  Maria  See fewer,Members only,Lisbela and the Prisoner (2003)
Pi Yun Chen Professora de Chinés  Professora de Chinés  See fewer,Members only,Neighboring Sounds (2012)
Grafite Grafite  Grafite  See fewer,Members only,UEFA Europa League (2009)
Mariguinha Santon Francisca  Francisca  See fewer,Members only,Neighboring Sounds (2012)
Sebastião Formiga Claudio  Claudio  See fewer,Members only,Incursão
Sergio Godoy Pianista  Pianista  See fewer,Members only,Neighboring Sounds (2012)
Carcalho Medeiros Santos Amiga de Ana Lúcia  Amiga de Ana Lúcia  See fewer,Members only,Neighboring Sounds (2012)
