Name,STARmeter,Known for
Mila Kunis Amy  Amy  See fewer,Top 500,Black Swan (2010)
Kathryn Hahn Carla  Carla  See fewer,Top 500,Afternoon Delight (2013)
Kristen Bell Kiki  Kiki  See fewer,Top 500,Frozen (I) (2013)
Christina Applegate Gwendolyn  Gwendolyn  See fewer,Top 5000,The Sweetest Thing (2002)
Jada Pinkett Smith Stacy  Stacy  See fewer,Top 5000,The Matrix Revolutions (2003)
Annie Mumolo Vicky  Vicky  See fewer,Members only,Bridesmaids (I) (2011)
Oona Laurence Jane  Jane  See fewer,Members only,Pete's Dragon (2016)
Emjay Anthony Dylan  Dylan  See fewer,Members only,Chef (2014)
David Walton Mike  Mike  See fewer,Members only,New Girl (2011)
Clark Duke Dale Kipler  Dale Kipler  See fewer,Top 5000,The Croods (2013)
Jay Hernandez Jessie Harkness  Jessie Harkness  See fewer,Top 5000,Hostel (2005)
Wendell Pierce Principal Burr  Principal Burr  See fewer,Top 5000,The Wire (2002)
Leah McKendrick Sharon  Sharon  See fewer,Members only,Misconduct (2016)
Megan Ferguson Tessa  Tessa  See fewer,Members only,Soundtrack (2019)
Lyle Brocato Kent  Kent  See fewer,Members only,The Big Short (2015)
Wanda Sykes Dr. Karl  Dr. Karl  See fewer,Members only,Monster-in-Law (2005)
Cade Mansfield Cooksey Jaxon (as Cade Cooksey)  Jaxon (as Cade Cooksey)  See fewer,Members only,A Bad Moms Christmas (2017)
J.J. Watt Coach Craig (as JJ Watt)  Coach Craig (as JJ Watt)  See fewer,Members only,The League (I) (2009)
Ann Mahoney Mousey Mom  Mousey Mom  See fewer,Members only,The Walking Dead (2010)
Samantha Beaulieu Tiger Mom  Tiger Mom  See fewer,Members only,Now You See Me (I) (2013)
Yuka Takara Nearby Mom  Nearby Mom  See fewer,Members only,Meet Dave (2008)
Jackie Tuttle Mom Janet  Mom Janet  See fewer,Members only,The Final Girls (2015)
Adria Tennor Conservative Mom  Conservative Mom  See fewer,Members only,Pie (2018)
Kelly Lind Audrey  Audrey  See fewer,Members only,Deja Vu (2006)
Lena Clark Departing Mom  Departing Mom  See fewer,Members only,Hot Date (2017)
Amy Brassette Drunk Mom  Drunk Mom  See fewer,Members only,Cedric the Entertainer Presents (2002)
Karmen Capella Drunk Mom  Drunk Mom  See fewer,Members only,Sons of Liberty (2013)
Donna Duplantier Vera  Vera  See fewer,Members only,The Curious Case of Benjamin Button (2008)
Lindsey Garrett Intense Mom  Intense Mom  See fewer,Members only,The Good Lie (2014)
Angela L. Larson Guilty Mom (as Angela Larson)  Guilty Mom (as Angela Larson)  See fewer,Members only,21 & Over (2013)
Christina DeRosa Heather  Heather  See fewer,Members only,Campus Caller (2017)
Shauna Rappold Business Mom  Business Mom  See fewer,Members only,Fantastic Four (2015)
Lara Grice Tired Mom  Tired Mom  See fewer,Members only,Girls Trip (2017)
Liz Elkins Newcomer Stay at Home Mom (as Elizabeth Elkins)  Stay at Home Mom (as Elizabeth Elkins)  See fewer,Members only,Black Panther (2018)
Carrie Lazar Strange Mother  Strange Mother  See fewer,Members only,The Magnificent Seven (2016)
Nina Millin Gina  Gina  See fewer,Members only,The Beyoncélogues (2014)
Yan Feldman Bartender  Bartender  See fewer,Members only,Serenity (2005)
Jaylen Moore Steve  Steve  See fewer,Members only,Six (2017)
David Simpson Monotone Hipster  Monotone Hipster  See fewer,Members only,Logan (2017)
Turner Crumbley Jeff  Jeff  See fewer,Members only,Contraband (2012)
Billy Slaughter Veterinarian  Veterinarian  See fewer,Members only,The Magnificent Seven (2016)
Meghan Wolfe Donut Hole Kid  Donut Hole Kid  See fewer,Members only,Trumbo (2015)
Jay Jablonski Man in Suit  Man in Suit  See fewer,Members only,Take Me Home Tonight (2011)
Dickson Obahor Moviegoer  Moviegoer  See fewer,Members only,Claws (2017)
