Name,STARmeter,Known for
Thure Lindhardt Erik Rothman  Erik Rothman  See fewer,Members only,Bron/Broen (2011)
Zachary Booth Paul Lucy  Paul Lucy  See fewer,Members only,Nick and Norah's Infinite Playlist (2008)
Marilyn Neimark Marilyn Neimark  Marilyn Neimark  See fewer,Members only,Keep the Lights On (2012)
Paprika Steen Karen  Karen  See fewer,Members only,Applause (2009)
Sebastian La Cause Russ  Russ  See fewer,Members only,Hustling (2011)
Julianne Nicholson Claire  Claire  See fewer,Top 5000,August: Osage County (2013)
Sarah Hess Katie  Katie  See fewer,Members only,Everlasting (2016)
Roberta Kirshbaum Katie's Mom  Katie's Mom  See fewer,Members only,Black Hat (2011)
Jamie Petrone Katie's Cousin  Katie's Cousin  See fewer,Members only,Keep the Lights On (2012)
Maria Dizzia Vivian  Vivian  See fewer,Top 5000,Martha Marcy May Marlene (2011)
Stella Schnabel Esther  Esther  See fewer,Members only,Rampart (2011)
Jodie Markell Jill  Jill  See fewer,Members only,The Loss of a Teardrop Diamond (2008)
Justin Reinsilber Dan  Dan  See fewer,Members only,Central Park (2017)
James Bidgood James Bidgood  James Bidgood  See fewer,Members only,Pink Narcissus (1971)
Souleymane Sy Savane Alassane (as Souléymane Sy Savané)  Alassane (as Souléymane Sy Savané)  See fewer,Members only,Goodbye Solo (2008)
John Michael Cox Jr. John Michael Cox Jr.  John Michael Cox Jr.  See fewer,Members only,Keep the Lights On (2012)
Henry Arango Henry Arango  Henry Arango  See fewer,Members only,In Search of Avery Willard (2012)
Agosto Machado Agosto Machado  Agosto Machado  See fewer,Members only,Divine Luck (2016)
Ed Vassallo Thomas  Thomas  See fewer,Members only,War of the Worlds (2005)
Miguel Flatow Igor (as Miguel del Toro)  Igor (as Miguel del Toro)  See fewer,Members only,Dry City (2018)
Calder Kusmierski Singer Club Kid  Club Kid  See fewer,Members only,Keep the Lights On (2012)
Shane Stackpole Luca - Age 7  Luca - Age 7  See fewer,Members only,Beautiful Things (2018)
Christopher Lenk Hustler (as Chris Lenk)  Hustler (as Chris Lenk)  See fewer,Members only,The Doll (V) (2017)
Virginia Bryan Restaurant Patron (uncredited)  Restaurant Patron (uncredited)  See fewer,Members only,A Four Letter Word (2007)
Ludovic Coutaud Drunk Customer sleeping at the bar (uncredited)  Drunk Customer sleeping at the bar (uncredited)  See fewer,Members only,Awkward Date (2014)
Aylam Orian Locksmith (uncredited)  Locksmith (uncredited)  See fewer,Members only,Stargate Origins (2018)
Iorgo Papoutsas Restaurant Patron (uncredited)  Restaurant Patron (uncredited)  See fewer,Members only,Tu Me Manque (2017)
Darwin Reina Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Men in Black 3 (2012)
Tuna Tekeli Nightclub Goer (uncredited)  Nightclub Goer (uncredited)  See fewer,Members only,A Crime to Remember (2013)
Todd Verow Himself (uncredited)  Himself (uncredited)  See fewer,Members only,Little Shots of Happiness (1997)
Yumi Vong Background (uncredited)  Background (uncredited)  See fewer,Members only,English Vinglish (2012)
