Name,STARmeter,Known for
Justin Long Dell  Dell  See fewer,Top 5000,Live Free or Die Hard (2007)
Kayla Servi Stephanie  Stephanie  See fewer,Members only,Sickhouse (2016)
Eric Winter Josh  Josh  See fewer,Top 5000,The Ugly Truth (2009)
Emmy Rossum Kimberly  Kimberly  See fewer,Top 500,The Phantom of the Opera (2004)
Ben Scott Stunt driver  Stunt driver  See fewer,Members only,Comet (2014)
Lou Beatty Jr. Conductor  Conductor  See fewer,Members only,Finding Normal (2013)
Ben Pace Bartender  Bartender  See fewer,Members only,Behind the Mask: The Rise of Leslie Vernon (2006)
Nicole Lucas Waitress  Waitress  See fewer,Members only,Comet (2014)
Connie Jackson Nurse  Nurse  See fewer,Members only,NCIS (2003)
Derrick Dean Patron (uncredited)  Patron (uncredited)  See fewer,Members only,Beecher Baby Bouncer (2013)
Geoffrey Gould Train Bartender and Commuter (uncredited)  Train Bartender and Commuter (uncredited)  See fewer,Members only,Bucky (2019)
Motown Maurice Ex boyfriend (uncredited)  Ex boyfriend (uncredited)  See fewer,Members only,36 for 36 (2016)
