Name,STARmeter,Known for
Salman Khan Prem Dilwale / Yuvraj Vijay Singh  Prem Dilwale / Yuvraj Vijay Singh  See fewer,Top 5000,Sultan (2016)
Sonam Kapoor Maithili  Maithili  See fewer,Members only,Neerja (2016)
Neil Nitin Mukesh Yuvraj Ajay Singh  Yuvraj Ajay Singh  See fewer,Members only,Johnny Gaddaar (2007)
Deepak Dobriyal Kanhaiya  Kanhaiya  See fewer,Members only,Omkara (2006)
Arman Kohli Chirag Singh  Chirag Singh  See fewer,Members only,Anaam (1992)
Swara Bhaskar Chandrika  Chandrika  See fewer,Members only,Raanjhanaa (2013)
Aashika Bhatia Radhika  Radhika  See fewer,Members only,Kuch Rang Pyar Ke Aise Bhi (2016)
Deep Raj Rana Sanjay (as Deepraj Rana)  Sanjay (as Deepraj Rana)  See fewer,Members only,Gunday (2014)
Manoj Joshi Bhandari  Bhandari  See fewer,Members only,Devdas (I) (2002)
Sanjay Mishra Chaubey Ji  Chaubey Ji  See fewer,Members only,Dilwale (2015)
Samaira Rao Sameera  Sameera  See fewer,Members only,Trideviyaan (2016)
Anupam Kher Diwan  Diwan  See fewer,Members only,Silver Linings Playbook (2012)
Suhasini Mulay DadI (Grandmother of Rajkumari Maithili)  DadI (Grandmother of Rajkumari Maithili)  See fewer,Members only,Lagaan: Once Upon a Time in India (2001)
Sameer Dharmadhikari Vijay's Father  Vijay's Father  See fewer,Members only,Nirop (2007)
Prem Khan Masuri Ji  Masuri Ji  See fewer,Members only,Devadas (2018)
Lata Sabharwal Chandrika's Mother (as Lataa Saberwal Seth)  Chandrika's Mother (as Lataa Saberwal Seth)  See fewer,Members only,Yeh Rishta Kya Kehlata Hai (2009)
Karuna Pandey Maharani  Maharani  See fewer,Members only,Devanshi (2016)
Namrata Thapa NGO Lady  NGO Lady  See fewer,Members only,Ghar Jamai (2008)
Brijendra Kala Panwari  Panwari  See fewer,Members only,Paan Singh Tomar (2012)
Vishwa Mohan Badola Chaudhary  Chaudhary  See fewer,Members only,Jodhaa Akbar (2008)
Mukesh Bhatt Chuttan  Chuttan  See fewer,Members only,A Wednesday (2008)
Gurpal Singh Sardar  Sardar  See fewer,Members only,Special 26 (2013)
Sucheta Khanna Sardarni  Sardarni  See fewer,Members only,Zor: Never Underestimate the Force (1998)
Bikramjeet Kanwarpal Journalist (as Major Bikramjeet Singh)  Journalist (as Major Bikramjeet Singh)  See fewer,Members only,Om Shanti Om (2007)
Aaradhna Uppal Journalist (as Aaradhana Uppal)  Journalist (as Aaradhana Uppal)  See fewer,Members only,Fan (I) (2016)
S.M. Zaheer Doctor 1  Doctor 1  See fewer,Members only,Veer-Zaara (2004)
Micky Makhija Doctor 2 (as Mickey Makhija)  Doctor 2 (as Mickey Makhija)  See fewer,Members only,Don (I) (2006)
Alok Pandey Montu  Montu  See fewer,Members only,PK (2014)
Abhijit Bhor Raavan (as Abhijeet Bhor)  Raavan (as Abhijeet Bhor)  See fewer,Members only,Airlift (2016)
Taran Humar Shukla Vishwamitra  Vishwamitra  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Kiran Sharadrao Bhalerao Hanuman  Hanuman  See fewer,Members only,Daddy (III) (2017)
Mehul Kajaria Ram  Ram  See fewer,Members only,Teen Bahuraaniyaan (2007)
Kshitij Pawar Jatayu  Jatayu  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Sunit Kumar Singh Janek  Janek  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Brijesh Tiwari Lakshman (as Brajesh Tiwari)  Lakshman (as Brajesh Tiwari)  See fewer,Members only,Soldier (II) (1998)
Anil Rasal Manthra  Manthra  See fewer,Members only,Drishyam (2015)
Bhagwan Dass Kekayi  Kekayi  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Dhruv Vinay Kumar Young Vijay Singh  Young Vijay Singh  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Darsheel Vinay Kumar Young Ajay Singh  Young Ajay Singh  See fewer,Members only,The Tiger Hunter (2016)
Miraya Suri Young Chandrika  Young Chandrika  See fewer,Members only,Bioscopewala (2018)
Hridaan V. Surana Young Radhika  Young Radhika  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Hatshad Mitani Maulvi  Maulvi  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Man Singh Meena Bus Driver  Bus Driver  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Ankit Paliwal Security Guard  Security Guard  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Laxman Pandey Security Guard  Security Guard  See fewer,Members only,Miss Match (2014)
Satish Chandra Trivedi Bus Conductor  Bus Conductor  See fewer,Members only,Prem Ratan Dhan Payo (2015)
Pradeep Sharma Good Old Man  Good Old Man  See fewer,Members only,Adaalat (2010)
Braj Kishore Tiwari Tarboojwala (as Brajkishore Tiwari)  Tarboojwala (as Brajkishore Tiwari)  See fewer,Members only,Family: Ties of Blood (2006)
Deepak Kumar  Actor  Actor  See fewer,Members only,Prem Ratan Dhan Payo (2015)
