Name,STARmeter,Known for
Erland Josephson Alexander  Alexander  See fewer,Members only,Fanny and Alexander (1982)
Susan Fleetwood Adelaide  Adelaide  See fewer,Members only,Clash of the Titans (1981)
Allan Edwall Otto  Otto  See fewer,Members only,Emil and the Piglet (1973)
Guðrún Gísladóttir Maria (as Guðrún S. Gísladóttir)  Maria (as Guðrún S. Gísladóttir)  See fewer,Members only,December (2009)
Sven Wollter Victor  Victor  See fewer,Members only,The 13th Warrior (1999)
Valérie Mairesse Julia  Julia  See fewer,Members only,The Umbrella Coup (1980)
Filippa Franzén Marta  Marta  See fewer,Members only,The Sacrifice (1986)
Tommy Kjellqvist Gossen  Gossen  See fewer,Members only,The Sacrifice (1986)
Per Källman Ambulansförare  Ambulansförare  See fewer,Members only,The Sacrifice (1986)
Tommy Nordahl Ambulansförare  Ambulansförare  See fewer,Members only,The Sacrifice (1986)
Tintin Anderzon  Actress (voice)  Actress (voice)  See fewer,Members only,Adam & Eva (1997)
Helena Brodin  Actress (voice)  Actress (voice)  See fewer,Members only,Dubbelstötarna (1980)
Birgit Carlstén  Actress (voice)  Actress (voice)  See fewer,Members only,Fallet G (2006)
Jane Friedmann  Actress (voice)  Actress (voice)  See fewer,Members only,Stoft och skugga (1988)
Miles Jonn-Dalton Lasse Hauer  Lasse Hauer  See fewer,Members only,Cries & Whispers (1972)
Martin Lindström  Actor (voice)  Actor (voice)  See fewer,Members only,Falsk som vatten (1985)
Jan-Olof Strandberg  Actor (voice)  Actor (voice)  See fewer,Members only,Waiting for Godot (1971)
