Name,STARmeter,Known for
Jonathan Pryce Nat Dayan  Nat Dayan  See fewer,Top 5000,Tomorrow Never Dies (1997)
Jerome Holder Ayyash Habimana  Ayyash Habimana  See fewer,Members only,Robin Hood (2018)
Phil Davis Sam Cotton (as Philip Davis)  Sam Cotton (as Philip Davis)  See fewer,Members only,Vera Drake (2004)
Ian Hart Victor Gerrard  Victor Gerrard  See fewer,Top 5000,Harry Potter and the Sorcerer's Stone (2001)
Pauline Collins Joanna Silverman  Joanna Silverman  See fewer,Members only,Shirley Valentine (1989)
Andrew Ellis Lucas  Lucas  See fewer,Members only,This Is England (2006)
Malachi Kirby Shaun  Shaun  See fewer,Members only,Curfew (2019)
Natasha Gordon Safa Habimana  Safa Habimana  See fewer,Members only,Line of Duty (2012)
Melanie Freeman Olivia Dayan  Olivia Dayan  See fewer,Members only,AOP vs. The World (2018)
Joel Beckett PC O'Neill  PC O'Neill  See fewer,Members only,Green Street Hooligans (2005)
Daniel Ben Zenou Rabbi  Rabbi  See fewer,Members only,Skins (2007)
Matt Beveridge Stoner  Stoner  See fewer,Members only,Home for Christmas (2014)
Ben Bishop PC Marsh  PC Marsh  See fewer,Members only,Whitechapel (2009)
Paul Blackwell Car driver  Car driver  See fewer,Members only,Guardians of the Galaxy (2014)
Alexander Bracq Car Driver  Car Driver  See fewer,Members only,Fast & Furious Presents: Hobbs & Shaw (2019)
Daniel Caltagirone Stephen Dayan  Stephen Dayan  See fewer,Members only,Lara Croft Tomb Raider: The Cradle of Life (2003)
Andy de la Tour Saul Goodwyn  Saul Goodwyn  See fewer,Members only,Rogue One: A Star Wars Story (2016)
Matt Devere Security guard #1  Security guard #1  See fewer,Members only,The Martian (2015)
Judit Fekete Pilates Teacher  Pilates Teacher  See fewer,Members only,Genie (2011)
Dominic Garfield Danny  Danny  See fewer,Members only,MI-5 (2015)
Lili Gattyán Goth Teenager  Goth Teenager  See fewer,Members only,Eden (V)
Nigel Genis Customer at bakery  Customer at bakery  See fewer,Members only,Jab Tak Hai Jaan (2012)
Garry Marriott Paramedic  Paramedic  See fewer,Members only,Kingsman: The Secret Service (2014)
Jon Rumney Congregant  Congregant  See fewer,Members only,Sky Captain and the World of Tomorrow (2004)
Deborah Sheridan-Taylor  Actress  Actress  See fewer,Members only,The Theory of Flight (1998)
Glen Stanway Police Constable  Police Constable  See fewer,Members only,Guardians of the Galaxy (2014)
John Voce Rodney  Rodney  See fewer,Members only,Penelope (2006)
Tina Simmons Ballroom Dancer (uncredited)  Ballroom Dancer (uncredited)  See fewer,Members only,RED 2 (2013)
