Name,STARmeter,Known for
Tobey Maguire Bobby Fischer  Bobby Fischer  See fewer,Top 5000,Brothers (I) (2009)
Liev Schreiber Boris Spassky  Boris Spassky  See fewer,Top 5000,Spotlight (I) (2015)
Michael Stuhlbarg Paul Marshall  Paul Marshall  See fewer,Top 5000,A Serious Man (2009)
Peter Sarsgaard Father Bill Lombardy  Father Bill Lombardy  See fewer,Top 5000,Shattered Glass (2003)
Edward Zinoviev Efim Geller  Efim Geller  See fewer,Members only,The Sum of All Fears (2002)
Alexandre Gorchkov Iivo Nei  Iivo Nei  See fewer,Members only,RED 2 (2013)
Lily Rabe Joan Fischer  Joan Fischer  See fewer,Top 500,Miss Stevens (2016)
Robin Weigert Regina Fischer  Regina Fischer  See fewer,Top 5000,Deadwood (2004)
Seamus Davey-Fitzpatrick Teenage Bobby Fischer  Teenage Bobby Fischer  See fewer,Members only,The Omen (2006)
Aiden Lovekamp Young Bobby Fischer  Young Bobby Fischer  See fewer,Members only,Paranormal Activity 4 (2012)
Sophie Nélisse Young Joan Fischer  Young Joan Fischer  See fewer,Top 5000,The Book Thief (2013)
Evelyne Brochu Donna  Donna  See fewer,Members only,Tom at the Farm (2013)
Conrad Pla Carmine Nigro  Carmine Nigro  See fewer,Members only,Max Payne (2008)
Vitali Makarov Ivanovich  Ivanovich  See fewer,Members only,The Day After Tomorrow (2004)
Brett Watson Lothar Schmid  Lothar Schmid  See fewer,Members only,Taking Lives (2004)
Igor Ovadis Russian Bookstore Owner  Russian Bookstore Owner  See fewer,Members only,Starbuck (2011)
Bobo Vian Bookstore Owner's Wife  Bookstore Owner's Wife  See fewer,Members only,Starbuck (2011)
Shawn Campbell Cyril (as Shawn Cambell)  Cyril (as Shawn Cambell)  See fewer,Members only,Arrival (II) (2016)
Katie Bird Nolan Maria (as Kathryn Nolan)  Maria (as Kathryn Nolan)  See fewer,Members only,The Rest of Us (2019)
Joe Cobden Motel Clerk  Motel Clerk  See fewer,Members only,Devil (2010)
Brent Skagford Businessman (Motel)  Businessman (Motel)  See fewer,Members only,Source Code (2011)
John Maclaren US Chargé d'Affaire Tremblay  US Chargé d'Affaire Tremblay  See fewer,Members only,Touched (II) (2017)
Jonathan Dubsky Tremblay's Aide  Tremblay's Aide  See fewer,Members only,Watch Dogs 2 (2016)
Mark Slacke Icelandic Journalist #1  Icelandic Journalist #1  See fewer,Members only,Sacrifice (I) (2011)
Yanick Bousquet Foreign Reporter #1 (French)  Foreign Reporter #1 (French)  See fewer,Members only,Spinning Gold
Shanmugasunder Chetty Foreign Reporter #2 (East Indian)  Foreign Reporter #2 (East Indian)  See fewer,Members only,Pawn Sacrifice (2014)
Mohsen El Gharbi Foreign Reporter #3 (Dutch)  Foreign Reporter #3 (Dutch)  See fewer,Members only,The Kate Logan Affair (2010)
Andrew Peplowski ABC News Anchor  ABC News Anchor  See fewer,Members only,X-Men: Days of Future Past (2014)
David Pryde 50's Reporter  50's Reporter  See fewer,Members only,Barney's Version (2010)
Roc LaFortune Official (Soviet Accres.)  Official (Soviet Accres.)  See fewer,Members only,Beastly (2011)
Vito DeFilippo Russian Opponent (Bulgaria 1967)  Russian Opponent (Bulgaria 1967)  See fewer,Members only,I'm Not There (2007)
Basil McKenna Kissing Man  Kissing Man  See fewer,Members only,The Covenant (2006)
Ellen David Party Guest #1 (Fischer Apt.)  Party Guest #1 (Fischer Apt.)  See fewer,Members only,Goon (2011)
Rosa Ruby Kagan Party Guest #2 (Fischer Apt.)  Party Guest #2 (Fischer Apt.)  See fewer,Members only,The Walk (II) (2015)
Arthur Holden Party Guest #3 (Fischer Apt.)  Party Guest #3 (Fischer Apt.)  See fewer,Members only,Whiteout (2009)
Richard Jutras Referee - Santa Monica  Referee - Santa Monica  See fewer,Members only,Stonewall (2015)
Alain Goulem Reporter #1 (Vancouver) (as Al Goulem)  Reporter #1 (Vancouver) (as Al Goulem)  See fewer,Members only,18 to Life (2010)
Carlo Mestroni Reporter #2 (Vancouver)  Reporter #2 (Vancouver)  See fewer,Members only,Ascension (2014)
Spiro Malandrakis Reporter  Reporter  See fewer,Members only,The Wild Hunt (2009)
Glen Bowser Bus Driver  Bus Driver  See fewer,Members only,On the Road (2012)
Zach Fraser Long Haired Hippy  Long Haired Hippy  See fewer,Members only,Far Cry New Dawn (2019)
Raphael Grosz-Harvey Donald Byrne  Donald Byrne  See fewer,Members only,The Art of More (2015)
Alexandra Van Loon Joan's Daughter  Joan's Daughter  See fewer,Members only,Paranormal Witness (2011)
Sam Stone Customer - Diner  Customer - Diner  See fewer,Members only,Lucky Number Slevin (2006)
Matt Keyes JFK Airport Journalist (as Matt Keys)  JFK Airport Journalist (as Matt Keys)  See fewer,Members only,Dark Phoenix (2019)
Ilia Volok KGB Guy  KGB Guy  See fewer,Members only,Hunter Killer (2018)
Edward Yankie President Nixon  President Nixon  See fewer,Members only,Punisher: War Zone (2008)
Al Vandecruys Arbiter - Bulgaria  Arbiter - Bulgaria  See fewer,Members only,The Sum of All Fears (2002)
Christopher de Courcy-Ireland BBC Anchor  BBC Anchor  See fewer,Members only,Her Story (In Three Parts) (2019)
Olga Martchenko Woman Speaking Russian  Woman Speaking Russian  See fewer,Members only,Pawn Sacrifice (2014)
Al Dubois NBC Reporter  NBC Reporter  See fewer,Members only,Upside Down (I) (2012)
Francois Cote Marshall Heavy (as François Côte)  Marshall Heavy (as François Côte)  See fewer,Members only,Windup (2006)
Marco Verdoni Joan's Husband  Joan's Husband  See fewer,Members only,De l'autre côté (2007)
François Ducharme Bent Larsen  Bent Larsen  See fewer,Members only,Seventies (2017)
Ivan Freud Reefer Man  Reefer Man  See fewer,Members only,I'm Not There (2007)
Maurice Demers President Brezhnev  President Brezhnev  See fewer,Members only,The Score (2001)
Stephen Walters Reporter  Reporter  See fewer,Members only,Pawn Sacrifice (2014)
Norman Roy FBI Agent  FBI Agent  See fewer,Members only,X-Men: Apocalypse (2016)
Muhammad Ali Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,The Greatest (1977)
Andreas Apergis Uncle Paul (uncredited)  Uncle Paul (uncredited)  See fewer,Members only,Riddick (2013)
The Beatles Themselves (archive footage) (uncredited)  Themselves (archive footage) (uncredited)  See fewer,Members only,The Beatles Anthology (1995)
Lesley Leichtweis Bernardi Russian Lady (uncredited)  Russian Lady (uncredited)  See fewer,Members only,Il trono di cristallo (2009)
Grace Campos Bobby Fischer Fan (uncredited)  Bobby Fischer Fan (uncredited)  See fewer,Members only,Transatlantic Coffee (2012)
Dick Cavett Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Forrest Gump (1994)
John Chancellor Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Baseball (1994)
Calin Darabut Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,Injurious
Bobby Fischer Himself (archive footage) (uncredited)  Himself (archive footage) (uncredited)  See fewer,Members only,Searching for Bobby Fischer (1993)
Jean-François Garceau Chess Tournament Judge (uncredited)  Chess Tournament Judge (uncredited)  See fewer,Members only,Commotion (I) (2017)
