Name,STARmeter,Known for
Catherine Deneuve Tristana  Tristana  See fewer,Top 5000,8 Women (2002)
Fernando Rey Don Lope  Don Lope  See fewer,Members only,The French Connection (1971)
Franco Nero Horacio  Horacio  See fewer,Top 5000,Django Unchained (2012)
Lola Gaos Saturna  Saturna  See fewer,Members only,Poachers (1975)
Antonio Casas Don Cosme  Don Cosme  See fewer,Members only,"The Good, the Bad and the Ugly (1966)"
Jesús Fernández Saturno  Saturno  See fewer,Members only,Cenizas (2002)
Vicente Soler Don Ambrosio  Don Ambrosio  See fewer,Members only,Gran teatro (1960)
José Calvo Campanero  Campanero  See fewer,Members only,A Fistful of Dollars (1964)
Fernando Cebrián Dr. Miquis  Dr. Miquis  See fewer,Members only,Estudio 1 (1965)
Antonio Ferrandis Comprador  Comprador  See fewer,Members only,Verano azul (1981)
José María Caffarel Don Zenón  Don Zenón  See fewer,Members only,Supersonic Man (1979)
Cándida Losada Ciudadana  Ciudadana  See fewer,Members only,El malvado Carabel (1935)
Joaquín Pamplona Don Joaquín  Don Joaquín  See fewer,Members only,Novela (1963)
Mary Paz Pondal Muchacha (as María Paz Pondal)  Muchacha (as María Paz Pondal)  See fewer,Members only,Teatro Club (1976)
Juanjo Menéndez Don Cándido (as Juan José Menéndez)  Don Cándido (as Juan José Menéndez)  See fewer,Members only,Ninette y un señor de Murcia (1984)
José Blanch Comandante  Comandante  See fewer,Members only,Estudio 1 (1965)
Alfredo Santacruz  Actor (as Alfredo Santa Cruz)  Actor (as Alfredo Santa Cruz)  See fewer,Members only,El relicario (1970)
Sergio Mendizábal Headmaster  Headmaster  See fewer,Members only,"The Good, the Bad and the Ugly (1966)"
Luis Aller  Actor  Actor  See fewer,Members only,Sonny and Jed (1972)
Luis Rico  Actor  Actor  See fewer,Members only,El príncipe encadenado (1960)
Saturno Cerra  Actor  Actor  See fewer,Members only,Seven Guns for the MacGregors (1966)
Jesús Combarro  Actor  Actor  See fewer,Members only,Tristana (1970)
Leonardo Scavino  Actor (as Leo Lenoir)  Actor (as Leo Lenoir)  See fewer,Members only,Jason and the Argonauts (1963)
Vicente Roca  Actor  Actor  See fewer,Members only,When Heroes Die (1970)
Ximénez Carillo  Actor  Actor  See fewer,Members only,Tristana (1970)
Adriano Domínguez Policía  Policía  See fewer,Members only,Aquella joven de blanco (1964)
José Riesgo  Actor  Actor  See fewer,Members only,La chica del gato (1964)
Rosa Luisa Goróstegui  Actress (as Rosa Gorostegui)  Actress (as Rosa Gorostegui)  See fewer,Members only,Estudio 3 (1963)
Antonio Cintado  Actor  Actor  See fewer,Members only,Estudio 1 (1965)
Pilar Vela  Actress  Actress  See fewer,Members only,Residencia para espías (1966)
Lorenzo Rodríguez  Actor  Actor  See fewer,Members only,El apartamento de la tentación (1971)
Aldo Sambrell  Actor (uncredited)  Actor (uncredited)  See fewer,Members only,For a Few Dollars More (1965)
