Name,STARmeter,Known for
Ewan McGregor Ian Blaine  Ian Blaine  See fewer,Top 500,Moulin Rouge! (2001)
Colin Farrell Terry Blaine  Terry Blaine  See fewer,Top 5000,The Lobster (2015)
Peter-Hugo Daly Boat Owner (as Peter Hugo-Daly)  Boat Owner (as Peter Hugo-Daly)  See fewer,Members only,Made in Dagenham (2010)
John Benfield Brian Blaine  Brian Blaine  See fewer,Members only,Speed Racer (2008)
Clare Higgins Dorothy Blaine  Dorothy Blaine  See fewer,Members only,Hellraiser (1987)
Ashley Madekwe Lucy (as Ashley Medekwe)  Lucy (as Ashley Medekwe)  See fewer,Members only,How to Lose Friends & Alienate People (2008)
Andrew Howard Jerry  Jerry  See fewer,Top 5000,Limitless (I) (2011)
Hayley Atwell Angela Stark  Angela Stark  See fewer,Top 500,Captain America: The First Avenger (2011)
Sally Hawkins Kate  Kate  See fewer,Top 5000,The Shape of Water (2017)
Keith Smee Terry's Track Mate  Terry's Track Mate  See fewer,Members only,Cassandra's Dream (2007)
Stephen Noonan Mel  Mel  See fewer,Members only,I'll Be There (2003)
Dan Carter Fred  Fred  See fewer,Members only,What's the Matter with Gerald? (2016)
Richard Lintern Director  Director  See fewer,Members only,The Bank Job (2008)
Jennifer Higham Helen  Helen  See fewer,Members only,Ella Enchanted (2004)
Lee Whitlock Mike  Mike  See fewer,Members only,Sweeney Todd: The Demon Barber of Fleet Street (2007)
Michael Harm Estate Agent  Estate Agent  See fewer,Members only,World War Z (2013)
Hugh Rathbone Poker Player  Poker Player  See fewer,Members only,Cassandra's Dream (2007)
Allan Ramsey Poker Player  Poker Player  See fewer,Members only,Little Mountain (2011)
Paul Marc Davis Poker Player (as Paul Davis)  Poker Player (as Paul Davis)  See fewer,Members only,Harry Potter and the Sorcerer's Stone (2001)
Terry Budin-Jones Poker Player (as Terry Budin Jones)  Poker Player (as Terry Budin Jones)  See fewer,Members only,Cassandra's Dream (2007)
Franck Viano Poker Player  Poker Player  See fewer,Members only,Harry Brown (2009)
Tommy Mack Poker Player  Poker Player  See fewer,Members only,Cassandra's Dream (2007)
Milo Bodrozic Poker Player  Poker Player  See fewer,Members only,The Hitchhiker's Guide to the Galaxy (2005)
Emily Gilchrist Dora  Dora  See fewer,Members only,Creep (I) (2004)
Tom Wilkinson Howard Swann  Howard Swann  See fewer,Top 5000,Michael Clayton (2007)
Phil Davis Martin Burns  Martin Burns  See fewer,Members only,Vera Drake (2004)
George Richmond Bernard  Bernard  See fewer,Members only,Children of Men (2006)
Phyllis Roberts Burns' Mother (voice)  Burns' Mother (voice)  See fewer,Members only,Cassandra's Dream (2007)
Tamzin Outhwaite Burns' Date  Burns' Date  See fewer,Members only,EastEnders (1985)
Cate Fowler Angela's Mom  Angela's Mom  See fewer,Members only,John Carter (2012)
David Horovitch Angela's Dad  Angela's Dad  See fewer,Members only,The Young Victoria (2009)
Matt Bardock Jaguar Owner  Jaguar Owner  See fewer,Members only,"The History of Tom Jones, a Foundling (1997)"
Jim Carter Garage Boss  Garage Boss  See fewer,Top 5000,Transformers: The Last Knight (2017)
Tom Fisher Nigel  Nigel  See fewer,Members only,The Mummy Returns (2001)
Paul Gardner Bentley Salesman  Bentley Salesman  See fewer,Members only,Cassandra's Dream (2007)
Mark Umbers Eisley  Eisley  See fewer,Members only,A Good Woman (2004)
Maggie McCarthy Servant  Servant  See fewer,Members only,Attack the Block (2011)
Richard Graham Detective  Detective  See fewer,Members only,Titanic (1997)
Ross Boatman Detective  Detective  See fewer,Members only,Penelope (2006)
Tom Clear Photographer on Brighton Pier (uncredited)  Photographer on Brighton Pier (uncredited)  See fewer,Members only,Heartbox (2016)
Julie Eagleton Partygoer (uncredited)  Partygoer (uncredited)  See fewer,Members only,Stan & Ollie (2018)
Kenneth Edelson Tim - Screenwriter (uncredited)  Tim - Screenwriter (uncredited)  See fewer,Members only,Husbands and Wives (1992)
James Fiddy Background (uncredited)  Background (uncredited)  See fewer,Members only,National Treasure: Book of Secrets (2007)
Scott Wickes Local Businessman (uncredited)  Local Businessman (uncredited)  See fewer,Members only,Bonded by Blood 2 (2017)
