Name,STARmeter,Known for
Oscar Isaac Rydal  Rydal  See fewer,Top 5000,Ex Machina (2014)
Viggo Mortensen Chester  Chester  See fewer,93,Eastern Promises (2007)
Kirsten Dunst Colette  Colette  See fewer,Top 500,Spider-Man (2002)
Daisy Bevan Lauren  Lauren  See fewer,Members only,Elizabeth (1998)
Babis Chatzidakis Stall Keeper  Stall Keeper  See fewer,Members only,O agapitikos tis voskopoulas (1992)
David Warshofsky Paul Vittorio  Paul Vittorio  See fewer,Members only,Running Scared (2006)
Pat Hillard American Hotel Guest  American Hotel Guest  See fewer,Members only,The Two Faces of January (2014)
Ozan Tas Hotel Grand Receptionist  Hotel Grand Receptionist  See fewer,Members only,The Two Faces of January (2014)
Peter Mair Elderly Man at Hotel Grand  Elderly Man at Hotel Grand  See fewer,Members only,Les Misérables (2012)
Helena Jinx Jones Elderly Woman at Hotel Grand  Elderly Woman at Hotel Grand  See fewer,Members only,Wannabee (2010)
Omiros Poulakis Nikos  Nikos  See fewer,Members only,Burning Heads (2011)
George Tzoganidis Heralkion Hotel Receptionist  Heralkion Hotel Receptionist  See fewer,Members only,The Two Faces of January (2014)
Ioannis Vordos Cafe Owner  Cafe Owner  See fewer,Members only,The Two Faces of January (2014)
Panagiota Stavrakaki Landlady  Landlady  See fewer,Members only,The Two Faces of January (2014)
Stella Fyrogeni Barmaid (as Stela Fyrogeni)  Barmaid (as Stela Fyrogeni)  See fewer,Members only,Pause (I) (2018)
Nikos Makkas Local Man  Local Man  See fewer,Members only,The Two Faces of January (2014)
Filippos Filoglou Policeman in Chania  Policeman in Chania  See fewer,Members only,Peta ti friteza (2018)
Xemio Mastrandonakis Daughter on Bus  Daughter on Bus  See fewer,Members only,The Two Faces of January (2014)
Michalis Mastrandanakis Father on Bus  Father on Bus  See fewer,Members only,The Two Faces of January (2014)
Stavros Tsaltoumis Bus Driver  Bus Driver  See fewer,Members only,The Two Faces of January (2014)
Eleftheria Manousogianni School Teacher  School Teacher  See fewer,Members only,The Two Faces of January (2014)
Nikos Georgakis Boat Steward  Boat Steward  See fewer,Members only,Truants (1996)
Nikos Mavrakis Dark Haired Young Man  Dark Haired Young Man  See fewer,Members only,Klemmena oneira (2011)
Kosta Kortidis Customs Hall Policeman  Customs Hall Policeman  See fewer,Members only,Sampiyon (2019)
Ioakim Calikusu Customs Hall Policeman  Customs Hall Policeman  See fewer,Members only,The Two Faces of January (2014)
Socrates Alafouzos Customs Hall Policeman  Customs Hall Policeman  See fewer,Members only,Criminal Minds: Beyond Borders (2016)
Prometheus Aleifer Young Greek Musician  Young Greek Musician  See fewer,Members only,Burning Heads (2011)
Evgenia Dimitropoulou Airline Agent  Airline Agent  See fewer,Members only,Short Fuse (I) (2016)
James Sobol Kelly FBI Agent  FBI Agent  See fewer,Members only,The Crown (2016)
Mehmet Esen Turkish Plainclothes Policeman  Turkish Plainclothes Policeman  See fewer,Members only,Ayla: The Daughter of War (2017)
Okan Avci Turkish Plainclothes Policeman  Turkish Plainclothes Policeman  See fewer,Members only,The Breath (2009)
Mehmet Erah Hamsioglu Carpet Dealer  Carpet Dealer  See fewer,Members only,Kardes Çocuklari (2019)
Karayianni Margaux College Student (uncredited)  College Student (uncredited)  See fewer,Members only,Family Thrill (2013)
Brian Niblett Taxi Driver Crete (uncredited)  Taxi Driver Crete (uncredited)  See fewer,Members only,Man in the Mirror (I) (2015)
Pablo Verdejo Burly Man (uncredited)  Burly Man (uncredited)  See fewer,Members only,The Dark Knight Rises (2012)
Özcan Özdemir Turkish Police #1 (uncredited)  Turkish Police #1 (uncredited)  See fewer,Members only,Code Name: K.O.Z. (2015)
Yigit Özsener Yahya (uncredited)  Yahya (uncredited)  See fewer,Members only,Ise yarar bir sey (2017)
