Name,STARmeter,Known for
Reza Sixo Safai Behrouz  Behrouz  See fewer,Members only,Sabotage (2009)
Helena Mattsson Oksana  Oksana  See fewer,Top 5000,Surrogates (2009)
Parviz Sayyad Cirrus  Cirrus  See fewer,Members only,Dead End (1977)
Julian Sands Evgeny  Evgeny  See fewer,Top 5000,A Room with a View (1985)
Dominic Rains Farid  Farid  See fewer,Top 5000,A Girl Walks Home Alone at Night (2014)
Laura Harring Lola  Lola  See fewer,Top 5000,Mulholland Drive (2001)
Nikolai Kinski Sepehr  Sepehr  See fewer,Members only,Yves Saint Laurent (2014)
Nikohl Boosheri Sara  Sara  See fewer,Members only,Circumstance (2011)
David Diaan Danush  Danush  See fewer,Members only,Curb Your Enthusiasm (2000)
Gregory Kasyan Sasha  Sasha  See fewer,Top 5000,Hawaii Five-0 (2010)
Daniel Zolghadri Young Behrouz  Young Behrouz  See fewer,Members only,Two Against Nature
Kristof Konrad Kiril  Kiril  See fewer,Members only,Red Sparrow (2018)
Kota Eberhardt Lala  Lala  See fewer,Members only,Dark Phoenix (2019)
Eric Etebari Jean Paul Sassahr  Jean Paul Sassahr  See fewer,Members only,The Lincoln Lawyer (2011)
Marco Khan Roham Rouhani  Roham Rouhani  See fewer,Members only,"10,000 BC (2008)"
April Martucci Club Goer  Club Goer  See fewer,Members only,In Search of Fellini (2017)
Nishi Munshi Mahizer  Mahizer  See fewer,Members only,Brothered Up (2017)
Ardeshir Radpour The Martyr of Karbala  The Martyr of Karbala  See fewer,Members only,Avatar 2 (2021)
Darren Richardson Ygor  Ygor  See fewer,Members only,Mad Max: Fury Road (2015)
Lyudmila Velikaya Dry Cleaner  Dry Cleaner  See fewer,Members only,Hung (2009)
Sharena Walker Club Goer  Club Goer  See fewer,Members only,Deadly Sins (2012)
