Name,STARmeter,Known for
Arnold Schwarzenegger Guardian  Guardian  See fewer,65,Predator (1987)
Jason Clarke John Connor  John Connor  See fewer,Top 5000,Zero Dark Thirty (2012)
Emilia Clarke Sarah Connor  Sarah Connor  See fewer,5,Game of Thrones (2011)
Jai Courtney Kyle Reese  Kyle Reese  See fewer,Top 5000,Divergent (2014)
J.K. Simmons O'Brien  O'Brien  See fewer,Top 5000,Whiplash (2014)
Dayo Okeniyi Danny Dyson  Danny Dyson  See fewer,Members only,Run Sweetheart Run
Matt Smith Alex (as Matthew Smith)  Alex (as Matthew Smith)  See fewer,Top 5000,Doctor Who (2005)
Courtney B. Vance Miles Dyson  Miles Dyson  See fewer,Members only,The Hunt for Red October (1990)
Byung-Hun Lee Cop / T-1000  Cop / T-1000  See fewer,Top 5000,A Bittersweet Life (2005)
Michael Gladis Lt. Matias  Lt. Matias  See fewer,Members only,Mad Men (2007)
Sandrine Holt Detective Cheung  Detective Cheung  See fewer,Top 5000,House of Cards (2013)
Wayne Bastrup Young O'Brien  Young O'Brien  See fewer,Members only,Love & Mercy (2014)
Gregory Alan Williams Detective Harding (as Greg Alan Williams)  Detective Harding (as Greg Alan Williams)  See fewer,Members only,Remember the Titans (2000)
Otto Sanchez Detective Timmons  Detective Timmons  See fewer,Members only,Bad Boys II (2003)
Matty Ferraro Agent Janssen  Agent Janssen  See fewer,Members only,The Astronaut Wives Club (2015)
Griff Furst Agent Burke  Agent Burke  See fewer,Members only,The Magnificent Seven (2016)
Ian Etheridge Skynet - 10 yrs old  Skynet - 10 yrs old  See fewer,Members only,The Jack and Triumph Show (2015)
Nolan Gross Skynet - 12 / 14 yrs old  Skynet - 12 / 14 yrs old  See fewer,Members only,Noah (2014)
Seth Meriwether Skynet - 18 yrs old  Skynet - 18 yrs old  See fewer,Members only,The 15:17 to Paris (2018)
Afemo Omilami Perry  Perry  See fewer,Members only,Forrest Gump (1994)
Teri Wyble Mariam  Mariam  See fewer,Members only,The Walking Dead (2010)
Kerry Cahill Lt. Whitley  Lt. Whitley  See fewer,Members only,Oldboy (2013)
Mark Adam Kyle's Dad (as Mark Adam Miller)  Kyle's Dad (as Mark Adam Miller)  See fewer,Members only,2 Guns (2013)
Kerry O'Malley Kyle's Mom  Kyle's Mom  See fewer,Members only,Annabelle: Creation (2017)
Willa Taylor Young Sarah  Young Sarah  See fewer,Members only,Terminator Genisys (2015)
James Moses Black Security Guard  Security Guard  See fewer,Members only,Black and Blue (I) (2019)
Terry Dale Parks Security Guard  Security Guard  See fewer,Members only,G.I. Joe: Retaliation (2013)
Douglas Smith Eric Thompson  Eric Thompson  See fewer,Top 5000,Big Little Lies (2017)
Anthony Michael Frederick Lead Cop  Lead Cop  See fewer,Members only,Girls Trip (2017)
Brandon Stacy Uniform Cop  Uniform Cop  See fewer,Members only,The Big Short (2015)
Brett Azar Guardian - Young / Terminator T-800  Guardian - Young / Terminator T-800  See fewer,Top 5000,Worst Cooks in America (2010)
Douglas M. Griffin Garber  Garber  See fewer,Members only,Hap and Leonard (2016)
Thomas Francis Murphy Derelict  Derelict  See fewer,Members only,Mindhunter (2017)
Joshua Mikel Angry Driver  Angry Driver  See fewer,Members only,The Walking Dead (2010)
John Edward Lee Punk  Punk  See fewer,Members only,Circle (II) (2015)
Christion Troxell Punk (as Christion Troxel)  Punk (as Christion Troxel)  See fewer,Members only,Terminator Genisys (2015)
Luke Sexton Punk  Punk  See fewer,Members only,99 Homes (2014)
Aaron V. Williamson Refugee / Terminator (as Aaron Williamson)  Refugee / Terminator (as Aaron Williamson)  See fewer,Members only,Ad Astra (2019)
Tony Donno Hospital Security Guard  Hospital Security Guard  See fewer,Members only,Jurassic World (2015)
Ernest Wells Garbage Man (as Ernest M. Wells)  Garbage Man (as Ernest M. Wells)  See fewer,Members only,Jack Reacher: Never Go Back (2016)
Larry E. Lundy Jr. Hero Guerria (as Larry Lundy Jr.)  Hero Guerria (as Larry Lundy Jr.)  See fewer,Members only,The Final Destination (2009)
Ross P. Cook Soldier (as Ross Cook)  Soldier (as Ross Cook)  See fewer,Members only,Homefront (I) (2013)
Christopher Heskey Soldier  Soldier  See fewer,Members only,Logan (2017)
Moses Munoz Soldier  Soldier  See fewer,Members only,Jurassic World (2015)
Lisa McRee Chat Show Host  Chat Show Host  See fewer,Members only,Lifetime Magazine (1994)
Seth Carr Young Boy  Young Boy  See fewer,Members only,Black Panther (2018)
Bryant Prince Young Kyle  Young Kyle  See fewer,Members only,The Lone Ranger (2013)
Natalie Stephany Aguilar Tiburon Kid on School Bus (uncredited)  Tiburon Kid on School Bus (uncredited)  See fewer,Members only,The Etruscan Smile (2018)
Andre Allemand Guerilla Soldier (uncredited)  Guerilla Soldier (uncredited)  See fewer,Members only,Fire with Fire (II) (2012)
Jerome Andries Officer Fisher (uncredited)  Officer Fisher (uncredited)  See fewer,Members only,Digger (2016)
Michael D. Anglin Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,The Purge (2018)
John L. Armijo San Francisco Cop #2 (uncredited)  San Francisco Cop #2 (uncredited)  See fewer,Members only,Dawn of the Planet of the Apes (2014)
Ari Atken Tiburon Kid on School Bus (uncredited)  Tiburon Kid on School Bus (uncredited)  See fewer,Members only,Metamorphosis: Junior Year (II) (2017)
Mikiah Aubert Girl Playing on Beach (uncredited)  Girl Playing on Beach (uncredited)  See fewer,Members only,What's in a Name (2016)
Charles Barber Guerilla Officer (uncredited)  Guerilla Officer (uncredited)  See fewer,Members only,The First (2018)
Terri Battee Guerrilla Officer (uncredited)  Guerrilla Officer (uncredited)  See fewer,Members only,Battleship (2012)
Sean Beck Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,Geostorm (2017)
Gregory Scott Bedford Biker (uncredited)  Biker (uncredited)  See fewer,Members only,Shocking Dark (1989)
Jennifer Bender Receptionist (uncredited)  Receptionist (uncredited)  See fewer,Members only,Get Out (I) (2017)
Eric Berris Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,The Magnificent Seven (2016)
Patrick Constantine Bertagnolli Jr. Officer Cazzuto (uncredited)  Officer Cazzuto (uncredited)  See fewer,Members only,Mudbound (2017)
David Cleveland Brown Guerilla Soldier (uncredited)  Guerilla Soldier (uncredited)  See fewer,Members only,Yellowstone (2018)
Tom Bui Guerilla Soldier (uncredited)  Guerilla Soldier (uncredited)  See fewer,Members only,Bad Boys for Life (2020)
Carter Burch Guerilla Soldier (uncredited)  Guerilla Soldier (uncredited)  See fewer,Members only,Vengeance: A Love Story (2017)
Lori Campbell Doctor (uncredited)  Doctor (uncredited)  See fewer,Members only,Broken City (2013)
John Ceallach Guerrilla Soldier 2 (uncredited)  Guerrilla Soldier 2 (uncredited)  See fewer,Members only,Crimson Hope
David Michael Cefalu Militia Soldier (uncredited)  Militia Soldier (uncredited)  See fewer,Members only,Geostorm (2017)
Cabran E. Chamberlain School Bus Driver (uncredited)  School Bus Driver (uncredited)  See fewer,Members only,Paranormal Challenge (2011)
Kyle Clements Commander Pike Sumner (uncredited)  Commander Pike Sumner (uncredited)  See fewer,Members only,Ender's Game (2013)
Kyle Crosby Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,Late Night Lady (2017)
Christopher De Stefano Civilian (uncredited)  Civilian (uncredited)  See fewer,Members only,Paper Towns (2015)
Robert Deon SFPD Traffic Cop (uncredited)  SFPD Traffic Cop (uncredited)  See fewer,Members only,Lawless Law (2017)
Neil Durr Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,The Blanket of the Dark
Alexander Eldimiati Soldier (uncredited)  Soldier (uncredited)  See fewer,Members only,Wild Card (2015)
Gillian Alaire Espina Tiburon Kid on School Bus (uncredited)  Tiburon Kid on School Bus (uncredited)  See fewer,Members only,Life Hacks for Kids (2014)
Matthew Gallagher Commander Hanz (uncredited)  Commander Hanz (uncredited)  See fewer,Members only,Submergence (2017)
Justin Goldsmith Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,Oak Grove
Victoria Greene Doctor (uncredited)  Doctor (uncredited)  See fewer,Members only,Forgotten Bayou (2016)
Kage Havok Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,Venom (2018)
Bill Heintz Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,Silk Scream (2017)
Shawntae Hughes Prisoner (uncredited)  Prisoner (uncredited)  See fewer,Members only,Good Girls (2018)
Lizeth Hutchings Guerilla Soldier (uncredited)  Guerilla Soldier (uncredited)  See fewer,Members only,Jack Reacher: Never Go Back (2016)
Jeffrey Johnson Refugee (uncredited)  Refugee (uncredited)  See fewer,Members only,Captain Black (2017)
Sergio Kato Guerrilla Officer (uncredited)  Guerrilla Officer (uncredited)  See fewer,Members only,Big Stone Gap (2014)
Steve Kish Prisoner / Cyberdyne Employee (uncredited)  Prisoner / Cyberdyne Employee (uncredited)  See fewer,Members only,Fantastic Four (2015)
Douglas Lacey Guerrilla Soldier (uncredited)  Guerrilla Soldier (uncredited)  See fewer,Members only,Magnolia M
Kevin Lapham Cyberdyne Employee (uncredited)  Cyberdyne Employee (uncredited)  See fewer,Members only,Sharknado 3: Oh Hell No! (2015)
Mark Lavell Beach Goer (uncredited)  Beach Goer (uncredited)  See fewer,Members only,The Pursuit of Happyness (2006)
Cynthia LeBlanc Hospital Vistor (uncredited)  Hospital Vistor (uncredited)  See fewer,Members only,Mudbound (2017)
Elton LeBlanc Doctor (uncredited)  Doctor (uncredited)  See fewer,Members only,Deja Vu (2006)
