Name,STARmeter,Known for
Charlie Cox Josemaría Escrivá  Josemaría Escrivá  See fewer,Top 5000,The Theory of Everything (2014)
Wes Bentley Manolo Torres  Manolo Torres  See fewer,Top 5000,American Beauty (1999)
Dougray Scott Roberto Torres  Roberto Torres  See fewer,Top 5000,Ever After: A Cinderella Story (1998)
Rodrigo Santoro Oriol  Oriol  See fewer,Top 5000,300 (2006)
Jordi Mollà Don José (as Jordi Mollá)  Don José (as Jordi Mollá)  See fewer,Top 5000,Riddick (2013)
Derek Jacobi Honorio Soto  Honorio Soto  See fewer,Top 5000,Gladiator (2000)
Golshifteh Farahani Leila  Leila  See fewer,Top 5000,Paterson (2016)
Geraldine Chaplin Abileyza  Abileyza  See fewer,Top 5000,Talk to Her (2002)
Unax Ugalde Pedro Casciano  Pedro Casciano  See fewer,Members only,La buena nueva (2008)
Ana Torrent Doña Dolores  Doña Dolores  See fewer,Members only,Thesis (1996)
Charles Dance Monsignor Solano  Monsignor Solano  See fewer,Top 5000,Gosford Park (2001)
Lily Cole Aline  Aline  See fewer,Members only,Snow White and the Huntsman (2012)
Olga Kurylenko Ildiko  Ildiko  See fewer,Top 500,Oblivion (I) (2013)
Alejandro Casaseca Jaime Torres  Jaime Torres  See fewer,Members only,[Rec] 2 (2009)
Yaiza Guimaré Pilar Torres  Pilar Torres  See fewer,Members only,La fuga (2012)
Robert Blythe Archbishop Valencia  Archbishop Valencia  See fewer,Members only,High Hopes (2002)
Carlos Leal Captain Jorge  Captain Jorge  See fewer,Members only,The Last Thing He Wanted (2020)
Juan Cruz Rolla Young Josemaría (as Juan Cruz)  Young Josemaría (as Juan Cruz)  See fewer,Members only,The Games Maker (2014)
Felipe Agote Young Manolo  Young Manolo  See fewer,Members only,There Be Dragons (2011)
Pablo Lapadula Isidoro  Isidoro  See fewer,Members only,Vanishing Landscapes (2012)
Alfonso Bassave Juan Jiménez Vargas  Juan Jiménez Vargas  See fewer,Members only,The Rendezvous (II) (2016)
Jan Cornet Ortiz  Ortiz  See fewer,Members only,The Skin I Live In (2011)
Pedro Merlo Alvaro del Portillo (as Pedro Nicolás Merlo)  Alvaro del Portillo (as Pedro Nicolás Merlo)  See fewer,Members only,The Colony (2015)
Juan Diego Montoya Ignasi  Ignasi  See fewer,Members only,Cell 211 (2009)
Horacio Nin Uria Santiago Escrivá  Santiago Escrivá  See fewer,Members only,Wild Tales (2014)
Agustín Rodríguez Santiago Escrivá Child  Santiago Escrivá Child  See fewer,Members only,There Be Dragons (2011)
Michael Feast Vicar General  Vicar General  See fewer,Members only,Velvet Goldmine (1998)
Luciano Suardi Father Pedro  Father Pedro  See fewer,Members only,The Last Man (2018)
Dolores Reynals Carmen  Carmen  See fewer,Members only,Extinction (2014)
