Name,STARmeter,Known for
Bérénice Bejo Marie Brisson  Marie Brisson  See fewer,Members only,The Artist (I) (2011)
Ali Mosaffa Ahmad  Ahmad  See fewer,Members only,The Last Step (2012)
Tahar Rahim Samir  Samir  See fewer,Members only,A Prophet (2009)
Pauline Burlet Lucie  Lucie  See fewer,Members only,La Vie en Rose (2007)
Elyes Aguis Fouad  Fouad  See fewer,Members only,Looking for Her (2015)
Jeanne Jestin Léa  Léa  See fewer,Members only,A Stormy Summer Night (2015)
Sabrina Ouazani Naïma  Naïma  See fewer,Members only,Games of Love and Chance (2003)
Babak Karimi Shahryar  Shahryar  See fewer,Members only,The Salesman (2016)
Valéria Cavalli Valeria  Valeria  See fewer,Members only,Double Team (1997)
Aleksandra Klebanska Céline  Céline  See fewer,Members only,Happiness Never Comes Alone (2012)
Jean-Michel Simonet Médecin  Médecin  See fewer,Members only,The Class (2008)
Pierre Guerder Juge  Juge  See fewer,Members only,I Kissed a Girl (2015)
Anne-Marion de Cayeux Avocate  Avocate  See fewer,Members only,The Past (2013)
Eléonora Marino Collègue Marie  Collègue Marie  See fewer,Members only,The Past (2013)
Jonathan Devred Agent aéroport  Agent aéroport  See fewer,Members only,The Wolf's Call (2019)
Sylviane Fraval Infirmière  Infirmière  See fewer,Members only,Sarah's Key (2010)
Michèle Raingeval Une cliente de la brasserie (uncredited)  Une cliente de la brasserie (uncredited)  See fewer,Members only,The Theory of Love (2013)
