Name,STARmeter,Known for
Allegra Acosta Herself  Herself  See fewer,Members only,Runaways (2017)
Joel Anderson Himself - California State Senator (R) (archive footage)  Himself - California State Senator (R) (archive footage)  See fewer,Members only,
Richard Bloom Himself - California State Assembly Member (D) (archive footage)  Himself - California State Assembly Member (D) (archive footage)  See fewer,Members only,Long Gone Wild (2019)
Scott Budnick Himself - Juvenile Justice Activist  Himself - Juvenile Justice Activist  See fewer,Members only,The Hangover (2009)
Mike Camacho Himself - Criminal Court Judge  Himself - Criminal Court Judge  See fewer,Members only,They Call Us Monsters (2016)
Antonia Casas R. Herself - Antonio's Mom  Herself - Antonio's Mom  See fewer,Members only,They Call Us Monsters (2016)
Yesenia Castro Herself - Crime Survivor  Herself - Crime Survivor  See fewer,Members only,They Call Us Monsters (2016)
Nate Corddry Himself - Actor  Himself - Actor  See fewer,Members only,The Circle (I) (2017)
Gabriel Cowan Himself - Screenwriting Teacher  Himself - Screenwriting Teacher  See fewer,Members only,Cheap Thrills (I) (2013)
Darrell J. Edwards Jr. Himself (as Darrell Edwards)  Himself (as Darrell Edwards)  See fewer,Members only,48 Hours (1988)
Darrell J. Edwards Sr. Himself - Darrell's Father (as Darrell Edwards Sr.)  Himself - Darrell's Father (as Darrell Edwards Sr.)  See fewer,Members only,They Call Us Monsters (2016)
Steven Fernandez Himself  Himself  See fewer,Members only,Search Party (2014)
Juan Gamez Himself  Himself  See fewer,Members only,Los (2015)
Kathy Gamez Herself - Juan's Sister  Herself - Juan's Sister  See fewer,Members only,They Call Us Monsters (2016)
Kevin Gamez Himself - Juan's Brother (as Big Kevin Gamez)  Himself - Juan's Brother (as Big Kevin Gamez)  See fewer,Members only,They Call Us Monsters (2016)
Antonio Hernandez Himself  Himself  See fewer,Members only,Los (2015)
Ernesto Hernandez Himself - Antonio's Brother  Himself - Antonio's Brother  See fewer,Members only,They Call Us Monsters (2016)
Anikó Hoover Herself - Jarad's Attorney  Herself - Jarad's Attorney  See fewer,Members only,They Call Us Monsters (2016)
Nora Kirkpatrick Herself - Actor  Herself - Actor  See fewer,Members only,The Office (2005)
Jonathan Mandel Himself - Juan's Attorney  Himself - Juan's Attorney  See fewer,Members only,They Call Us Monsters (2016)
Nathan Martinez Himself - Compund Staff  Himself - Compund Staff  See fewer,Members only,They Call Us Monsters (2016)
Freddy Nava Himself - Jarad's Stepfather  Himself - Jarad's Stepfather  See fewer,Members only,They Call Us Monsters (2016)
Jarod Nava Himself (as Jarad Nava)  Himself (as Jarad Nava)  See fewer,Members only,Los (2015)
Donald P. Wagner Himself - California State Assembly Member (R) (archive footage)  Himself - California State Assembly Member (R) (archive footage)  See fewer,Members only,
Maria-Itzel Siegrist Herself (uncredited)  Herself (uncredited)  See fewer,Members only,Parallels (I) (2015)
