Name,STARmeter,Known for
Ashton Kutcher Steve Jobs  Steve Jobs  See fewer,Top 5000,That '70s Show (1998)
Dermot Mulroney Mike Markkula  Mike Markkula  See fewer,Top 5000,My Best Friend's Wedding (1997)
Josh Gad Steve Wozniak  Steve Wozniak  See fewer,Top 5000,Frozen (I) (2013)
Lukas Haas Daniel Kottke  Daniel Kottke  See fewer,Top 5000,Inception (2010)
Matthew Modine John Sculley  John Sculley  See fewer,Top 5000,Full Metal Jacket (1987)
J.K. Simmons Arthur Rock  Arthur Rock  See fewer,Top 5000,Whiplash (2014)
Lesley Ann Warren Clara Jobs  Clara Jobs  See fewer,Top 5000,Victor Victoria (1982)
Ron Eldard Rod Holt  Rod Holt  See fewer,Top 5000,Super 8 (2011)
Ahna O'Reilly Chris-Ann Brennan  Chris-Ann Brennan  See fewer,Members only,The Help (2011)
Victor Rasuk Bill Fernandez  Bill Fernandez  See fewer,Members only,Lords of Dogtown (2005)
John Getz Paul Jobs  Paul Jobs  See fewer,Members only,The Social Network (2010)
Kevin Dunn Gil Amelio  Gil Amelio  See fewer,Members only,Transformers (2007)
James Woods Jack Dudman  Jack Dudman  See fewer,Top 5000,Vampires (1998)
Nelson Franklin Bill Atkinson  Bill Atkinson  See fewer,Members only,Scott Pilgrim vs. the World (2010)
Eddie Hassell Chris Espinosa  Chris Espinosa  See fewer,Members only,The Kids Are All Right (2010)
Elden Henson Andy Hertzfeld  Andy Hertzfeld  See fewer,Top 5000,Daredevil (2015)
Lenny Jacobson Burrell Smith  Burrell Smith  See fewer,Members only,Nurse Jackie (2009)
Brett Gelman Jeff Raskin  Jeff Raskin  See fewer,Top 5000,The Other Guys (2010)
Brad William Henke Paul Terrell  Paul Terrell  See fewer,Top 5000,Orange Is the New Black (2013)
Giles Matthey Jonathan Ive  Jonathan Ive  See fewer,Members only,24: Live Another Day (2014)
Robert Pine Ed Woolard  Ed Woolard  See fewer,Members only,Lakeview Terrace (2008)
Clint Jung Gareth Chang  Gareth Chang  See fewer,Members only,The Undoing (2020)
David Denman Al Alcorn  Al Alcorn  See fewer,Top 5000,Brightburn (2019)
Masi Oka Ken Tanaka  Ken Tanaka  See fewer,Members only,Heroes (II) (2006)
Abby Brammell Laurene Jobs  Laurene Jobs  See fewer,Members only,The Unit (2006)
Annika Bertea Lisa Jobs  Lisa Jobs  See fewer,Members only,Imminent (2012)
Paul Barreto Reed Jobs (as Paul Baretto)  Reed Jobs (as Paul Baretto)  See fewer,Members only,Hero Complex (2017)
Amanda Crew Julie  Julie  See fewer,Top 5000,The Haunting in Connecticut (2009)
Samm Levine Apple Designer #1  Apple Designer #1  See fewer,Members only,Inglourious Basterds (2009)
Cody Chappel Student at Lounge  Student at Lounge  See fewer,Members only,Freedom Writers (2007)
Joel Murray Computer Professor  Computer Professor  See fewer,Members only,God Bless America (2011)
William Mapother Calligraphy Professor  Calligraphy Professor  See fewer,Members only,Lost (2004)
Scott Krinsky Homebrew Attendee  Homebrew Attendee  See fewer,Members only,Chuck (2007)
Evan Helmuth Francis  Francis  See fewer,Members only,Fever Pitch (2005)
Laura Niemi Jobs' Secretary  Jobs' Secretary  See fewer,Members only,This Is Us (2016)
Jim Turner Jobs' Attorney  Jobs' Attorney  See fewer,Members only,The Lost Boys (1987)
Clayton Rohner Financial Expert  Financial Expert  See fewer,Members only,Ozark (2017)
Rachel Rosenstein Apple Receptionist  Apple Receptionist  See fewer,Members only,Shameless (2011)
Christopher Curry Board Member #1  Board Member #1  See fewer,Members only,Sully (2016)
Mark Kassen Jud  Jud  See fewer,Members only,Before We Go (I) (2014)
Dan Shaked Apple Engineer  Apple Engineer  See fewer,Members only,The Mysteries of Laura (2014)
Duncan Bravo Zen Roshi  Zen Roshi  See fewer,Members only,G.I. Joe: The Rise of Cobra (2009)
Kent Shocknek 1980 News Caster  1980 News Caster  See fewer,Members only,Batman v Superman: Dawn of Justice (2016)
Aaron Kuban Ethan  Ethan  See fewer,Members only,Girl of My Dreams (2017)
