Name,STARmeter,Known for
Arnold Schwarzenegger Mr. Freeze / Dr. Victor Fries  Mr. Freeze / Dr. Victor Fries  See fewer,65,Predator (1987)
George Clooney Batman / Bruce Wayne  Batman / Bruce Wayne  See fewer,Top 5000,Michael Clayton (2007)
Chris O'Donnell Robin / Dick Grayson  Robin / Dick Grayson  See fewer,Top 5000,Scent of a Woman (1992)
Uma Thurman Poison Ivy / Dr. Pamela Isley  Poison Ivy / Dr. Pamela Isley  See fewer,Top 5000,Kill Bill: Vol. 1 (2003)
Alicia Silverstone Batgirl / Barbara Wilson  Batgirl / Barbara Wilson  See fewer,Top 5000,Clueless (1995)
Michael Gough Alfred Pennyworth  Alfred Pennyworth  See fewer,Top 5000,Batman (1989)
Pat Hingle Commissioner Gordon  Commissioner Gordon  See fewer,Members only,Batman (1989)
John Glover Doctor Jason Woodrue  Doctor Jason Woodrue  See fewer,Top 5000,Scrooged (1988)
Elle Macpherson Julie Madison  Julie Madison  See fewer,Top 5000,The Edge (1997)
Vivica A. Fox Ms. B. Haven  Ms. B. Haven  See fewer,Top 5000,Independence Day (1996)
Vendela Kirsebom Thomessen Nora Fries (as Vendela K. Thommessen)  Nora Fries (as Vendela K. Thommessen)  See fewer,Members only,The Parent Trap (1998)
Elizabeth Sanders Gossip Gerty  Gossip Gerty  See fewer,Members only,Batman Forever (1995)
Jeep Swenson Bane  Bane  See fewer,Members only,Bulletproof (1996)
John Fink Aztec Museum Guard  Aztec Museum Guard  See fewer,Members only,Flatliners (1990)
Michael Reid MacKay Antonio Diego / Bane  Antonio Diego / Bane  See fewer,Members only,X2: X-Men United (2003)
Eric Lloyd Young Bruce Wayne  Young Bruce Wayne  See fewer,Members only,The Santa Clause (1994)
Jon Simmons Young Alfred  Young Alfred  See fewer,Members only,NewsRadio (1995)
Christian Boeving Snowy Cones Thug #1  Snowy Cones Thug #1  See fewer,Members only,Vampire Soul: Hidden in Plain Sight
Stogie Kenyatta Snowy Cones Thug #2  Snowy Cones Thug #2  See fewer,Members only,Half Past Dead 2 (2007)
Andy LaCombe Snowy Cones Thug #3  Snowy Cones Thug #3  See fewer,Members only,Batman & Robin (1997)
Joe Sabatino Frosty  Frosty  See fewer,Members only,Batman Forever (1995)
Michael Paul Chan Observatory Scientist  Observatory Scientist  See fewer,Members only,Falling Down (1993)
Kimberly Scott Observatory Associate  Observatory Associate  See fewer,Members only,The Abyss (1989)
Jay Luchs Observatory Reporter  Observatory Reporter  See fewer,Members only,Burlesque (I) (2010)
Roger Nehls Observatory Reporter  Observatory Reporter  See fewer,Members only,Until Morning (2002)
Anthony E. Cantrell Observatory Press  Observatory Press  See fewer,Members only,Batman & Robin (1997)
Alex Daniels Observatory Guard  Observatory Guard  See fewer,Members only,Cyborg (1989)
Peter Navy Tuiasosopo Observatory Guard  Observatory Guard  See fewer,Members only,Street Fighter (1994)
Harry Van Gorkum M.C.  M.C.  See fewer,Members only,The Mortal Instruments: City of Bones (2013)
Sandra Taylor Debutante  Debutante  See fewer,Members only,The Princess Diaries (2001)
Elizabeth Guber Debutante  Debutante  See fewer,Members only,The Craft (1996)
Jack Betts Party Guest  Party Guest  See fewer,Members only,Spider-Man (2002)
Marc Glimcher Party Guest  Party Guest  See fewer,Members only,My Super Ex-Girlfriend (2006)
Mark Leahy Party Guest (as Mark P. Leahy)  Party Guest (as Mark P. Leahy)  See fewer,Members only,Inspector Gadget (1999)
Jim McMullan Party Guest  Party Guest  See fewer,Members only,Austin Powers: International Man of Mystery (1997)
Patrick Leahy Senator Patrick Leahy (as Senator Patrick Leahy)  Senator Patrick Leahy (as Senator Patrick Leahy)  See fewer,Members only,The Dark Knight (2008)
Jesse Ventura Arkham Asylum Guard  Arkham Asylum Guard  See fewer,Members only,Predator (1987)
Ralf Moeller Arkham Asylum Guard  Arkham Asylum Guard  See fewer,Members only,Gladiator (2000)
