Name,STARmeter,Known for
Anne Hathaway Gloria  Gloria  See fewer,Top 500,Les Misérables (2012)
Jason Sudeikis Oscar  Oscar  See fewer,Top 5000,We're the Millers (2013)
Austin Stowell Joel  Joel  See fewer,Members only,Bridge of Spies (2015)
Tim Blake Nelson Garth  Garth  See fewer,Top 5000,"O Brother, Where Art Thou? (2000)"
Dan Stevens Tim  Tim  See fewer,Top 5000,Downton Abbey (2010)
Hannah Cheramy Young Gloria  Young Gloria  See fewer,Members only,Van Helsing (2016)
Nathan Ellison Young Oscar  Young Oscar  See fewer,Members only,Colossal (2016)
Sarah Surh Mother  Mother  See fewer,Members only,Chaos (2011)
Haeun Hannah Cho Little Girl  Little Girl  See fewer,Members only,Colossal (2016)
Carlos Joe Costa Old Man  Old Man  See fewer,Members only,The Immortal (2000)
Melissa M. Montgomery Waitress (as Melissa Montgomery)  Waitress (as Melissa Montgomery)  See fewer,Members only,Supernatural (2005)
Christine Lee Seoul Waitress  Seoul Waitress  See fewer,Members only,Black Summer (2019)
Rukiya Bernard Maggie  Maggie  See fewer,Members only,Accidental Obsession (2015)
James Yi Fund Raiser Man  Fund Raiser Man  See fewer,Members only,The Bleeding Edge (2016)
Alyssa Dawson Reporter  Reporter  See fewer,Members only,Second Chance (I) (2016)
Miho Suzuki International News Anchor  International News Anchor  See fewer,Members only,Warigami (2019)
Charles Singh Expert #1 (as Charles Raahul Singh)  Expert #1 (as Charles Raahul Singh)  See fewer,Members only,The Imaginarium of Doctor Parnassus (2009)
Jenny Mitchell Expert #2  Expert #2  See fewer,Members only,Colossal (2016)
Maddie Smith Reporter #2  Reporter #2  See fewer,Members only,Colossal (2016)
Everett Adams Chubby Boy  Chubby Boy  See fewer,Members only,Good Boys (II) (2019)
Agam Darshi Ash (as Agamdeep Darshi)  Ash (as Agamdeep Darshi)  See fewer,Members only,Dirk Gently's Holistic Detective Agency (2016)
Hettie Lynne Hurtes News Reporting Consultant (as Hettie Hurtes)  News Reporting Consultant (as Hettie Hurtes)  See fewer,Members only,The Terminator (1984)
Alex Cohen News Reporting Consultant  News Reporting Consultant  See fewer,Members only,Colossal (2016)
Steve Julian News Reporting Consultant  News Reporting Consultant  See fewer,Members only,Colossal (2016)
Eoin Bates Bar Guy (uncredited)  Bar Guy (uncredited)  See fewer,Members only,Phil (2019)
Andrew Suttar Bar Patron (uncredited)  Bar Patron (uncredited)  See fewer,Members only,Star Trek Beyond (2016)
