Name,STARmeter,Known for
Nicholas Braun Dag  Dag  See fewer,Top 5000,How to Be Single (2016)
Mackenzie Davis Petra  Petra  See fewer,3,Halt and Catch Fire (2014)
Josh Fadem Ned  Ned  See fewer,Members only,Better Call Saul (2015)
Denis Leary Rick Wilson  Rick Wilson  See fewer,Top 5000,Rescue Me (2004)
Ed Westwick Milan Pinache  Milan Pinache  See fewer,Top 5000,Gossip Girl (2007)
Vanessa Hudgens Lorelei  Lorelei  See fewer,Top 5000,High School Musical 3: Senior Year (2008)
Keegan-Michael Key Mr. Keller  Mr. Keller  See fewer,Top 5000,Keanu (2016)
Bob Odenkirk Shooter Parker  Shooter Parker  See fewer,Top 5000,Better Call Saul (2015)
Joan Cusack Peg Parker  Peg Parker  See fewer,Top 5000,In & Out (1997)
Chris Zylka Chaz Jr.  Chaz Jr.  See fewer,Members only,The Amazing Spider-Man (2012)
Ian Roberts Chaz Sr.  Chaz Sr.  See fewer,Members only,Bring It On (2000)
Rachael Harris Mrs. Mosely  Mrs. Mosely  See fewer,Top 5000,The Hangover (2009)
Mae Whitman Jenna Zombie  Jenna Zombie  See fewer,Top 5000,The Duff (2015)
Patton Oswalt Stuart Miller  Stuart Miller  See fewer,Top 5000,Young Adult (2011)
Pat Healy Zombie Priest  Zombie Priest  See fewer,Members only,Cheap Thrills (I) (2013)
Shannon Welles Nana Miller  Nana Miller  See fewer,Members only,Inception (2010)
David Castañeda Tony Cerone (as David Castaneda)  Tony Cerone (as David Castaneda)  See fewer,Members only,Sicario: Day of the Soldado (2018)
Cerina Vincent Daisy  Daisy  See fewer,Top 5000,Cabin Fever (2002)
Lavelle Roby Mrs. Franklin  Mrs. Franklin  See fewer,Members only,Beyond the Valley of the Dolls (1970)
Earl Moore Backup Catcher  Backup Catcher  See fewer,Members only,Freaks of Nature (2015)
Utkarsh Ambudkar Parminder  Parminder  See fewer,Members only,Pitch Perfect (2012)
Chris Gouchoe Chaz Jr. Jock Friend  Chaz Jr. Jock Friend  See fewer,Members only,Celeste & Jesse Forever (2012)
Julian Sergi Leonard  Leonard  See fewer,Members only,War Dogs (2016)
Irene Choi Goth girl #1  Goth girl #1  See fewer,Top 5000,Community (2009)
Shelby Fero Goth girl #2  Goth girl #2  See fewer,Members only,Robot Chicken (2005)
John Ennis Coach Pulcifer  Coach Pulcifer  See fewer,Members only,Eight Legged Freaks (2002)
Mike Mitchell Slushy Douche  Slushy Douche  See fewer,Members only,The Birthday Boys (2013)
Natalie Palamides Kathy Murch  Kathy Murch  See fewer,Members only,The Powerpuff Girls (2016)
Roxana Ortega Concerned Citizen Jane  Concerned Citizen Jane  See fewer,Members only,Larry Crowne (2011)
Tom Clark Concerned Citizen Tom  Concerned Citizen Tom  See fewer,Members only,Conan (2010)
Julie Brister Overtly Racist Citizen  Overtly Racist Citizen  See fewer,Members only,Goliath (2016)
