Name,STARmeter,Known for
Dane DeHaan Lockhart  Lockhart  See fewer,Top 5000,Chronicle (2012)
Jason Isaacs Volmer  Volmer  See fewer,Top 5000,Harry Potter and the Chamber of Secrets (2002)
Mia Goth Hannah  Hannah  See fewer,Top 5000,Suspiria (I) (2018)
Ivo Nandi Enrico  Enrico  See fewer,Members only,Mayans M.C. (2018)
Adrian Schiller Deputy Director  Deputy Director  See fewer,Members only,Beauty and the Beast (2017)
Celia Imrie Victoria Watkins  Victoria Watkins  See fewer,Members only,The Best Exotic Marigold Hotel (2011)
Harry Groener Pembroke  Pembroke  See fewer,Members only,Patch Adams (1998)
Tomas Norström Frank Hill  Frank Hill  See fewer,Members only,The Man Who Went Up in Smoke (1980)
Ashok Mandanna Ron Nair  Ron Nair  See fewer,Members only,A Passage to India (1984)
Magnus Krepper Pieter the Vet  Pieter the Vet  See fewer,Members only,The Girl Who Played with Fire (2009)
Peter Benedict Constable  Constable  See fewer,Members only,Lost a Girl (2015)
Michael Mendl Bartender  Bartender  See fewer,Members only,Downfall (2004)
Maggie Steed Mrs. Abramov  Mrs. Abramov  See fewer,Members only,The Painted Veil (2006)
Craig Wroe Morris  Morris  See fewer,Members only,A Cure for Wellness (2016)
David Bishins Hank Green  Hank Green  See fewer,Members only,The Adjustment Bureau (2011)
Lisa Banes Hollis  Hollis  See fewer,Members only,Gone Girl (2014)
Carl Lumbly Wilson  Wilson  See fewer,Members only,Men of Honor (2000)
Tom Flynn Humphrey  Humphrey  See fewer,Members only,Law & Order (1990)
Eric Todd Josh  Josh  See fewer,Members only,The Sinner (2017)
Jason Babinsky Carl  Carl  See fewer,Members only,Contagion (2011)
Johannes Krisch Caretaker  Caretaker  See fewer,Members only,Revanche (2008)
Sophie Charlotte Conrad Bar Girl (as Sophie Conrad)  Bar Girl (as Sophie Conrad)  See fewer,Members only,In This Very Moment (2003)
Rebecca Street Lockhart's Mother  Lockhart's Mother  See fewer,Members only,Remington Steele (1982)
Bert Tischendorf Lockhart's Father  Lockhart's Father  See fewer,Members only,Die Rache der Wanderhure (2012)
Douglas Hamilton 9 Year Old Lockhart  9 Year Old Lockhart  See fewer,Members only,A Cure for Wellness (2016)
Daniel Michel Denim  Denim  See fewer,Members only,Sense8 (2015)
Leonard Kunz Frank  Frank  See fewer,Members only,Jenny (I) (2017)
Natascha Lawiszus Bar Girl  Bar Girl  See fewer,Members only,The Countess (2009)
Luzie Scheuritzel Bar Girl  Bar Girl  See fewer,Members only,Shadow Kids (2007)
Manon Kahle Secretary  Secretary  See fewer,Members only,Thank You for Bombing (2015)
Adrian Zwicker Conductor  Conductor  See fewer,Members only,Race (I) (2016)
Jeff Burrell Funeral Director  Funeral Director  See fewer,Members only,The Ghost Writer (2010)
Julia Graefner Vet's Daughter  Vet's Daughter  See fewer,Members only,The Picture in the House
Nino Boehlau Drawing Boy  Drawing Boy  See fewer,Members only,A Cure for Wellness (2016)
Nadine Boske Volmer Institute Staff (as Nadine Boeske)  Volmer Institute Staff (as Nadine Boeske)  See fewer,Members only,Nothing Bad Can Happen (2013)
Axel Buchholz Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Alisa: Follow Your Heart (2009)
David Bredin Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Anthropoid (2016)
Matthias Britschgi Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Wir Vier (2014)
Andreas Dobberkau Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Küstenwache (1997)
Sarah Franke Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Wie Licht schmeckt (2006)
Godehard Giese Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Transit (I) (2018)
Angelina Häntsch Volmer Institute Staff (as Angelina Haentsch)  Volmer Institute Staff (as Angelina Haentsch)  See fewer,Members only,Along the Roadside (2013)
Judith Hoersch Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Albert's Memorial (2009)
Caspar Kaeser Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Why Didn't You Take a Taxi? (2015)
Sebastian Kaufmane Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Flemming (2009)
Martin Laue Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Counterpart (2017)
Annette Lober Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Désamour (2013)
Benedict Seifert Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,A Cure for Wellness (2016)
Roman Schomburg Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,De forbandede år (2020)
Florian Steffens Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Alarm für Cobra 11 - Die Autobahnpolizei (1996)
Sven Timmreck Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,A Cure for Wellness (2016)
Hanna Wollschlaeger Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,A Cure for Wellness (2016)
Susanne Wuest Volmer Institute Staff  Volmer Institute Staff  See fewer,Members only,Goodnight Mommy (2014)
Jef Bayonne Volmer Institute Patient  Volmer Institute Patient  See fewer,Members only,Fay Grim (2006)
Klaus Burckhardt Volmer Institute Patient  Volmer Institute Patient  See fewer,Members only,A Cure for Wellness (2016)
Helmut Boelling Volmer Institute Patient  Volmer Institute Patient  See fewer,Members only,A Cure for Wellness (2016)
Renate Prack Volmer Institute Patient  Volmer Institute Patient  See fewer,Members only,A Cure for Wellness (2016)
