Name,STARmeter,Known for
Ajay Devgn Gopal  Gopal  See fewer,Members only,Shivaay (2016)
Arshad Warsi Madhav  Madhav  See fewer,Members only,Munna Bhai M.B.B.S. (2003)
Tusshar Kapoor Lucky  Lucky  See fewer,Members only,Golmaal: Fun Unlimited (2006)
Shreyas Talpade Laxman  Laxman  See fewer,Members only,Om Shanti Om (2007)
Kunal Khemu Laxman  Laxman  See fewer,Members only,Go Goa Gone (2013)
Parineeti Chopra Khushi  Khushi  See fewer,Members only,Hasee Toh Phasee (2014)
Tabu Anna Mathew  Anna Mathew  See fewer,Members only,Haider (2014)
Neil Nitin Mukesh Nikhil  Nikhil  See fewer,Members only,Johnny Gaddaar (2007)
Prakash Raj Vasu Reddy  Vasu Reddy  See fewer,Members only,Anniyan (2005)
Johnny Lever Pappi Bhai  Pappi Bhai  See fewer,Members only,Kuch Kuch Hota Hai (1998)
Sanjay Mishra Babli Bhai  Babli Bhai  See fewer,Members only,Dilwale (2015)
Mukesh Tiwari Vasooli Bhai  Vasooli Bhai  See fewer,Members only,Dilwale (2015)
Uday Tikekar Jamnadas  Jamnadas  See fewer,Members only,Barfi! (2012)
Vrajesh Hirjee Pandu  Pandu  See fewer,Members only,Kaho Naa... Pyaar Hai (2000)
Nana Patekar Nana Patekar (Cameo)  Nana Patekar (Cameo)  See fewer,Members only,Krantiveer (1994)
Anil Charanjeett Naidu (as Anil Mange)  Naidu (as Anil Mange)  See fewer,Members only,Living Idle (2017)
Ishika Gagneja Teenage Khushi  Teenage Khushi  See fewer,Members only,Dangal (2016)
Ashwini Kalsekar Damini  Damini  See fewer,Members only,Andhadhun (2018)
Anil Kapoor  Actor (archive footage)  Actor (archive footage)  See fewer,Members only,Slumdog Millionaire (2008)
Shah Rukh Khan  Actor (archive footage)  Actor (archive footage)  See fewer,Top 5000,Don 2 (2011)
Sachin Khedekar Colonel Chauhan / Baba  Colonel Chauhan / Baba  See fewer,Members only,13B: Fear Has a New Address (2009)
Deepika Padukone  Actress (archive footage)  Actress (archive footage)  See fewer,Top 5000,Yeh Jawaani Hai Deewani (2013)
Reshma Pathan Special appearance  Special appearance  See fewer,Members only,Sholay (1975)
Vijay Patkar Hawaldar Gandhari  Hawaldar Gandhari  See fewer,Members only,Chashme Bahaddar (2006)
Besant Ravi Vasu Reddy's Henchmen  Vasu Reddy's Henchmen  See fewer,Members only,Chennai Express (2013)
Murli Sharma Inspector Dande  Inspector Dande  See fewer,Members only,Baby (I) (2015)
Shriswara Daughter of spirit who wants reach her through Anna  Daughter of spirit who wants reach her through Anna  See fewer,Members only,Bhaag Milkha Bhaag (2013)
Ganesh Sonawane Young Laxman  Young Laxman  See fewer,Members only,Yudh.. Astitvachi Ladai (2015)
Sridevi  Actress (archive footage)  Actress (archive footage)  See fewer,Members only,English Vinglish (2012)
