Name,STARmeter,Known for
J.K. Simmons Henry Sawyer  Henry Sawyer  See fewer,Top 5000,Whiplash (2014)
Cara Seymour Helen Sawyer  Helen Sawyer  See fewer,Members only,Adaptation. (2002)
Lou Taylor Pucci Gabriel Sawyer  Gabriel Sawyer  See fewer,Top 5000,You (2018)
Scott Adsit Dr. Biscow  Dr. Biscow  See fewer,Members only,Big Hero 6 (2014)
James Urbaniak Mike Tappin  Mike Tappin  See fewer,Members only,American Splendor (2003)
Max Antisell Young Gabriel  Young Gabriel  See fewer,Members only,The Answer Man (2009)
Ryan Karels Bernie  Bernie  See fewer,Members only,Consti2tion (2014)
Peggy Gormley Florence  Florence  See fewer,Members only,The Last Temptation of Christ (1988)
Tammy Blanchard Tamara  Tamara  See fewer,Top 5000,Into the Woods (2014)
Josh Segarra Mark Ferris  Mark Ferris  See fewer,Top 5000,Arrow (2012)
Xander Johnson Weed  Weed  See fewer,Members only,The Green (2011)
Jesse Roche Steve  Steve  See fewer,Members only,Vampiyaz (2004)
Julia Ormond Dianne Daley  Dianne Daley  See fewer,Top 5000,The Curious Case of Benjamin Button (2008)
Erica Fae College Representative (as Erica Berg)  College Representative (as Erica Berg)  See fewer,Members only,Boardwalk Empire (2010)
Mía Maestro Celia  Celia  See fewer,Top 5000,The Strain (2014)
Wade Mylius Activist  Activist  See fewer,Members only,Messengers (2004)
Lance Rubin Rocker Dude  Rocker Dude  See fewer,Members only,Yoga Partners (2013)
Matthew J. McCarthy Carl (as Matt McCarthy)  Carl (as Matt McCarthy)  See fewer,Members only,The Other Guys (2010)
Ifádansi Rashad Police Officer (as Rashad Edwards)  Police Officer (as Rashad Edwards)  See fewer,Members only,The Good Fight (2017)
James Eason Hippie Vendor  Hippie Vendor  See fewer,Members only,Wheels (II) (2014)
Phil Bender Jerry Garcia  Jerry Garcia  See fewer,Members only,After Dust (2009)
Rich Campbell Bob Weir  Bob Weir  See fewer,Members only,Joker (I) (2019)
Buzz Roddy Bill Kreutzmann  Bill Kreutzmann  See fewer,Members only,8:46 (2011)
Ethan F. Hamburg Phil Lesh  Phil Lesh  See fewer,Members only,Going the Distance (2010)
Mark Greenberg Mickey Hart  Mickey Hart  See fewer,Members only,Life on Mars (2008)
Paul Sigrist Brent Mydland  Brent Mydland  See fewer,Members only,The Music Never Stopped (2011)
Martin Moran Minister  Minister  See fewer,Members only,War Horse (2011)
Kelly AuCoin Dr. Gilbert (uncredited)  Dr. Gilbert (uncredited)  See fewer,Members only,Billions (2016)
Joseph Basile Hare Krishna (uncredited)  Hare Krishna (uncredited)  See fewer,Members only,Caught Off Tard (2006)
Michael Belveduto Grateful Dead fan (uncredited)  Grateful Dead fan (uncredited)  See fewer,Members only,Mob on the Run (2013)
Gail Bruno Hippie - 1967 (uncredited)  Hippie - 1967 (uncredited)  See fewer,Members only,A Dance for Grace (2010)
Joseph Carnevale Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,An Affirmative Act (2010)
Anthony DiSanto Spectator (uncredited)  Spectator (uncredited)  See fewer,Members only,Mail Order Junkie (2011)
Vaughn Goland Grateful Dead Security (uncredited)  Grateful Dead Security (uncredited)  See fewer,Members only,What (2011)
Elysia Segal Grateful Dead Fan (uncredited)  Grateful Dead Fan (uncredited)  See fewer,Members only,Winter Slides (2014)
Joseph Urban Stage Security (uncredited)  Stage Security (uncredited)  See fewer,Members only,Men in Black 3 (2012)
Bill Walters Extra (uncredited)  Extra (uncredited)  See fewer,Members only,Marjorie Prime (2017)
Josh Woolstenhulme Extra (uncredited)  Extra (uncredited)  See fewer,Members only,The Fighter (I) (2010)
Alex Ziwak Stage Security (uncredited)  Stage Security (uncredited)  See fewer,Members only,Blue Bloods (2010)
