Name,STARmeter,Known for
Jacob Zachar Eddie  Eddie  See fewer,Members only,Greek (2007)
Alexa Nikolas Willow  Willow  See fewer,Members only,Red State (2011)
Christa B. Allen Janet  Janet  See fewer,Members only,13 Going on 30 (2004)
Jayson Blair Brad  Brad  See fewer,Members only,Whiplash (2014)
Justin Chon Ash  Ash  See fewer,Members only,Twilight (I) (2008)
Max Adler Jimmy  Jimmy  See fewer,Members only,Love and Honor (2013)
Joseph Porter Mark  Mark  See fewer,Members only,Ugly Betty (2006)
Michele Messmer Mrs. Rumblethorp  Mrs. Rumblethorp  See fewer,Members only,Flipped (I) (2010)
Jonathan Coogan Guidance Counselor Zombie  Guidance Counselor Zombie  See fewer,Members only,Pups (1999)
Richard Jewell Colonel  Colonel  See fewer,Members only,Needlestick (2017)
Adam DeFilippi Jock Zombie  Jock Zombie  See fewer,Members only,Revenge of the Mask 2
Jennifer Wellbaum Rich Girl Zombie  Rich Girl Zombie  See fewer,Members only,Dirt (I) (2011)
Bernie Allemon Little Person Zombie  Little Person Zombie  See fewer,Members only,Oz the Great and Powerful (2013)
Don Richard Raging Zombie  Raging Zombie  See fewer,Members only,Red Dawn (2012)
Dave Fogel Zombie Student  Zombie Student  See fewer,Members only,Detention of the Dead (2012)
Joey Paul Gowdy Zombie Student  Zombie Student  See fewer,Members only,Good Luck with That (2007)
Geneva Brunetti Zombie (uncredited)  Zombie (uncredited)  See fewer,Members only,It Follows (2014)
Caroline Chuby Zombie Teacher (uncredited)  Zombie Teacher (uncredited)  See fewer,Members only,Operation White Noise (2012)
Tiffani Elise Edwards Hipster Zombie (uncredited)  Hipster Zombie (uncredited)  See fewer,Members only,Freaky Deaky (2012)
Stephen Eldorado Zombie (uncredited)  Zombie (uncredited)  See fewer,Members only,Amerikan Violence (2014)
John Migliore Zombie (uncredited)  Zombie (uncredited)  See fewer,Members only,Johnny Ghoulash Escapes from Creightonville (2014)
Alex Nardelli Samurai Zombie (uncredited)  Samurai Zombie (uncredited)  See fewer,Members only,Transformers: The Last Knight (2017)
Brian Schaaf Zombie Shop Teacher (uncredited)  Zombie Shop Teacher (uncredited)  See fewer,Members only,Operation White Noise (2012)
Stephanie Schaberg Zombie Student (uncredited)  Zombie Student (uncredited)  See fewer,Members only,Operation White Noise (2012)
David Waldman Zombie (uncredited)  Zombie (uncredited)  See fewer,Members only,Opportunity Abounds (2014)
