Name,STARmeter,Known for
Julianne Moore Gloria  Gloria  See fewer,Top 5000,Still Alice (2014)
John Turturro Arnold  Arnold  See fewer,Top 5000,Barton Fink (1991)
Caren Pistorius Anne  Anne  See fewer,Members only,Slow West (2015)
Michael Cera Peter  Peter  See fewer,Top 5000,Superbad (2007)
Brad Garrett Dustin  Dustin  See fewer,Top 5000,Everybody Loves Raymond (1996)
Holland Taylor Hillary  Hillary  See fewer,Top 5000,Legally Blonde (2001)
Jeanne Tripplehorn Fiona  Fiona  See fewer,Top 5000,Basic Instinct (1992)
Rita Wilson Vicky  Vicky  See fewer,Top 5000,Jingle All the Way (1996)
Chris Mulkey Charlie  Charlie  See fewer,Members only,Whiplash (2014)
Cassi Thomson Virginia  Virginia  See fewer,Members only,Left Behind (I) (2014)
Tyson Ritter Neighbor  Neighbor  See fewer,Top 5000,Peppermint (2018)
Jesse Erwin Theo  Theo  See fewer,Members only,The Hangover (2009)
Chopper Bernet 60 Year Old Gentleman  60 Year Old Gentleman  See fewer,Members only,Terminator 3: Rise of the Machines (2003)
Gerard Sanders 65 Year Old Gentleman  65 Year Old Gentleman  See fewer,Members only,Iron Man (2008)
Sam Behrens Man #1  Man #1  See fewer,Members only,Alive (1993)
Roberta Hanlen Amanda Pollard  Amanda Pollard  See fewer,Members only,Training Day (2017)
Sean Astin Jeremy  Jeremy  See fewer,Top 5000,The Lord of the Rings: The Two Towers (2002)
Francisco Rodriguez Stan the Waiter  Stan the Waiter  See fewer,Members only,Vida (2018)
Barbara Sukowa Melinda  Melinda  See fewer,Members only,Hannah Arendt (2012)
Jenica Bergere Laughing Instructor  Laughing Instructor  See fewer,Members only,Safety Not Guaranteed (2012)
Alanna Ubach Veronica  Veronica  See fewer,Top 5000,Coco (I) (2017)
Vania Tsvetkova Croupier  Croupier  See fewer,Members only,Gloria Bell (2018)
Sarah Lowe Jen  Jen  See fewer,Members only,Ring! Ring! Ring! (2013)
Jeff Leibow Mark  Mark  See fewer,Members only,Huckabee (2008)
Derrick Redford Dr. Steve  Dr. Steve  See fewer,Members only,Criminal Minds (2005)
