Name,STARmeter,Known for
Ben Burtt WALL·E / M-O / Robots (voice)  WALL·E / M-O / Robots (voice)  See fewer,Members only,Star Wars: Episode IV - A New Hope (1977)
Elissa Knight EVE (voice)  EVE (voice)  See fewer,Members only,Cars (2006)
Jeff Garlin Captain (voice)  Captain (voice)  See fewer,Top 5000,Curb Your Enthusiasm (2000)
Fred Willard Shelby Forthright  Shelby Forthright  See fewer,Members only,Best in Show (2000)
MacInTalk AUTO (voice)  AUTO (voice)  See fewer,Members only,Atop the Fourth Wall (2008)
John Ratzenberger John (voice)  John (voice)  See fewer,Top 5000,Cheers (1982)
Kathy Najimy Mary (voice)  Mary (voice)  See fewer,Top 500,Sister Act (1992)
Sigourney Weaver Ship's Computer (voice)  Ship's Computer (voice)  See fewer,Top 5000,Avatar (2009)
Teddy Newton Steward Bots (voice)  Steward Bots (voice)  See fewer,Members only,The Incredibles (2004)
Bob Bergen Forthright's Advisor (voice)  Forthright's Advisor (voice)  See fewer,Members only,Akira (1988)
John Cygan Axiom Passenger #3 (voice)  Axiom Passenger #3 (voice)  See fewer,Members only,Metal Gear Solid 2: Sons of Liberty (2001)
Pete Docter Lifeguard Bot (voice)  Lifeguard Bot (voice)  See fewer,Members only,Up (2009)
Paul Eiding Axiom Passenger #12 (voice)  Axiom Passenger #12 (voice)  See fewer,Members only,Metal Gear Solid 2: Sons of Liberty (2001)
Donald Fullilove Axiom Passenger #7 (voice) (as Don Fullilove)  Axiom Passenger #7 (voice) (as Don Fullilove)  See fewer,Members only,Back to the Future (1985)
Teresa Ganzel  Actress (voice)  Actress (voice)  See fewer,Members only,The Toy (1982)
Jess Harnell Axiom Passenger #9 (voice)  Axiom Passenger #9 (voice)  See fewer,Members only,Transformers: Dark of the Moon (2011)
Sherry Lynn Axiom Passenger #5 (voice)  Axiom Passenger #5 (voice)  See fewer,Members only,Inside Out (I) (2015)
Mickie McGowan Axiom Passenger #4 (voice)  Axiom Passenger #4 (voice)  See fewer,Members only,Up (2009)
Laraine Newman Axiom Passenger #10 (voice)  Axiom Passenger #10 (voice)  See fewer,Members only,Coneheads (1993)
Lori Alan Axiom Passenger #8 (voice)  Axiom Passenger #8 (voice)  See fewer,Top 5000,Inside Out (I) (2015)
Jeff Pidgeon Axiom Passenger #2 (voice)  Axiom Passenger #2 (voice)  See fewer,Members only,"Monsters, Inc. (2001)"
Jan Rabson Axiom Passenger #11 (voice)  Axiom Passenger #11 (voice)  See fewer,Members only,Akira (1988)
Lori Richardson PR-T (voice)  PR-T (voice)  See fewer,Members only,Mission: Impossible - Ghost Protocol (2011)
Andrew Stanton Axiom Passenger #1 (voice)  Axiom Passenger #1 (voice)  See fewer,Members only,Finding Nemo (2003)
Jim Ward Billboard Announcer (voice)  Billboard Announcer (voice)  See fewer,Members only,Ratchet & Clank Future: A Crack in Time (2009)
Colette Whitaker Axiom Passenger #6 (voice)  Axiom Passenger #6 (voice)  See fewer,Members only,The Mummy: Tomb of the Dragon Emperor (2008)
Kim Kopf Hoverchair Mother (uncredited)  Hoverchair Mother (uncredited)  See fewer,Members only,Delusional (I) (2014)
Angus MacLane BURN-E (voice) (uncredited)  BURN-E (voice) (uncredited)  See fewer,Members only,The Incredibles (2004)
Niki McElroy Pool Mother (uncredited)  Pool Mother (uncredited)  See fewer,Members only,Laff Mobb's Laff Tracks (2018)
Garrett Palmer Blond Boy in Commercial (uncredited)  Blond Boy in Commercial (uncredited)  See fewer,Members only,Up in Arms (2011)
Sinisa Ruzic Ivan (uncredited)  Ivan (uncredited)  See fewer,Members only,The Bridge at the End of the World (2014)
Kai Steel Smith Brunette Boy in commercial (uncredited)  Brunette Boy in commercial (uncredited)  See fewer,Members only,The Prankster (2010)
