Name,STARmeter,Known for
Liam Neeson Bryan Mills  Bryan Mills  See fewer,Top 500,Kinsey (2004)
Maggie Grace Kim  Kim  See fewer,Top 5000,Lost (2004)
Leland Orser Sam  Sam  See fewer,Members only,Se7en (1995)
Jon Gries Casey  Casey  See fewer,Top 5000,Napoleon Dynamite (2004)
David Warshofsky Bernie  Bernie  See fewer,Members only,Running Scared (2006)
Holly Valance Sheerah  Sheerah  See fewer,Members only,DOA: Dead or Alive (2006)
Katie Cassidy Amanda  Amanda  See fewer,Top 500,A Nightmare on Elm Street (2010)
Xander Berkeley Stuart  Stuart  See fewer,Top 5000,Terminator 2: Judgment Day (1991)
Olivier Rabourdin Jean-Claude  Jean-Claude  See fewer,Members only,Benedetta (2020)
Gérard Watkins St-Clair  St-Clair  See fewer,Members only,The Diving Bell and the Butterfly (2007)
Famke Janssen Lenore  Lenore  See fewer,Top 500,X-Men: The Last Stand (2006)
Marc Amyot Pharmacist  Pharmacist  See fewer,Members only,Amélie (2001)
Arben Bajraktaraj Marko  Marko  See fewer,Members only,Harry Potter and the Deathly Hallows: Part 1 (2010)
Radivoje Bukvic Anton (as Rasha Bukvic)  Anton (as Rasha Bukvic)  See fewer,Members only,A Good Day to Die Hard (2013)
Mathieu Busson Undercover Agent  Undercover Agent  See fewer,Members only,Micha Mouse (2011)
Michel Flash Gio  Gio  See fewer,Members only,Taken (I) (2008)
Nicolas Giraud Peter  Peter  See fewer,Members only,High Lane (2009)
Rubens Hyka Leka  Leka  See fewer,Members only,Taken (I) (2008)
Camille Japy Isabelle  Isabelle  See fewer,Members only,Granddaughters (2018)
Valentin Kalaj Vinz  Vinz  See fewer,Members only,Sur le fil (2007)
Fani Kolarova Prostitute  Prostitute  See fewer,Members only,22 Bullets (2010)
Goran Kostic Gregor  Gregor  See fewer,Members only,The Zookeeper's Wife (2017)
Christophe Kourotchkine Gilles  Gilles  See fewer,Members only,La Vie en Rose (2007)
Edwin Krüger Jean-Claude's Assistant  Jean-Claude's Assistant  See fewer,Members only,La ligne droite (2011)
Jalil Naciri Ali  Ali  See fewer,Members only,Hexagone (1994)
Anca Radici Ingrid  Ingrid  See fewer,Members only,Hitman (I) (2007)
Nathan Rippy Victor  Victor  See fewer,Members only,The Family (I) (2013)
Héléna Soubeyrand Girl with the Jacket  Girl with the Jacket  See fewer,Members only,Chocolat (2016)
Tommy Spahija Nezir  Nezir  See fewer,Members only,Taken (I) (2008)
Anatole Taubman Dardan  Dardan  See fewer,Members only,Captain America: The First Avenger (2011)
Bertrand Treuil Taxi Driver  Taxi Driver  See fewer,Members only,Carpe Diem (IV) (2013)
Opender Singh Singh  Singh  See fewer,Members only,Ghostly Revenge (2007)
Christy Reese Paper Shop Clerk  Paper Shop Clerk  See fewer,Members only,Wonderful World (2009)
George Hertzberg Security Stuart's Mansion  Security Stuart's Mansion  See fewer,Members only,Buffy the Vampire Slayer (1997)
Nabil Massad Sheik Raman  Sheik Raman  See fewer,Members only,Spy Game (2001)
Ivette González Maid (as Ivette Gonzalez)  Maid (as Ivette Gonzalez)  See fewer,Members only,Star Fox 64 3D (2011)
Don Abernathy Airport Traveler (uncredited)  Airport Traveler (uncredited)  See fewer,Members only,Tournament of Dreams (2007)
Whitney Adams Party Guest (uncredited)  Party Guest (uncredited)  See fewer,Members only,Bizarre Foods America (2012)
Sophie Chamoux Bit part (uncredited)  Bit part (uncredited)  See fewer,Members only,Oui! (2012)
Michael Finn Airport Pilot (uncredited)  Airport Pilot (uncredited)  See fewer,Members only,The Purest Blue (2010)
Dan Flood Airport Traveler (uncredited)  Airport Traveler (uncredited)  See fewer,Members only,LG15: The Resistance (2008)
Katrina Forrest Maid (uncredited)  Maid (uncredited)  See fewer,Members only,BET Hip-Hop Awards 2009 (2009)
Jean-Yves Freyburger Waiter (uncredited)  Waiter (uncredited)  See fewer,Members only,Destiny Ride (2008)
Stephen Janousek Party Guest (uncredited)  Party Guest (uncredited)  See fewer,Members only,Motivation (2016)
Alexandra Kedzierska Call girl (uncredited)  Call girl (uncredited)  See fewer,Members only,White as Snow (2010)
Alban Lenoir Agent de sécurité (uncredited)  Agent de sécurité (uncredited)  See fewer,Members only,Erased (2012)
Mylène Ragon Une prostituée (uncredited)  Une prostituée (uncredited)  See fewer,Members only,Survivant(s) (2010)
Christina Alice Schmidt Party Friend (uncredited)  Party Friend (uncredited)  See fewer,Members only,The Wedding Pact (2014)
Tamara Witmer Prostitute (uncredited)  Prostitute (uncredited)  See fewer,Members only,Supergator (2007)
