Name,STARmeter,Known for
Jason Thompson Gavin  Gavin  See fewer,Members only,General Hospital (1963)
Silas Weir Mitchell Bennett  Bennett  See fewer,Top 5000,Rat Race (2001)
Erin Reese Chloe (as Erin Michelle Lokitz)  Chloe (as Erin Michelle Lokitz)  See fewer,Members only,Buried Alive (2007)
Peter Onorati Chief  Chief  See fewer,Members only,Goodfellas (1990)
Kinsey Packard Agent Randall  Agent Randall  See fewer,Members only,Infestation (2009)
Gail O'Grady Dr. Green  Dr. Green  See fewer,Top 5000,NYPD Blue (1993)
Michael DeLuise Bill Tanner  Bill Tanner  See fewer,Members only,Encino Man (1992)
Will Stiles Tristan  Tristan  See fewer,Members only,He's Such a Girl (2009)
America Olivo Britt  Britt  See fewer,Members only,Chicago P.D. (2014)
Erin Foster Morgan  Morgan  See fewer,Members only,Cellular (2004)
Ryan Doom Luke  Luke  See fewer,Members only,Runaways (2017)
Rita Taggart Professor McAdams  Professor McAdams  See fewer,Members only,Mulholland Drive (2001)
James Francis Kelly III Officer Bryce  Officer Bryce  See fewer,Members only,Rocky Balboa (2006)
Tally Hunkins Sherri  Sherri  See fewer,Members only,Dead End City (2008)
John Stamatakis Bound Patient  Bound Patient  See fewer,Members only,Windfall (2006)
Sarah Burch Bound Patient  Bound Patient  See fewer,Members only,Fast & Furious (2009)
Jeremy Chada Bound Patient  Bound Patient  See fewer,Members only,Affected: The AIDS Project (2006)
Mario Sellitti Bound Patient  Bound Patient  See fewer,Members only,Bucky Larson: Born to Be a Star (2011)
Sebastian Blue Bound Patient  Bound Patient  See fewer,Members only,Shadowman (2009)
Mike Mohrhardt Bathroom Student  Bathroom Student  See fewer,Members only,The Empty Seat (2011)
Tony Lee Boggs Dead Police Officer  Dead Police Officer  See fewer,Members only,Chain Reaction (1996)
Bryce J. Ramos US Marshal (as Bryce Devincenzi)  US Marshal (as Bryce Devincenzi)  See fewer,Members only,Mornin'! (2016)
Jack Licursi U.S. Marshall  U.S. Marshall  See fewer,Members only,Girlfriend from Hell (1989)
Kevin Gershenson U.S. Marshall  U.S. Marshall  See fewer,Members only,Circle (2010)
Matthew Turner US Marshal  US Marshal  See fewer,Members only,Samoan Wedding (2006)
Matthew Turner U.S. Marshall  U.S. Marshall  See fewer,Members only,The Ugliest Picture (2008)
Justyn Cortes U.S. Marshall  U.S. Marshall  See fewer,Members only,Distortion (2006)
Matthew Pontell U.S. Marshall  U.S. Marshall  See fewer,Members only,Erwassus (1997)
John Kim U.S. Marshall  U.S. Marshall  See fewer,Members only,Circle (2010)
Mark Grande U.S. Marshall  U.S. Marshall  See fewer,Members only,Jedi Junkies (2010)
Terrance Lenwood U.S. Marshall  U.S. Marshall  See fewer,Members only,The Shield (2002)
Michael Thompson Police Officer  Police Officer  See fewer,Members only,Hush (II) (2006)
Jon Greene Police Officer  Police Officer  See fewer,Members only,K-PAX (2001)
Teddy Williams Security Guard  Security Guard  See fewer,Members only,X: The Human Condition (2009)
Sitara Falcon Lawnmower Man  Lawnmower Man  See fewer,Members only,Velvet Buzzsaw (2019)
Rae Sunshine Lee Hospital Worker  Hospital Worker  See fewer,Members only,The Last Evangelist
Gregg Lee Hospital Worker  Hospital Worker  See fewer,Members only,CSI: NY (2004)
Jayne Entwistle Hospital Worker  Hospital Worker  See fewer,Members only,Desperate Housewives (2004)
Charlie Farrell Student  Student  See fewer,Members only,The Tonight Show with Jay Leno (1992)
Zack Mason Student  Student  See fewer,Members only,Animus (I) (2010)
Ashley Cook Student  Student  See fewer,Members only,South Pole (2009)
Brian Julian Student  Student  See fewer,Members only,Insomnium (2017)
Kit Martineau Student  Student  See fewer,Members only,100 Million BC (2008)
Justin Krough Student  Student  See fewer,Members only,Circle (2010)
Ki Menifee Student  Student  See fewer,Members only,Circle (2010)
Timothy Mahlanza Student  Student  See fewer,Members only,Circle (2010)
Aziza A. Hunter Student  Student  See fewer,Members only,Circle (2010)
Susan Huckle Student  Student  See fewer,Members only,Sharknado 2: The Second One (2014)
Michelle Dickson Student  Student  See fewer,Members only,Fantastic Four (2015)
Robert McMurrer Student  Student  See fewer,Members only,Straight Outta Compton (2015)
Christina Rosas Anastasiou Student (as Christina Rosa Anastasiou)  Student (as Christina Rosa Anastasiou)  See fewer,Members only,On Raven Road
Tory Cook Student  Student  See fewer,Members only,Circle (2010)
Jeison Blanco Student  Student  See fewer,Members only,Alan Hollywood (2010)
Ernest Esquer Malibu Saloon Patron  Malibu Saloon Patron  See fewer,Members only,Inversion (II) (2010)
Janeen York Malibu Saloon Patron  Malibu Saloon Patron  See fewer,Members only,The Storm (2009)
Brandon Bernard Malibu Saloon Patron  Malibu Saloon Patron  See fewer,Members only,Godzilla: King of the Monsters (2019)
Ashley Marie Parker Malibu Saloon Patron  Malibu Saloon Patron  See fewer,Members only,The 5th Wave (2016)
Anna Catarino Malibu Saloon Patron  Malibu Saloon Patron  See fewer,Members only,Circle (2010)
David J. Dai'Ley Malibu Saloon Patron  Malibu Saloon Patron  See fewer,Members only,The Inner Circle (2009)
Alexander Kaminer  Actor (as Gleb Kaminer)  Actor (as Gleb Kaminer)  See fewer,Members only,Barry (2018)
Darrius Marcellin FBI Agent Smith  FBI Agent Smith  See fewer,Members only,The Swing of Things (2020)
