Name,STARmeter,Known for
Susan Sarandon Marnie  Marnie  See fewer,Top 5000,Thelma & Louise (1991)
Rose Byrne Lori  Lori  See fewer,Top 500,Spy (2015)
J.K. Simmons Zipper  Zipper  See fewer,Top 5000,Whiplash (2014)
Jerrod Carmichael Freddy / Fredo  Freddy / Fredo  See fewer,Members only,Neighbors (I) (2014)
Cecily Strong Jillian  Jillian  See fewer,Top 5000,Saturday Night Live (1975)
Lucy Punch Emily  Emily  See fewer,Top 5000,Into the Woods (2014)
Michael McKean Mark  Mark  See fewer,Top 5000,This Is Spinal Tap (1984)
Jason Ritter Jacob  Jacob  See fewer,Top 500,Freddy vs. Jason (2003)
Sarah Baker Elaine  Elaine  See fewer,Top 5000,The Kominsky Method (2018)
Casey Wilson Trish  Trish  See fewer,Top 5000,Gone Girl (2014)
Amy Landecker Diane  Diane  See fewer,Top 5000,Dan in Real Life (I) (2007)
Billy Magnussen Ben  Ben  See fewer,Top 5000,Into the Woods (2014)
Megalyn Echikunwoke Elise  Elise  See fewer,Top 5000,House of Lies (2012)
Jo Jordan Old Woman  Old Woman  See fewer,Members only,Pray for Rain (2017)
Chance Bone Movie Set AD  Movie Set AD  See fewer,Members only,Adventures in the Sin Bin (2012)
Lou Volpe Dom  Dom  See fewer,Members only,Divorced White Male (1998)
Tony Amendola Tony (as Anthony Amendola)  Tony (as Anthony Amendola)  See fewer,Members only,Annabelle (I) (2014)
Robert Picardo Cos  Cos  See fewer,Top 5000,Star Trek: Voyager (1995)
Irina Maleeva Angie  Angie  See fewer,Members only,Maattrraan (2012)
Shiri Appleby TV Daughter  TV Daughter  See fewer,Top 5000,The Thirteenth Floor (1999)
Harry Hamlin TV Dad  TV Dad  See fewer,Top 5000,Clash of the Titans (1981)
Laura San Giacomo TV Mom  TV Mom  See fewer,Top 5000,"Sex, Lies, and Videotape (1989)"
Tehya Santos Tehya  Tehya  See fewer,Members only,Milo Murphy's Law (2016)
Rebecca Drysdale Dani  Dani  See fewer,Members only,Key and Peele (2012)
Randall Park Officer Lee  Officer Lee  See fewer,Top 5000,Ant-Man and the Wasp (2018)
Bill Fagerbakke Officer Davis  Officer Davis  See fewer,Top 5000,SpongeBob SquarePants (1999)
Marques Ray Officer Bernie  Officer Bernie  See fewer,Members only,Our Footloose Remake (2011)
Roger Aaron Brown Airport Security  Airport Security  See fewer,Members only,Seeking a Friend for the End of the World (2012)
Corey Reynolds Officer Wells  Officer Wells  See fewer,Members only,The Closer (2005)
Jae Suh Park Nurse  Nurse  See fewer,Members only,Friends from College (2017)
