Name,STARmeter,Known for
Mary Elizabeth Winstead Kate Lloyd  Kate Lloyd  See fewer,25,10 Cloverfield Lane (2016)
Joel Edgerton Carter  Carter  See fewer,Top 5000,The Gift (VI) (2015)
Ulrich Thomsen Dr. Sander Halvorson  Dr. Sander Halvorson  See fewer,Members only,The Celebration (1998)
Eric Christian Olsen Adam Finch  Adam Finch  See fewer,Top 5000,Dumb and Dumberer: When Harry Met Lloyd (2003)
Adewale Akinnuoye-Agbaje Jameson  Jameson  See fewer,Top 5000,Lost (2004)
Paul Braunstein Griggs  Griggs  See fewer,Members only,Jigsaw (I) (2017)
Trond Espen Seim Edvard Wolner  Edvard Wolner  See fewer,Members only,Fallen Angels (2008)
Kim Bubbs Juliette  Juliette  See fewer,Members only,Deus Ex: Mankind Divided (2016)
Jørgen Langhelle Lars  Lars  See fewer,Members only,I Am Dina (2002)
Jan Gunnar Røise Olav  Olav  See fewer,Members only,Mammon (2014)
Stig Henrik Hoff Peder  Peder  See fewer,Members only,Into the White (I) (2012)
Kristofer Hivju Jonas  Jonas  See fewer,Top 5000,Game of Thrones (2011)
Jo Adrian Haavind Henrik  Henrik  See fewer,Members only,Kon-Tiki (2012)
Carsten Bjørnlund Karl  Karl  See fewer,Members only,The Legacy (2014)
Jonathan Walker Colin (as Jonathan Lloyd Walker)  Colin (as Jonathan Lloyd Walker)  See fewer,Members only,Shooter (I) (2007)
Ole Martin Aune Nilsen Matias (Heli Pilot)  Matias (Heli Pilot)  See fewer,Members only,Himmelblå (2008)
Michael Brown Security Guard  Security Guard  See fewer,Members only,Degrassi: Next Class (2016)
