Name,STARmeter,Known for
Shia LaBeouf Sam Witwicky  Sam Witwicky  See fewer,Top 500,Transformers (2007)
Rosie Huntington-Whiteley Carly  Carly  See fewer,Top 5000,Mad Max: Fury Road (2015)
Josh Duhamel Lennox  Lennox  See fewer,Top 5000,Transformers (2007)
John Turturro Simmons  Simmons  See fewer,Top 5000,Barton Fink (1991)
Tyrese Gibson Epps  Epps  See fewer,Top 5000,Baby Boy (2001)
Patrick Dempsey Dylan  Dylan  See fewer,Top 5000,Grey's Anatomy (2005)
Frances McDormand Mearing  Mearing  See fewer,Top 5000,"Three Billboards Outside Ebbing, Missouri (2017)"
John Malkovich Bruce Brazos  Bruce Brazos  See fewer,Top 5000,In the Line of Fire (1993)
Kevin Dunn Ron Witwicky  Ron Witwicky  See fewer,Members only,Transformers (2007)
Julie White Judy Witwicky  Judy Witwicky  See fewer,Members only,Transformers: Revenge of the Fallen (2009)
Alan Tudyk Dutch  Dutch  See fewer,Top 5000,Rogue One: A Star Wars Story (2016)
Ken Jeong Jerry Wang  Jerry Wang  See fewer,Top 5000,The Hangover (2009)
Glenn Morshower General Morshower  General Morshower  See fewer,Members only,The Resident (2018)
Lester Speight Eddie  Eddie  See fewer,Members only,Faster (2010)
Buzz Aldrin Buzz Aldrin  Buzz Aldrin  See fewer,Members only,The Big Bang Theory (2007)
Bill O'Reilly Bill O'Reilly  Bill O'Reilly  See fewer,Members only,Iron Man 2 (2010)
Ravil Isyanov Voshkod  Voshkod  See fewer,Members only,Defiance (I) (2008)
Dustin Dennard Lennox Lieutenant  Lennox Lieutenant  See fewer,Members only,Transformers: Revenge of the Fallen (2009)
Markiss McFadden Lennox Team 'Baby Face' (as Markiss McFadden Jr.)  Lennox Team 'Baby Face' (as Markiss McFadden Jr.)  See fewer,Members only,Executor (2017)
Nick Bickle Lennox Team 'Chapman'  Lennox Team 'Chapman'  See fewer,Members only,Transformers: Dark of the Moon (2011)
Ajay James Lennox Team 'Atroui'  Lennox Team 'Atroui'  See fewer,Members only,Dil Ka Sauda (1999)
Brett Lynch Lennox Team 'Phelps'  Lennox Team 'Phelps'  See fewer,Members only,The War Within (2010)
Chris A. Robinson Lennox Team 'Bruno' (as Chris Robinson)  Lennox Team 'Bruno' (as Chris Robinson)  See fewer,Members only,Transformers: Dark of the Moon (2011)
Scott C. Roe Lennox Team 'Nelson'  Lennox Team 'Nelson'  See fewer,Members only,The Dark Knight Rises (2012)
James D. Weston II Lennox Team 'Tuens' (as James Weston II)  Lennox Team 'Tuens' (as James Weston II)  See fewer,Members only,The Matrix Reloaded (2003)
Brian Call Lennox Team 'Taggart'  Lennox Team 'Taggart'  See fewer,Members only,Lone Survivor (2013)
Aaron Garrido Epps Team 'Mongo'  Epps Team 'Mongo'  See fewer,Members only,Transformers: Revenge of the Fallen (2009)
Mikal Vega Epps Team 'Hooch' (as Mikal A. Vega)  Epps Team 'Hooch' (as Mikal A. Vega)  See fewer,Members only,Mayans M.C. (2018)
Kenny Sheard Epps Team 'Marc L'  Epps Team 'Marc L'  See fewer,Members only,12 Strong (2018)
Josh Kelly Epps Team 'Stone'  Epps Team 'Stone'  See fewer,Top 5000,Transformers: Revenge of the Fallen (2009)
Keiko Agena Mearing's Aide  Mearing's Aide  See fewer,Top 5000,Prodigal Son (2019)
LaMonica Garrett Morshower's Aide  Morshower's Aide  See fewer,Top 5000,Designated Survivor (2016)
Yasen Peyankov Voshkod Associate  Voshkod Associate  See fewer,Members only,Captive State (2019)
Brett Stimely President Kennedy  President Kennedy  See fewer,Members only,Parkland (2013)
John H. Tobin President Nixon (as John Tobin)  President Nixon (as John Tobin)  See fewer,Members only,The Next Best Thing: Who Is the Greatest Celebrity Impersonator? (2007)
Drew Pillsbury Defense Secretary McNamara  Defense Secretary McNamara  See fewer,Members only,About Fifty (2011)
Patrick Pankhurst Director of NASA  Director of NASA  See fewer,Members only,Mission: Impossible III (2006)
Larry Clarke NASA Scientist (1969)  NASA Scientist (1969)  See fewer,Members only,Sense8 (2015)
Tom Virtue Black Ops NASA Technician (1969)  Black Ops NASA Technician (1969)  See fewer,Members only,Even Stevens (2000)
Thomas Crawford Black Ops NASA Technician (1969)  Black Ops NASA Technician (1969)  See fewer,Members only,Ray Donovan (2013)
Kevin Sizemore Black Ops NASA Technician (1969)  Black Ops NASA Technician (1969)  See fewer,Members only,Mine 9 (2019)
Alan Pietruszewski NASA Mission Controller (1969)  NASA Mission Controller (1969)  See fewer,Members only,Timeless (2016)
Michael Daniel Cassady NASA Launch Technician (1969)  NASA Launch Technician (1969)  See fewer,Members only,Love (2016)
Peter Murnik Tracking Station Supervisor (1969) (as Peter B. Murnik)  Tracking Station Supervisor (1969) (as Peter B. Murnik)  See fewer,Members only,Mindhunter (2017)
Don Jeanes Neil Armstrong (1969)  Neil Armstrong (1969)  See fewer,Members only,Good Grief (IV) (2017)
Cory Tucker Buzz Aldrin (1969)  Buzz Aldrin (1969)  See fewer,Members only,Pearl Harbor (2001)
Lindsey Ginter Old NASA Scientist  Old NASA Scientist  See fewer,Members only,Pearl Harbor (2001)
David St. James Old NASA Scientist  Old NASA Scientist  See fewer,Members only,The West Wing (1999)
Mitch Bromwell NASA Technician  NASA Technician  See fewer,Members only,Transformers: Dark of the Moon (2011)
Elya Baskin Cosmonaut Dimitri  Cosmonaut Dimitri  See fewer,Members only,Spider-Man 2 (2004)
Eugene Alper Cosmonaut Yuri  Cosmonaut Yuri  See fewer,Members only,Veep (2012)
Inna Korobkina Russian Lady  Russian Lady  See fewer,Members only,Dawn of the Dead (2004)
Zoran Radanovich Russian Bouncer  Russian Bouncer  See fewer,Members only,House of Sand and Fog (2003)
Kathleen Gati Russian Female Bartender  Russian Female Bartender  See fewer,Members only,Meet the Fockers (2004)
Annie O'Donnell Human Resources Lady  Human Resources Lady  See fewer,Members only,Black Sheep (1996)
Chris Sheffield Pimply Corporate Kid  Pimply Corporate Kid  See fewer,Members only,The Maze Runner (2014)
Ken Takemoto Japanese Executive  Japanese Executive  See fewer,Members only,Moana (I) (2016)
Michael Loeffelholz Executive Interviewer  Executive Interviewer  See fewer,Members only,Glee (2009)
Mindy Sterling Female Insurance Agent  Female Insurance Agent  See fewer,Members only,Austin Powers: The Spy Who Shagged Me (1999)
Stephen Monroe Taylor Mailroom Worker  Mailroom Worker  See fewer,Members only,Anger Management (2012)
Andrew Daly Mailroom Worker (as Andy Daly)  Mailroom Worker (as Andy Daly)  See fewer,Members only,Semi-Pro (2008)
Derek Miller Mailroom Worker  Mailroom Worker  See fewer,Members only,Wedding Band (2012)
Leidy Mazo Mailroom Worker  Mailroom Worker  See fewer,Members only,Transformers: Dark of the Moon (2011)
Scott Krinsky Accuretta Executive  Accuretta Executive  See fewer,Members only,Chuck (2007)
Katherine Sigismund Accuretta Worker  Accuretta Worker  See fewer,Members only,The Taking of Pelham 123 (2009)
Maile Flanagan Accuretta Worker  Accuretta Worker  See fewer,Members only,Lab Rats (2012)
Darren O'Hare Berated Scientist  Berated Scientist  See fewer,Members only,Halo 4 (2012)
Jack Axelrod Simmons Tileman  Simmons Tileman  See fewer,Members only,Hancock (2008)
Rich Hutchman Engineer  Engineer  See fewer,Members only,Deja Vu (2006)
Meredith Monroe Engineer's Wife  Engineer's Wife  See fewer,Top 5000,Dawson's Creek (1998)
Charlotte Labadie Engineer's Daughter  Engineer's Daughter  See fewer,Members only,Man Up (2011)
