Name,STARmeter,Known for
Frank Adamski Himself (as SSG Frank Adamski)  Himself (as SSG Frank Adamski)  See fewer,Members only,The Hornet's Nest (2014)
Ofren Arrechaga Himself (as SFC Ofren Arrechaga)  Himself (as SFC Ofren Arrechaga)  See fewer,Members only,The Hornet's Nest (2014)
Ed Bankston Himself (as Cpt Ed Bankston)  Himself (as Cpt Ed Bankston)  See fewer,Members only,The Hornet's Nest (2014)
Carlos Boettcher Himself  Himself  See fewer,Members only,ABC News Nightline (1980)
Mike Boettcher Himself  Himself  See fewer,Members only,Citizen Soldier (2016)
Bryan Burgess Himself (as SSG Bryan Burgess)  Himself (as SSG Bryan Burgess)  See fewer,Members only,The Hornet's Nest (2014)
Christian Cabaniss Himself (as Lt Col Christian Cabaniss)  Himself (as Lt Col Christian Cabaniss)  See fewer,Members only,Hell and Back Again (2011)
Jeremy Faulkner Himself (as PFC Jeremy Faulkner)  Himself (as PFC Jeremy Faulkner)  See fewer,Members only,The Hornet's Nest (2014)
Dustin Feldhaus Himself (as SPC Dustin Feldhaus)  Himself (as SPC Dustin Feldhaus)  See fewer,Members only,The Hornet's Nest (2014)
Chris Fields Himself (as CSM Chris Fields)  Himself (as CSM Chris Fields)  See fewer,Members only,The Hornet's Nest (2014)
Brit Jacobs Soldier  Soldier  See fewer,Members only,The Hornet's Nest (2014)
Jameson Lindskog Himself (as SPC Jameson Lindskog)  Himself (as SPC Jameson Lindskog)  See fewer,Members only,No Greater Love (I) (2015)
Steve Lutsky Himself (as Lt Col Steven Lutsky)  Himself (as Lt Col Steven Lutsky)  See fewer,Members only,The Hornet's Nest (2014)
Kevin Mott Himself (as Cpt Kevin Mott)  Himself (as Cpt Kevin Mott)  See fewer,Members only,The Hornet's Nest (2014)
Tye Reedy Himself (as Cpt Tye Reedy)  Himself (as Cpt Tye Reedy)  See fewer,Members only,The Hornet's Nest (2014)
Kellis Richardson Soldier  Soldier  See fewer,Members only,The Hornet's Nest (2014)
Diane Sawyer Herself - ABC News Anchor in Afghanistan)  Herself - ABC News Anchor in Afghanistan)  See fewer,Members only,ABC World News Tonight with David Muir (1953)
Shane Shelton Soldier  Soldier  See fewer,Members only,The Hornet's Nest (2014)
Jeremy Sizemore Soldier  Soldier  See fewer,Members only,The Hornet's Nest (2014)
J.B. Vowell Himself (as Lt Col J. B. Vowell)  Himself (as Lt Col J. B. Vowell)  See fewer,Members only,The Hornet's Nest (2014)
"Kalen M. Waite Radio Telephone Operator, B Co 3rd Plt 2-327  Radio Telephone Operator, B Co 3rd Plt 2-327  See fewer",Members only,ABC News Nightline (1980)
