Name,STARmeter,Known for
Karin Viard Marie-Laurence 'ML' Claverne  Marie-Laurence 'ML' Claverne  See fewer,Members only,Polisse (2011)
Dany Boon Piotr  Piotr  See fewer,Members only,Welcome to the Sticks (2008)
Marina Foïs Mélanie Carcassonne  Mélanie Carcassonne  See fewer,Members only,Polisse (2011)
Patrick Bruel Le docteur Alain Carcassonne  Le docteur Alain Carcassonne  See fewer,Members only,Sabrina (1995)
Emmanuelle Seigner Sarah Mattei  Sarah Mattei  See fewer,Top 5000,Bitter Moon (1992)
Christopher Thompson Lucas Mattei  Lucas Mattei  See fewer,Members only,Avenue Montaigne (2006)
Marina Hands Juliette  Juliette  See fewer,Members only,Lady Chatterley (2006)
Patrick Chesnais Erwann  Erwann  See fewer,Members only,The Diving Bell and the Butterfly (2007)
Blanca Li Manuela  Manuela  See fewer,Members only,Angoisse (1998)
Laurent Stocker Jean-Louis Mauzard  Jean-Louis Mauzard  See fewer,Members only,Hunting and Gathering (2007)
Pierre Arditi Henri  Henri  See fewer,Members only,Mélo (1986)
Jeanne Raimbault Doris  Doris  See fewer,Members only,Blanche (2002)
Isabelle Cagnat Mme Bollet  Mme Bollet  See fewer,Members only,Lucy (I) (2014)
Marc Rioufol Daniel Laurent  Daniel Laurent  See fewer,Members only,Blanche (2002)
Cyrille Eldin Le démonstrateur (as Cyrille Eldiri)  Le démonstrateur (as Cyrille Eldiri)  See fewer,Members only,A Ticket to Space (2006)
Michèle Brousse Mme Andrieux  Mme Andrieux  See fewer,Members only,Confusion of Genders (2000)
Michel Motu M. Andrieu  M. Andrieu  See fewer,Members only,The City of Lost Children (1995)
Guillaume Durand Guillaume Durand  Guillaume Durand  See fewer,Members only,Empreintes (2007)
Gaia Saïd L'infirmière (as Zahia Said)  L'infirmière (as Zahia Said)  See fewer,Members only,Cartouches gauloises (2007)
Anne Agbadou-Masson L'attachée de presse (as Anne Agbdou Masson)  L'attachée de presse (as Anne Agbdou Masson)  See fewer,Members only,Goodbye First Love (2011)
Paul Bonfiglio Le fromager  Le fromager  See fewer,Members only,Change of Plans (2009)
Stéphane Lauret Le vendeur Lagonda  Le vendeur Lagonda  See fewer,Members only,Change of Plans (2009)
Georges Roche Le maître d'hôtel  Le maître d'hôtel  See fewer,Members only,The Diving Bell and the Butterfly (2007)
Sonia Dufeu Femme restaurant  Femme restaurant  See fewer,Members only,Regarde-moi (2014)
David Lasserre Professeur danse  Professeur danse  See fewer,Members only,Change of Plans (2009)
Jérémy Bardeau L'interne  L'interne  See fewer,Members only,Paris (I) (2008)
Julie Villers La réceptionniste  La réceptionniste  See fewer,Members only,Cezanne et Moi (2016)
Pedro Ramirez Rey Danseur flamenco  Danseur flamenco  See fewer,Members only,Change of Plans (2009)
Juan Pedro Delgado Danseur flamenco  Danseur flamenco  See fewer,Members only,Change of Plans (2009)
Javier Cobo Nebrera Danseur flamenco  Danseur flamenco  See fewer,Members only,Change of Plans (2009)
José Maria Maldonado Danseur flamenco  Danseur flamenco  See fewer,Members only,Change of Plans (2009)
Segui Danseur flamenco  Danseur flamenco  See fewer,Members only,Change of Plans (2009)
Claire Chazal Herself - Elle-même - à la TV  Herself - Elle-même - à la TV  See fewer,Members only,The Mark of the Angels - Miserere (2013)
Eric Moreau  Actor (uncredited)  Actor (uncredited)  See fewer,Members only,Valmont (1989)
Jenny Rieu Spectatrice #7 (uncredited)  Spectatrice #7 (uncredited)  See fewer,Members only,Linkin: A Lincoln Parody (2013)
