Name,STARmeter,Known for
Candy Herself  Herself  See fewer,Members only,Keep on Keepin' On (2014)
Terri Lyne Carrington Herself  Herself  See fewer,Members only,Houseguest (1995)
Quincy Cavers Himself  Himself  See fewer,Members only,Keep on Keepin' On (2014)
Bill Cosby Himself  Himself  See fewer,Members only,The Cosby Show (1984)
Herbie Hancock Himself  Himself  See fewer,Members only,Death Wish (1974)
Quincy Jones Himself  Himself  See fewer,Members only,The Color Purple (1985)
Frank Kauflin Himself  Himself  See fewer,Members only,Keep on Keepin' On (2014)
Justin Kauflin Himself  Himself  See fewer,Members only,Justin Kauflin - Coming Home (2018)
Phylis Kauflin Herself  Herself  See fewer,Members only,Keep on Keepin' On (2014)
Sandi McCree Herself  Herself  See fewer,Members only,The Wire (2002)
Mulgrew Miller Himself  Himself  See fewer,Members only,Keep on Keepin' On (2014)
Kevin Neaton Clark Terry Small Group  Clark Terry Small Group  See fewer,Members only,Keep on Keepin' On (2014)
Harold O'Neal Himself  Himself  See fewer,Members only,Soul (2020)
Dianne Reeves Herself  Herself  See fewer,Members only,"Good Night, and Good Luck. (2005)"
Arturo Sandoval Himself  Himself  See fewer,Members only,Arturo Sandoval: Journey to a Dream (2019)
Clark Terry Himself  Himself  See fewer,Members only,The Groove Tube (1974)
Gwen Terry Herself  Herself  See fewer,Members only,Keep on Keepin' On (2014)
