Name,STARmeter,Known for
"Dan Stevens ""David""  ""David""  See fewer",Top 5000,Downton Abbey (2010)
Maika Monroe Anna Peterson  Anna Peterson  See fewer,Top 5000,It Follows (2014)
Brendan Meyer Luke Peterson  Luke Peterson  See fewer,Members only,The OA (2016)
Sheila Kelley Laura Peterson  Laura Peterson  See fewer,Top 5000,One Fine Day (1996)
Leland Orser Spencer Peterson  Spencer Peterson  See fewer,Members only,Se7en (1995)
Lance Reddick Major Carver  Major Carver  See fewer,Top 5000,John Wick (2014)
Tabatha Shaun Kristen  Kristen  See fewer,Members only,Preacher (2016)
Chase Williamson Zeke  Zeke  See fewer,Members only,John Dies at the End (2012)
Joel David Moore Craig  Craig  See fewer,Members only,Avatar (2009)
Steven John Brown Mike (as Steve Brown)  Mike (as Steve Brown)  See fewer,Members only,Wonder Woman (2017)
Brenden Wedner Ian  Ian  See fewer,Members only,The Dark Knight Rises (2012)
Alex Knight Mr. Lyles  Mr. Lyles  See fewer,Members only,Transpecos (2016)
Ethan Embry Higgings  Higgings  See fewer,Top 5000,Sweet Home Alabama (2002)
Nancy Jeris Secretary  Secretary  See fewer,Members only,Transcendence (I) (2014)
Matthew Page Fireman (as Matt Page)  Fireman (as Matt Page)  See fewer,Members only,Odd Thomas (2013)
Katie Anne Mitchell Paramedic  Paramedic  See fewer,Members only,Logan (2017)
Frank Bond Mr. Alston  Mr. Alston  See fewer,Members only,Let Me In (I) (2010)
Mike Miller Elderly Man  Elderly Man  See fewer,Members only,Ideal Home (2018)
Jesse Luken Drew  Drew  See fewer,Members only,42 (2013)
Kelsey Leos Montoya Jason (as Kelsey Montoya)  Jason (as Kelsey Montoya)  See fewer,Members only,Fender Bender (I) (2016)
Justin Ramsey Bartender  Bartender  See fewer,Members only,Persecuted (I) (2014)
Tyler Riegleman Jail Guard  Jail Guard  See fewer,Members only,The Minis (2009)
Justin Yu Blair  Blair  See fewer,Members only,John Wick (2014)
Lonnie Lane Grill Chef  Grill Chef  See fewer,Members only,Mia: Love Never Dies
AJ Bowen Austin  Austin  See fewer,Members only,You're Next (2011)
Chris Ellis Hendricks  Hendricks  See fewer,Members only,Armageddon (1998)
Candice Patton Sgt. Halway (as Candice K. Patton)  Sgt. Halway (as Candice K. Patton)  See fewer,Top 5000,The Flash (2014)
Chris Harding Caleb Peterson  Caleb Peterson  See fewer,Members only,You're Next (2011)
Tina Borek Lady in Diner (uncredited)  Lady in Diner (uncredited)  See fewer,Members only,Breaking Bad (2008)
Matthew J. Dye Diner Busboy (uncredited)  Diner Busboy (uncredited)  See fewer,Members only,Agnostic (2017)
Tara Elliott Halloween Party Girl (uncredited)  Halloween Party Girl (uncredited)  See fewer,Members only,Sicario (2015)
Susie Gillespie Restaurant Patron (uncredited)  Restaurant Patron (uncredited)  See fewer,Members only,Billy the Kid: The Beginning (2017)
Darlene Kellum Diner Patron (uncredited)  Diner Patron (uncredited)  See fewer,Members only,Persecuted (I) (2014)
Dustin Lane High School Boy (uncredited)  High School Boy (uncredited)  See fewer,Members only,Billy the Kid: The Beginning (2017)
J. Nathan Simmons Diner Patron (uncredited)  Diner Patron (uncredited)  See fewer,Members only,Legion (2010)
Shanea Strachan High School Student (uncredited)  High School Student (uncredited)  See fewer,Members only,Bad Bet (2018)
Vanessa Torres Party Devil (uncredited)  Party Devil (uncredited)  See fewer,Members only,The Player (2015)
