Name,STARmeter,Known for
Eugenio Derbez Javier  Javier  See fewer,Top 5000,Instructions Not Included (2013)
Martina García Julia  Julia  See fewer,Members only,Narcos (2015)
Alejandra Barros Maria  Maria  See fewer,Members only,Mariana de la noche (2003)
Juan Ríos Martin  Martin  See fewer,Members only,The Lord of the Skies (2013)
Shaula Vega Gaby Rincón  Gaby Rincón  See fewer,Members only,Original Sin (2001)
Mónica Dionne Dra. Del Villar  Dra. Del Villar  See fewer,Members only,"Sexo, pudor y lágrimas (1999)"
Alberto Estrella Dr. Carlos  Dr. Carlos  See fewer,Members only,Man on Fire (2004)
Mauricio E. Galaz Recién casado  Recién casado  See fewer,Members only,"It's Not You, It's Me (2010)"
Aarón Hernán Horacio  Horacio  See fewer,Members only,Deathstalker and the Warriors from Hell (1988)
Mauricio Herrera Ramiro  Ramiro  See fewer,Members only,El privilegio de amar (1998)
Ricardo Kleinbaum Veterinario  Veterinario  See fewer,Members only,Dark Places (2015)
Vanessa Mateo  Actress  Actress  See fewer,Members only,Unleashed (2005)
Gina Morett Georgina  Georgina  See fewer,Members only,News from Afar (2005)
Regina Orozco Indra  Indra  See fewer,Members only,Deep Crimson (1996)
Yadira Pascault Orozco Dueña del perrito (as Yadira Orozco)  Dueña del perrito (as Yadira Orozco)  See fewer,Members only,Luciana (2010)
Héctor Ortega Edmundo  Edmundo  See fewer,Members only,The Holy Mountain (1973)
Raquel Pankowsky Agente de Bienes Raices  Agente de Bienes Raices  See fewer,Members only,Un gancho al corazón (2008)
Miguel Sagaz Pareja Gay (as Miguel Angel Herrerias)  Pareja Gay (as Miguel Angel Herrerias)  See fewer,Members only,American Horror Story (2011)
Julian Sedgwick Sacerdote  Sacerdote  See fewer,Members only,Dragonball Evolution (2009)
Patricio Soní  Actor  Actor  See fewer,Members only,My Mexican Shivah (2007)
Blanca Sánchez Estela  Estela  See fewer,Members only,Quinceañera (1987)
Sharon Zundel Laura  Laura  See fewer,Members only,Las Aparicio (2015)
