Name,STARmeter,Known for
Sharman Joshi Raju Writer  Raju Writer  See fewer,Members only,3 Idiots (2009)
Mahie Gill Manoranjana Kumari  Manoranjana Kumari  See fewer,Members only,Dev.D (2009)
Asrani Atmaram  Atmaram  See fewer,Members only,Sholay (1975)
Lankesh Bhardwaj Salim Fatelaa  Salim Fatelaa  See fewer,Members only,Haider (2014)
Parambrata Chattopadhyay Director Aditya (as Parambrata Chatterjee)  Director Aditya (as Parambrata Chatterjee)  See fewer,Members only,Kahaani (2012)
Meera Chopra Teena  Teena  See fewer,Members only,Isai (2015)
Paoli Dam Item Girl  Item Girl  See fewer,Members only,Zulfiqar (2016)
Mansee Deshmukh Tanya AD  Tanya AD  See fewer,Members only,Delhi Belly (2011)
J. Brandon Hill Mr. Ramsey  Mr. Ramsey  See fewer,Members only,Agent Vinod (2012)
Rajesh Khattar Builder Bhuteria  Builder Bhuteria  See fewer,Members only,Bepannaah (2018)
Anupam Kher Gaindamal Hemraj  Gaindamal Hemraj  See fewer,Members only,Silver Linings Playbook (2012)
Preeti D. Lad Laxmi Bhuteria (as Preeti Lad)  Laxmi Bhuteria (as Preeti Lad)  See fewer,Members only,Dear Zindagi (2016)
Chunky Pandey Gulabchand Hemraj  Gulabchand Hemraj  See fewer,Members only,Don (I) (2006)
Yashpal Sharma Brigadier Hoshiar Singh  Brigadier Hoshiar Singh  See fewer,Members only,Lagaan: Once Upon a Time in India (2001)
Jackie Shroff Babu Bhai  Babu Bhai  See fewer,Members only,Devdas (I) (2002)
Saurabh Shukla Bhootnath Bengali  Bhootnath Bengali  See fewer,Members only,Slumdog Millionaire (2008)
Aman Sukhadia Assistant Director  Assistant Director  See fewer,Members only,Short Circuit (2019)
Vijay Varma Robin Hooda (as Vijay Verma)  Robin Hooda (as Vijay Verma)  See fewer,Members only,Pink (III) (2016)
Rajpal Yadav Cook  Cook  See fewer,Members only,Kal Ho Naa Ho (2003)
