Name,STARmeter,Known for
Alan Bates Victor Arthur 'Vic' Brown  Victor Arthur 'Vic' Brown  See fewer,Members only,Gosford Park (2001)
Thora Hird Mrs. Rothwell  Mrs. Rothwell  See fewer,Members only,Lost for Words (1999)
Bert Palmer Mr. Geoffrey Brown  Mr. Geoffrey Brown  See fewer,Members only,The Avengers (1961)
Pat Keen Christine Harris  Christine Harris  See fewer,Members only,Without a Clue (1988)
James Bolam Jeff  Jeff  See fewer,Members only,The Likely Lads (1976)
Jack Smethurst Conroy  Conroy  See fewer,Members only,Chariots of Fire (1981)
Gwen Nelson Mrs. Brown  Mrs. Brown  See fewer,Members only,Doctor Zhivago (1965)
John Ronane Draughtsman  Draughtsman  See fewer,Members only,Most High (2012)
David Mahlowe David Harris  David Harris  See fewer,Members only,Prospect of Skelmersdale (1971)
Patsy Rowlands Dorothy  Dorothy  See fewer,Members only,Bless This House (1971)
Michael Deacon Les  Les  See fewer,Members only,The Lord of the Rings (1978)
Annette Robertson Phoebe  Phoebe  See fewer,Members only,The Flower of Gloster (1967)
Fred Ferris Althorpe  Althorpe  See fewer,Members only,The Big Pull (1962)
Leonard Rossiter Whymper  Whymper  See fewer,Members only,2001: A Space Odyssey (1968)
Malcolm Patton Jim Brown  Jim Brown  See fewer,Members only,Tom Grattan's War (1968)
Harry Markham Railwayman  Railwayman  See fewer,Members only,Yanks Go Home (1976)
Peter Madden Registrar  Registrar  See fewer,Members only,The Message (1976)
June Ritchie Ingrid Rothwell  Ingrid Rothwell  See fewer,Members only,Three Penny Opera (1963)
Yvonne Buckingham Barmaid (uncredited)  Barmaid (uncredited)  See fewer,Members only,The Christine Keeler Story (1963)
David Cook Draughtsman (uncredited)  Draughtsman (uncredited)  See fewer,Members only,Second Best (1994)
Jerry Desmonde TV Compère (uncredited)  TV Compère (uncredited)  See fewer,Members only,Gonks Go Beat (1964)
Helen Fraser Ingrid's Friend (uncredited)  Ingrid's Friend (uncredited)  See fewer,Members only,Repulsion (1965)
Joe Gladwin Bus Driver (uncredited)  Bus Driver (uncredited)  See fewer,Members only,Last of the Summer Wine (1973)
Reginald Green Contestant (uncredited)  Contestant (uncredited)  See fewer,Members only,The Big Pull (1962)
Norman Heyes Laisterdyke (uncredited)  Laisterdyke (uncredited)  See fewer,Members only,Television Playwright (1958)
Douglas Livingstone Window Cleaner (uncredited)  Window Cleaner (uncredited)  See fewer,Members only,Mistress of Suspense (1990)
Bryan Mosley Bus Conductor (uncredited)  Bus Conductor (uncredited)  See fewer,Members only,Get Carter (1971)
Ruth Porcher Dr. Parker (uncredited)  Dr. Parker (uncredited)  See fewer,Members only,BBC Sunday-Night Play (1960)
Bud Ralston Pub Comedian (uncredited)  Pub Comedian (uncredited)  See fewer,Members only,ITV Play of the Week (1955)
Edna Ridgway Pub Pianist (uncredited)  Pub Pianist (uncredited)  See fewer,Members only,A Kind of Loving (1962)
Graham Rigby Pub Politician (uncredited)  Pub Politician (uncredited)  See fewer,Members only,The Avengers (1961)
Kathy Staff Mrs. Oliphant (uncredited)  Mrs. Oliphant (uncredited)  See fewer,Members only,Last of the Summer Wine (1973)
Kathleen Walker Woman in Dinner Queue (uncredited)  Woman in Dinner Queue (uncredited)  See fewer,Members only,A Kind of Loving (1962)
Fred Wood Pub Patron (uncredited)  Pub Patron (uncredited)  See fewer,Members only,The Mind of Mr. Soames (1970)
