Name,STARmeter,Known for
Nicolas Cage Behmen  Behmen  See fewer,Top 500,Face/Off (1997)
Ron Perlman Felson  Felson  See fewer,Top 5000,Hand of God (2014)
Stephen Campbell Moore Debelzaq  Debelzaq  See fewer,Top 5000,The Bank Job (2008)
Stephen Graham Hagamar  Hagamar  See fewer,Top 5000,This Is England (2006)
Ulrich Thomsen Eckhart  Eckhart  See fewer,Members only,The Celebration (1998)
Claire Foy The Girl  The Girl  See fewer,Top 500,First Man (2018)
Robert Sheehan Kay  Kay  See fewer,Top 5000,The Umbrella Academy (2019)
Christopher Lee Cardinal D'Ambroise  Cardinal D'Ambroise  See fewer,Top 5000,Star Wars: Episode II - Attack of the Clones (2002)
Kevin Rees Dying Monk  Dying Monk  See fewer,Members only,The Pillars of the Earth (2010)
Andrew Hefler Jail Bailiff  Jail Bailiff  See fewer,Members only,Hellboy II: The Golden Army (2008)
Fernanda Dorogi Old Woman (Givaudon)  Old Woman (Givaudon)  See fewer,Members only,Amusement (2008)
Rebekah Kennedy Peasant Turk Girl  Peasant Turk Girl  See fewer,Members only,Law & Order: Special Victims Unit (1999)
Matt Devere Sergeant in Arms  Sergeant in Arms  See fewer,Members only,The Martian (2015)
Róbert Bánlaki Livery Boy  Livery Boy  See fewer,Members only,The Eagle (2011)
Barna Illyés Cardinal's Priest  Cardinal's Priest  See fewer,Members only,Monte Carlo (2011)
Kevin Killebrew Demon (voice)  Demon (voice)  See fewer,Members only,A Killer Surprise (2013)
Simone Kirby Midwife  Midwife  See fewer,Members only,Notes on Blindness (2016)
Elen Rhys Peasant Girl  Peasant Girl  See fewer,Members only,The Bastard Executioner (2015)
Nicholas Sidi Priest (as Nick Sidi)  Priest (as Nick Sidi)  See fewer,Members only,The Death of Stalin (2017)
Rory McCann Soldier Commander (as Rory MacCann)  Soldier Commander (as Rory MacCann)  See fewer,Members only,Game of Thrones (2011)
Nicola Sloane Spinster  Spinster  See fewer,Members only,Les Misérables (2012)
Ada Michelle Loridans Mila  Mila  See fewer,Members only,The Mechanic (2011)
Lisa Marie Dupree Tavern Girl  Tavern Girl  See fewer,Members only,Left Behind (I) (2014)
Gergö Horpácsi Soldier (as Gergely Horpácsi)  Soldier (as Gergely Horpácsi)  See fewer,Members only,Robin Hood (2018)
László Imre Soldier  Soldier  See fewer,Members only,Spy Game (2001)
Norbert Kovács Soldier  Soldier  See fewer,Members only,Robin Hood (2018)
Zsolt Viktor Magyari Soldier (as Zsolt Magyari)  Soldier (as Zsolt Magyari)  See fewer,Members only,Hellboy II: The Golden Army (2008)
Kirk Jordan Crusader Knight (uncredited)  Crusader Knight (uncredited)  See fewer,Members only,Counter-Clockwise (2011)
Brían F. O'Byrne Grandmaster (uncredited)  Grandmaster (uncredited)  See fewer,Members only,Million Dollar Baby (2004)
