Name,STARmeter,Known for
Vince Vaughn Nick Barrow  Nick Barrow  See fewer,Top 5000,The Break-Up (2006)
Hailee Steinfeld Cate Barrow  Cate Barrow  See fewer,Top 500,True Grit (2010)
Bill Paxton Joe Keenan  Joe Keenan  See fewer,Top 5000,Aliens (1986)
Jonathan Banks Harper  Harper  See fewer,Top 5000,Mudbound (2017)
Jordi Mollà Viktor (as Jordi Molla)  Viktor (as Jordi Molla)  See fewer,Top 5000,Riddick (2013)
Terrence Howard Braydon  Braydon  See fewer,Members only,Hustle & Flow (2005)
Shea Whigham Matty Miller  Matty Miller  See fewer,Top 500,Take Shelter (2011)
Jon Favreau Jimmy Lincoln  Jimmy Lincoln  See fewer,Top 500,Chef (2014)
William Levy Alejandro  Alejandro  See fewer,Members only,Resident Evil: The Final Chapter (2016)
Mike Epps Darryl Mosley  Darryl Mosley  See fewer,Members only,Resident Evil: Apocalypse (2004)
Taraji P. Henson Samantha Thurman  Samantha Thurman  See fewer,Top 5000,The Curious Case of Benjamin Button (2008)
Cain Velasquez Marco  Marco  See fewer,Members only,The Green Ghost (2018)
Rio Hackford Deputy Dean  Deputy Dean  See fewer,Members only,Jonah Hex (2010)
Annabeth Gish Lucy  Lucy  See fewer,Top 5000,Mystic Pizza (1988)
Brian F. Durkin John Stasio (as Brian Durkin)  John Stasio (as Brian Durkin)  See fewer,Members only,The Highwaymen (2019)
James Paxton Adam  Adam  See fewer,Members only,Eyewitness (2016)
Manuel Garcia-Rulfo Pedro  Pedro  See fewer,Members only,The Magnificent Seven (2016)
Brent Briscoe Murphy  Murphy  See fewer,Members only,A Simple Plan (1998)
Peggy Sheffield Mary  Mary  See fewer,Members only,Jeepers Creepers (2001)
Javier Carrasquillo Jaime  Jaime  See fewer,Members only,Army Wives (2007)
Jose Miguel Vasquez Oscar  Oscar  See fewer,Members only,Brian Banks (2018)
Fernando Martinez Dead Eye  Dead Eye  See fewer,Members only,Bloodline (2015)
Aerli Austen Mother at Carnival  Mother at Carnival  See fewer,Members only,What to Expect When You're Expecting (2012)
Kaylie Turner Daughter at Carnival  Daughter at Carnival  See fewer,Members only,Cry for Blood (2011)
Joshua Mikel Carny  Carny  See fewer,Members only,The Walking Dead (2010)
Morganna Bridgers Hooker  Hooker  See fewer,Members only,The Conjuring (2013)
Vernon Vaughn Tailored Suit Man  Tailored Suit Man  See fewer,Members only,Swingers (1996)
Shea Vaughn Neighbor  Neighbor  See fewer,Members only,Four Christmases (2008)
Griffin Freeman Brandon  Brandon  See fewer,Members only,Atlanta (2016)
Ian Gregg Jeremy  Jeremy  See fewer,Members only,Zombieland: Double Tap (2019)
Terri Abney Sasha  Sasha  See fewer,Members only,Triple 9 (2016)
Danna Maret Becca  Becca  See fewer,Members only,Rough Winds (2009)
Derek Roberts Marcus  Marcus  See fewer,Members only,The Punisher (2017)
Kate Forbes Karen Miller  Karen Miller  See fewer,Members only,The Longest Ride (2015)
Cranston Johnson Uniform Cop #1  Uniform Cop #1  See fewer,Members only,Hap and Leonard (2016)
Hayes Mercure Armored Car Driver  Armored Car Driver  See fewer,Members only,Just Mercy (2019)
Jean P. Hernandez Police Officer #2  Police Officer #2  See fewer,Members only,Term Life (2016)
Tracye Hutchins Tracye Hutchins  Tracye Hutchins  See fewer,Members only,Term Life (2016)
Rebekka Schramm Moorer Rebekka Schramm Moorer  Rebekka Schramm Moorer  See fewer,Members only,Term Life (2016)
Jennifer Shu Attractive Asian Woman  Attractive Asian Woman  See fewer,Members only,Term Life (2016)
Anna Colwell Lady  Lady  See fewer,Members only,Killers (2010)
Trevor Garner Tattoo Kid  Tattoo Kid  See fewer,Members only,Deadpool: A Typical Tuesday (2012)
Darren Radcliff Courier  Courier  See fewer,Members only,42 (2013)
Robert Pralgo Car Owner (as Rob Pralgo)  Car Owner (as Rob Pralgo)  See fewer,Members only,Furious 7 (2015)
Julia Butters Cate (7 Years Old)  Cate (7 Years Old)  See fewer,Members only,Once Upon a Time in Hollywood (2019)
Matthew Willig Thug #1  Thug #1  See fewer,Top 5000,We're the Millers (2013)
Tait Fletcher Thug #2  Thug #2  See fewer,Members only,Jumanji: Welcome to the Jungle (2017)
Ava Acres Cate (12 Years Old)  Cate (12 Years Old)  See fewer,Members only,White Bird in a Blizzard (2014)
Travis Johns Andy  Andy  See fewer,Members only,Danny Collins (2015)
Peter Mackenzie Counselor  Counselor  See fewer,Members only,Black-ish (2014)
Joseph C. Nelson Dealer (as Joseph Clifton Nelson)  Dealer (as Joseph Clifton Nelson)  See fewer,Members only,Ant-Man (2015)
Shane Callahan Police Officer  Police Officer  See fewer,Members only,Reprisal (2019)
Haji Abdullah Taxi Driver (uncredited)  Taxi Driver (uncredited)  See fewer,Members only,Cocaine Diaries (2007)
Cammy Aller Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,
Ben Atkins Street Pedestrian (uncredited)  Street Pedestrian (uncredited)  See fewer,Members only,Spirit in the Woods (2014)
Carlos Aviles Mexican Gangster (uncredited)  Mexican Gangster (uncredited)  See fewer,Members only,Ant-Man (2015)
Lisa M. Barfield Carnival Parent (uncredited)  Carnival Parent (uncredited)  See fewer,Members only,Teen Wolf (2011)
Bryan Basil Hitman (uncredited)  Hitman (uncredited)  See fewer,Members only,Jesus H. Zombie (2006)
Jenna Marie Bowers Waitress (uncredited)  Waitress (uncredited)  See fewer,Members only,The Deadlines (2010)
Sandhya Chandel Street Pedestrian (uncredited)  Street Pedestrian (uncredited)  See fewer,Members only,Cleanland (2014)
Tarik Chernet Fair Couple (uncredited)  Fair Couple (uncredited)  See fewer,Members only,The Haves and the Have Nots (2013)
Anthony Collins Atlanta Crime Scene Agent (uncredited)  Atlanta Crime Scene Agent (uncredited)  See fewer,Members only,The Red Road (2014)
Charles William Cook Card Dealer (uncredited)  Card Dealer (uncredited)  See fewer,Members only,Sick People (2015)
Josh Davis Fair Couple (uncredited)  Fair Couple (uncredited)  See fewer,Members only,Lonely in the Shadows (2016)
Cécile de France Lucy (uncredited)  Lucy (uncredited)  See fewer,Top 5000,L'auberge espagnole (2002)
Mary Louise Edwards Carnival Worker (uncredited)  Carnival Worker (uncredited)  See fewer,Members only,Nashville (2012)
Gregory Fears CSI Agent (uncredited)  CSI Agent (uncredited)  See fewer,Members only,The 5th Wave (2016)
Michelle Flanagan-Helmeczy Cafe Waitress (uncredited)  Cafe Waitress (uncredited)  See fewer,Members only,The Walkers Among Us (2015)
Faye Foley Fairgoer (uncredited)  Fairgoer (uncredited)  See fewer,Members only,The Darkest Minds (2018)
Georgy Fontanals Mexican Thug #1 (uncredited)  Mexican Thug #1 (uncredited)  See fewer,Members only,Blind Trust (2017)
Jeff Glover Paramedic (uncredited)  Paramedic (uncredited)  See fewer,Members only,The Hunger Games: Catching Fire (2013)
Keith Ham Zone Nine Cop (uncredited)  Zone Nine Cop (uncredited)  See fewer,Members only,Lila & Eve (2015)
Regina Harbour Street Pedestrian (uncredited)  Street Pedestrian (uncredited)  See fewer,Members only,Unknown Caller (2014)
Rory Healy Street Pedestrian (uncredited)  Street Pedestrian (uncredited)  See fewer,Members only,Goosebumps (2015)
Allen Hogan Fairgoer (uncredited)  Fairgoer (uncredited)  See fewer,Members only,Better Start Running (2018)
Yoel Kanchelov Streetwalker (uncredited)  Streetwalker (uncredited)  See fewer,Members only,Modern Prodigal
Sunny Kelley Hotel Guest (uncredited)  Hotel Guest (uncredited)  See fewer,Members only,Come Sunday (2018)
David Dustin Kenyon Fair Vendor (Shooting Gallery) (uncredited)  Fair Vendor (Shooting Gallery) (uncredited)  See fewer,Members only,The Lone Ranger (2013)
Levi Krevinghaus Homeless Man (uncredited)  Homeless Man (uncredited)  See fewer,Members only,ATL Homicide (2018)
Inder Kumar Fair Patron (uncredited)  Fair Patron (uncredited)  See fewer,Members only,Keeping Up with the Joneses (2016)
Stephanie Long Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,Nashville (2012)
Kenneth Manos Swimmer (uncredited)  Swimmer (uncredited)  See fewer,Members only,The Hunger Games: Mockingjay - Part 2 (2015)
Roger Neal Pedestrian (uncredited)  Pedestrian (uncredited)  See fewer,Members only,Baby Driver (2017)
Darone Okolie Truck Explosion Pedestrian (uncredited)  Truck Explosion Pedestrian (uncredited)  See fewer,Members only,Showtime (2020)
Heather Palacio Fair Couple (uncredited)  Fair Couple (uncredited)  See fewer,Members only,Bad Kids Go to Hell (2012)
Mason Pike School Friend (uncredited)  School Friend (uncredited)  See fewer,Members only,Game Night (I) (2018)
Blake Sewell Fair Patron (uncredited)  Fair Patron (uncredited)  See fewer,Members only,The 19th Hole (II) (2015)
Josh Turner Millie's Diner Cook (uncredited)  Millie's Diner Cook (uncredited)  See fewer,Members only,Cry for Blood (2011)
