Name,STARmeter,Known for
Charlie Plummer Charley  Charley  See fewer,Top 500,Looking for Alaska (2019)
Amy Seimetz Lynn  Lynn  See fewer,Top 5000,Upstream Color (2013)
Travis Fimmel Ray  Ray  See fewer,Top 500,Warcraft: The Beginning (2016)
Steve Buscemi Del  Del  See fewer,Top 5000,Fargo (1996)
Jason Beem Race Announcer  Race Announcer  See fewer,Members only,Lean on Pete (2017)
Tolo Tuitele Lynn's Husband  Lynn's Husband  See fewer,Members only,Lean on Pete (2017)
Ayanna Berkshire Cop 1  Cop 1  See fewer,Members only,Twilight (I) (2008)
Connor Brenes Cop 2  Cop 2  See fewer,Members only,Bodybuilding in Sedro-Woolley (2015)
Kurt Conroyd Nurse  Nurse  See fewer,Members only,Wild (I) (2014)
Chloë Sevigny Bonnie  Bonnie  See fewer,Top 5000,Boys Don't Cry (1999)
Dennis Fitzpatrick Old Timer  Old Timer  See fewer,Members only,Coup de Cinema (2011)
Rusty Tennant Portland Downs Security Guard  Portland Downs Security Guard  See fewer,Members only,The Guardian (I) (2006)
Julia Prud'homme Ruby  Ruby  See fewer,Members only,Dirty John (2018)
Jason Rouse Mitch  Mitch  See fewer,Members only,Cabin Fever (2016)
Lewis Pullman Dallas  Dallas  See fewer,Members only,Bad Times at the El Royale (2018)
Justin Rain Mike  Mike  See fewer,Members only,Fear the Walking Dead (2015)
Bob Olin Mr Kendall  Mr Kendall  See fewer,Members only,10 Days in a Madhouse (2015)
Teyah Hartley Laurie  Laurie  See fewer,Members only,Lean on Pete (2017)
Dana Millican Woman Driver  Woman Driver  See fewer,Members only,Leave No Trace (2018)
Heath Lourwood Desert Officer  Desert Officer  See fewer,Members only,Mean Creek (2004)
Steve Zahn Silver  Silver  See fewer,Top 5000,War for the Planet of the Apes (2017)
Rachael Perrell Fosket Martha (as Rachel Perrell Fosket)  Martha (as Rachel Perrell Fosket)  See fewer,Members only,Midway (2019)
Joseph Bertót Warehouse Man (as Joseph Bertot)  Warehouse Man (as Joseph Bertot)  See fewer,Members only,In the Valley of Elah (2007)
Frank Gallegos Santiago  Santiago  See fewer,Members only,Logan (2017)
Francisco Diego Garcia Bob (as Francisco Garcia)  Bob (as Francisco Garcia)  See fewer,Members only,Bigger Than the Sky (2005)
Alison Elliott Aunt Margy  Aunt Margy  See fewer,Members only,The Wings of the Dove (1997)
Paul Avallone Cowboy at Party (uncredited)  Cowboy at Party (uncredited)  See fewer,Members only,The Brain That Wouldn't Die
Mike Brakefield Racetrack Bettor (uncredited)  Racetrack Bettor (uncredited)  See fewer,Members only,Pretty Little Liars: The Perfectionists (2019)
Raul Espericueta Race Spectator (uncredited)  Race Spectator (uncredited)  See fewer,Members only,Zompocalypse: Dead End
Evan Franulovich Desert Officer 2 (uncredited)  Desert Officer 2 (uncredited)  See fewer,Members only,In Security (2009)
Chris Ihlenfeldt Race Spectator (uncredited)  Race Spectator (uncredited)  See fewer,Members only,Making Apes: The Artists Who Changed Film (2019)
P.E. Ingraham Race Spectator (uncredited)  Race Spectator (uncredited)  See fewer,Members only,Grimm (2011)
Craig Kennedy Horse Trainer (uncredited)  Horse Trainer (uncredited)  See fewer,Members only,Prodigy (I) (2018)
Andrew James Kushner Police Officer (uncredited)  Police Officer (uncredited)  See fewer,Members only,Bobcat's Big Ass Show (1998)
John R. Lewis Racetrack Spectator (uncredited)  Racetrack Spectator (uncredited)  See fewer,Members only,Bad Signs
Curtis McGann Bet Taker (uncredited)  Bet Taker (uncredited)  See fewer,Members only,A Wedding for Christmas (2018)
Dawnya Michaelson Horse Groom (uncredited)  Horse Groom (uncredited)  See fewer,Members only,Leverage (2008)
Suzanne Stoker Racetrack Gambler (uncredited)  Racetrack Gambler (uncredited)  See fewer,Members only,James vs. Reality (2010)
Kyle Stoltz Race Track Patron (uncredited)  Race Track Patron (uncredited)  See fewer,Members only,Fifty Shades Freed (2018)
