Name,STARmeter,Known for
Katie Featherston Katie  Katie  See fewer,Top 500,Paranormal Activity (2007)
Kathryn Newton Alex  Alex  See fewer,Top 5000,Big Little Lies (2017)
Matt Shively Ben  Ben  See fewer,Members only,The Real O'Neals (2016)
Aiden Lovekamp Wyatt  Wyatt  See fewer,Members only,Pawn Sacrifice (2014)
Brady Allen Robbie  Robbie  See fewer,Members only,Dark Phoenix (2019)
Stephen Dunham Doug  Doug  See fewer,Members only,The Mummy (1999)
Alexondra Lee Holly  Holly  See fewer,Members only,What Women Want (2000)
Georgica Pettus Sarah  Sarah  See fewer,Members only,Emma (V) (2018)
Alisha Boe Tara  Tara  See fewer,Top 5000,13 Reasons Why (2017)
Brendon Eggertsen Derek  Derek  See fewer,Members only,Just Go with It (2011)
Constance Esposito Robbie's Mom's Friend  Robbie's Mom's Friend  See fewer,Members only,The Guilt Trip (2012)
Ty Dawson Shadow Boy  Shadow Boy  See fewer,Members only,Sand Snowman (2015)
Jonah Pasco Shadow Boy  Shadow Boy  See fewer,Members only,Paranormal Activity 4 (2012)
Rightor Doyle Referee  Referee  See fewer,Members only,Bonding (2019)
Tamara Bersane Wyatt's Soccer Coach  Wyatt's Soccer Coach  See fewer,Members only,Paranormal Activity 4 (2012)
Jennifer Hale  Actress (voice)  Actress (voice)  See fewer,Members only,Mass Effect 3 (2012)
Robert Clotworthy  Actor (voice)  Actor (voice)  See fewer,Members only,American Sniper (2014)
Esther Austin  Actress (voice)  Actress (voice)  See fewer,Members only,Paranormal Activity 4 (2012)
Mary Payne Moran  Actress (voice)  Actress (voice)  See fewer,Members only,Always Watching: A Marble Hornets Story (2015)
Taj Agnes the Cat  Agnes the Cat  See fewer,Members only,Totem (I) (2017)
John Duerler Mr. Kramer (version: unrated)  Mr. Kramer (version: unrated)  See fewer,Members only,Cast Away (2000)
Jake Plotkin Jake Skywalker (version: unrated)  Jake Skywalker (version: unrated)  See fewer,Members only,Paranormal Activity 4 (2012)
Brian Boland Daniel (archive footage) (uncredited)  Daniel (archive footage) (uncredited)  See fewer,Members only,Paranormal Activity 2 (2010)
Jorga Caye Witch (uncredited)  Witch (uncredited)  See fewer,Members only,Equal Justice (1990)
Jamieson Deacy Soccer Kid (uncredited)  Soccer Kid (uncredited)  See fewer,Members only,Giggles Talk (2017)
Sprague Grayden Kristi (archive footage) (uncredited)  Kristi (archive footage) (uncredited)  See fewer,Members only,Paranormal Activity 2 (2010)
Sara Mornell Debbie (uncredited)  Debbie (uncredited)  See fewer,Members only,People Like Us (2012)
William Juan Prieto Hunter (uncredited)  Hunter (uncredited)  See fewer,Members only,Paranormal Activity 3 (2011)
