Name,STARmeter,Known for
David Morse Eugene 'Mack' McCanick  Eugene 'Mack' McCanick  See fewer,Top 5000,The Green Mile (1999)
Cory Monteith Simon Weeks  Simon Weeks  See fewer,Top 5000,Glee (2009)
Mike Vogel Floyd Intrator  Floyd Intrator  See fewer,Top 5000,The Help (2011)
Rachel Nichols Amy Intrator  Amy Intrator  See fewer,Top 5000,G.I. Joe: The Rise of Cobra (2009)
Ciarán Hinds Jerry Quinn  Jerry Quinn  See fewer,Top 5000,The Woman in Black (2012)
Tracie Thoms Alice  Alice  See fewer,Top 5000,Rent (2005)
Trevor Morgan Louis  Louis  See fewer,Top 5000,Mean Creek (2004)
Aaron Yoo Carl  Carl  See fewer,Members only,21 (2008)
Mark Anthony Ashton Derek ('Fat F**k')  Derek ('Fat F**k')  See fewer,Members only,Rounded Corners (2019)
Kia Nguyen Gubb  Gubb  See fewer,Members only,McCanick (2013)
Kevin Daniels Undercover Tanktop  Undercover Tanktop  See fewer,Members only,Why Women Kill (2019)
Damian Wallace Tracksuit  Tracksuit  See fewer,Members only,Fast Choices (2010)
Nakia Dillard Short Guy  Short Guy  See fewer,Members only,Law Abiding Citizen (2009)
Franklin Ojeda Smith Julius  Julius  See fewer,Members only,Invincible (2006)
Daniel Vespa Ainsley  Ainsley  See fewer,Members only,Rabbit Stories (2013)
Victor Velez Ramirez (as Victor Valez)  Ramirez (as Victor Valez)  See fewer,Members only,Grand Theft Auto IV: The Ballad of Gay Tony (2009)
Tom Delconte Plain Clothes  Plain Clothes  See fewer,Members only,Three Rivers (2009)
Anthony Dippolito Hustler (as Anthony John Dippolito)  Hustler (as Anthony John Dippolito)  See fewer,Members only,Wild Idle (2011)
Steven Albitz Citizen  Citizen  See fewer,Members only,McCanick (2013)
Nick Parker Citizen  Citizen  See fewer,Members only,McCanick (2013)
Robin Friend Citizen (as Robin Friend Stift)  Citizen (as Robin Friend Stift)  See fewer,Members only,Bhakti Boy (2015)
William Lawrence Toussaint Citizen  Citizen  See fewer,Members only,The Mix and Serve (2018)
Troy Latham Thug  Thug  See fewer,Members only,For My Man (2015)
Jeremy Peter Axworthy Diner Patron (uncredited)  Diner Patron (uncredited)  See fewer,Members only,Do Unto Others... Then Run! (2011)
Kirk Brown Officer Campbell (uncredited)  Officer Campbell (uncredited)  See fewer,Members only,Napkins (2013)
Colin Campbell Robin (uncredited)  Robin (uncredited)  See fewer,Members only,Shattered Memories (II) (2014)
Jerry Cerruti Diner Patron (uncredited)  Diner Patron (uncredited)  See fewer,Members only,Assumption of Risk (2014)
Jahmar Hill Homeless Man (uncredited)  Homeless Man (uncredited)  See fewer,Members only,Sisters (XII)
Melanie Hubert Lola (uncredited)  Lola (uncredited)  See fewer,Members only,Super Fan (II)
Dan Kiernan Hustler (uncredited)  Hustler (uncredited)  See fewer,Members only,Disco! (2015)
Seth Linehan Plainclothes Police Officer (uncredited)  Plainclothes Police Officer (uncredited)  See fewer,Members only,Vigilance (II) (2014)
Erik Ransom Hustler #1 (uncredited)  Hustler #1 (uncredited)  See fewer,Members only,Happy Yummy Chicken (2016)
Jason Reed Congratulatory Plainclothes Detective (uncredited)  Congratulatory Plainclothes Detective (uncredited)  See fewer,Members only,Apparition (2015)
Theo van Golen Choir Boy (uncredited)  Choir Boy (uncredited)  See fewer,Members only,Melton's Paradise Lost
