Name,STARmeter,Known for
Issei Ogata Emperor Shouwa-Tennou Hirohito  Emperor Shouwa-Tennou Hirohito  See fewer,Members only,Silence (I) (2016)
Robert Dawson General Douglas MacArthur  General Douglas MacArthur  See fewer,Members only,Capri (2006)
Kaori Momoi Empress Kojun  Empress Kojun  See fewer,Members only,Memoirs of a Geisha (2005)
Shirô Sano The chamberlain  The chamberlain  See fewer,Members only,Godzilla 2000 (1999)
Shinmei Tsuji Old servant  Old servant  See fewer,Members only,Valley of Flowers (2006)
Taijirô Tamura Scientist  Scientist  See fewer,Members only,Memories of Matsuko (2006)
Georgiy Pitskhelauri McArthur's warrant officer  McArthur's warrant officer  See fewer,Members only,Butterfly Kiss (2006)
"Hiroya Morita Suzuki, Prime Minister  Suzuki, Prime Minister  See fewer",Members only,Silk (2007)
"Toshiaki Nishizawa Yonai, Minister of the Navy  Yonai, Minister of the Navy  See fewer",Members only,Space Sheriff Gavan: The Movie (2012)
Naomasa Musaka Anami - Minister of War  Anami - Minister of War  See fewer,Members only,The Blind Swordsman: Zatoichi (2003)
Yusuke Tozawa Kido  Kido  See fewer,Members only,The Sea of Trees (2015)
"Kôjirô Kusanagi Togo, Minister of Foreign Affairs  Togo, Minister of Foreign Affairs  See fewer",Members only,Hometown (1983)
Tetsuro Tsuno General Umezu  General Umezu  See fewer,Members only,The Man Who Put His Will on Film (1970)
Rokuro Abe General Toyoda  General Toyoda  See fewer,Members only,The Quiz Show (2008)
"Jun Haichi Abe, Minister of the Interior  Abe, Minister of the Interior  See fewer",Members only,Ultraman: A Special Effects Fantasy Series (1966)
Kôjun Itô Hironuma  Hironuma  See fewer,Members only,Ryuzo and the Seven Henchmen (2015)
Tôru Shinagawa Sakomizu  Sakomizu  See fewer,Members only,Dark Water (2002)
Vyacheslav Ivanov  Actor  Actor  See fewer,Members only,Isaev (2009)
Fyodor Selkin  Actor  Actor  See fewer,Members only,Sprint to the past (2013)
