Name,STARmeter,Known for
Ricky Gervais Dominic Badguy  Dominic Badguy  See fewer,Top 5000,The Office (2001)
Ty Burrell Jean Pierre Napoleon  Jean Pierre Napoleon  See fewer,Top 5000,Modern Family (2009)
Tina Fey Nadya  Nadya  See fewer,Top 5000,Date Night (2010)
Steve Whitmire Kermit the Frog / Foo Foo / Statler / Beaker / Lips / … (voice)  See more  Kermit the Frog / Foo Foo / Statler / Beaker / Lips / Rizzo the Rat / Link Hogthrob / The Newsman (voice)  See fewer,Members only,Fraggle Rock (1983)
Eric Jacobson Miss Piggy / Fozzie Bear / Sam Eagle / Animal (voice)  Miss Piggy / Fozzie Bear / Sam Eagle / Animal (voice)  See fewer,Members only,The Muppets (2011)
Dave Goelz The Great Gonzo / Dr. Bunsen Honeydew / Zoot / Beauregard / Waldorf (voice)  The Great Gonzo / Dr. Bunsen Honeydew / Zoot / Beauregard / Waldorf (voice)  See fewer,Members only,Fraggle Rock (1983)
Bill Barretta Pepe the King Prawn / Rowlf the Dog / Dr. Teeth / The Swedish Chef / Bobo the Bear / … (voice)  See more  Pepe the King Prawn / Rowlf the Dog / Dr. Teeth / The Swedish Chef / Bobo the Bear / Big Mean Carl / Baby Boss / Carlo Flamingo / Leprechaun Security Guard (voice)  See fewer,Members only,The Muppets (2011)
David Rudman Scooter / Janice / Miss Poogy / Bobby Benson / Wayne (voice)  Scooter / Janice / Miss Poogy / Bobby Benson / Wayne (voice)  See fewer,Members only,The Muppets (2011)
Matt Vogel Constantine / Floyd Pepper / Sweetums / Pops / Robin / … (voice)  See more  Constantine / Floyd Pepper / Sweetums / Pops / Robin / Lew Zealand / Crazy Harry / 80's Robot / Camilla / Uncle Deadly (voice)  See fewer,Members only,The Muppets (2011)
Peter Linz Walter / Manolo Flamingo (voice)  Walter / Manolo Flamingo (voice)  See fewer,Members only,The Muppets (2011)
Tony Bennett Tony Bennett  Tony Bennett  See fewer,Members only,Jurassic World (2015)
