Name,STARmeter,Known for
Marco Beltrami Himself  Himself  See fewer,Members only,"I, Robot (2004)"
Jon Burlingame Himself  Himself  See fewer,Members only,Basil Poledouris: His Life and Music (1997)
Leonard Maltin Himself  Himself  See fewer,Members only,Gremlins 2: The New Batch (1990)
Bill Field Himself  Himself  See fewer,Members only,Lost Sounds of the Silents
Christopher Young Himself  Himself  See fewer,Members only,Sinister (I) (2012)
David Newman Himself  Himself  See fewer,Members only,The Nutty Professor (1996)
Amos Newman Himself  Himself  See fewer,Members only,Score: A Film Music Documentary (2016)
John Debney Himself  Himself  See fewer,Members only,The Jungle Book (2016)
Garry Marshall Himself  Himself  See fewer,Top 5000,Pretty Woman (1990)
James Cameron Himself  Himself  See fewer,Top 500,Avatar (2009)
Trevor Rabin Himself  Himself  See fewer,Members only,Deep Blue Sea (1999)
Bear McCreary Himself  Himself  See fewer,Members only,Godzilla: King of the Monsters (2019)
Mervyn Warren Himself  Himself  See fewer,Members only,Do the Right Thing (1989)
Mychael Danna Himself  Himself  See fewer,Members only,Life of Pi (2012)
Hans Zimmer Himself  Himself  See fewer,Top 5000,Gladiator (2000)
Rachel Portman Herself  Herself  See fewer,Members only,Never Let Me Go (2010)
Christophe Beck Himself  Himself  See fewer,Members only,Frozen (I) (2013)
Joseph Trapanese Himself  Himself  See fewer,Members only,Lady and the Tramp (2019)
Howard Shore Himself  Himself  See fewer,Members only,The Twilight Saga: Eclipse (2010)
Buck Sanders Himself  Himself  See fewer,Members only,The Hurt Locker (2008)
Robert Townson Himself  Himself  See fewer,Members only,Stealth (2005)
John Barry Himself (archive footage)  Himself (archive footage)  See fewer,Members only,Dances with Wolves (1990)
David Arnold Himself  Himself  See fewer,Members only,Casino Royale (2006)
Doreen Ringer Ross Herself  Herself  See fewer,Members only,Hollywood's Magical Island: Catalina (2003)
Junkie XL Himself (as Tom Holkenborg)  Himself (as Tom Holkenborg)  See fewer,Members only,Mad Max: Fury Road (2015)
Richard Kraft Himself  Himself  See fewer,Members only,The Money Pit (1986)
Tyler Bates Himself  Himself  See fewer,Members only,Guardians of the Galaxy Vol. 2 (2017)
Heitor Pereira Himself  Himself  See fewer,Members only,Despicable Me (2010)
Mark Mothersbaugh Himself  Himself  See fewer,Members only,Thor: Ragnarok (2017)
J. Ralph Himself  Himself  See fewer,Members only,Man on Wire (2008)
Dario Marianelli Himself  Himself  See fewer,Members only,Atonement (2007)
Patrick Doyle Himself  Himself  See fewer,Members only,Rise of the Planet of the Apes (2011)
"Siu-Lan Tan Herself, professor of psychology, Kalamazoo College  Herself, professor of psychology, Kalamazoo College  See fewer",Members only,Score: The Podcast (2018)
Moby Himself  Himself  See fewer,Members only,The Saint (1997)
Shawn LeMone Himself  Himself  See fewer,Members only,Score: A Film Music Documentary (2016)
Barack Obama Himself (archive footage)  Himself (archive footage)  See fewer,Members only,The Fifth Risk
Quincy Jones Himself  Himself  See fewer,Members only,The Color Purple (1985)
Jerry Goldsmith Himself (archive footage)  Himself (archive footage)  See fewer,Members only,L.A. Confidential (1997)
Randy Newman Himself  Himself  See fewer,Members only,The Princess and the Frog (2009)
Steven Spielberg Himself (archive footage)  Himself (archive footage)  See fewer,Top 500,Schindler's List (1993)
David Ewart Himself  Himself  See fewer,Members only,Cars (2006)
Robert Kraft Himself  Himself  See fewer,Members only,The Mambo Kings (1992)
Christopher Reeve Himself (archive footage)  Himself (archive footage)  See fewer,Top 5000,Superman (1978)
Brian Tyler Himself  Himself  See fewer,Members only,Iron Man 3 (2013)
John Williams Himself  Himself  See fewer,Top 5000,Star Wars: Episode VII - The Force Awakens (2015)
Deborah Lurie Herself  Herself  See fewer,Members only,Dear John (I) (2010)
Steve Erdody Himself  Himself  See fewer,Members only,X-Men (2000)
Joe Kraemer Himself  Himself  See fewer,Members only,Mission: Impossible - Rogue Nation (2015)
Casey Stone Himself  Himself  See fewer,Members only,Ant-Man and the Wasp (2018)
"Lewis Jones Himself, Abbey Road Studios' audio engineer (as Lewis)  Himself, Abbey Road Studios' audio engineer (as Lewis)  See fewer",Members only,Score: A Film Music Documentary (2016)
John Finklea Himself  Himself  See fewer,Members only,The Big Short (2015)
Matt Dunkley Himself  Himself  See fewer,Members only,Judy (II) (2019)
Alexandre Desplat Himself  Himself  See fewer,Members only,The King's Speech (2010)
Harry Gregson-Williams Himself  Himself  See fewer,Members only,Shrek (2001)
Conrad Pope Himself  Himself  See fewer,Members only,Harry Potter and the Sorcerer's Stone (2001)
Elliot Goldenthal Himself  Himself  See fewer,Members only,Final Fantasy: The Spirits Within (2001)
Mitchell Leib Himself  Himself  See fewer,Members only,The Muppets (2011)
Danny Elfman Himself  Himself  See fewer,Top 5000,The Nightmare Before Christmas (1993)
Christopher Lennertz Himself  Himself  See fewer,Members only,The Boys (2019)
Thomas Newman Himself  Himself  See fewer,Members only,Skyfall (2012)
John Powell Himself  Himself  See fewer,Members only,Solo: A Star Wars Story (2018)
J.A.C. Redford Himself  Himself  See fewer,Members only,Oliver & Company (1988)
Paul Broucek Himself  Himself  See fewer,Members only,The Lord of the Rings: The Fellowship of the Ring (2001)
Trent Reznor Himself  Himself  See fewer,Top 5000,The Social Network (2010)
Atticus Ross Himself  Himself  See fewer,Members only,The Social Network (2010)
Henry Jackman Himself  Himself  See fewer,Members only,Kingsman: The Secret Service (2014)
Steve Jablonsky Himself  Himself  See fewer,Members only,Transformers (2007)
