Name,STARmeter,Known for
Dennis Quaid Clay Hammond  Clay Hammond  See fewer,Top 500,The Day After Tomorrow (2004)
John Hannah Richard Ford  Richard Ford  See fewer,Top 5000,Four Weddings and a Funeral (1994)
Jeremy Irons The Old Man  The Old Man  See fewer,Top 500,Dead Ringers (1988)
Bradley Cooper Rory Jansen  Rory Jansen  See fewer,Top 500,A Star Is Born (2018)
Zoe Saldana Dora Jansen (as Zoë Saldana)  Dora Jansen (as Zoë Saldana)  See fewer,Top 500,Avatar (2009)
Vito DeFilippo New York Apartment Doorman (as Vito De Filippo)  New York Apartment Doorman (as Vito De Filippo)  See fewer,Members only,I'm Not There (2007)
Michael McKean Nelson Wylie  Nelson Wylie  See fewer,Top 5000,This Is Spinal Tap (1984)
Lucinda Davis Vendor  Vendor  See fewer,Members only,Race (I) (2016)
J.K. Simmons Mr. Jansen  Mr. Jansen  See fewer,Top 5000,Whiplash (2014)
Olivia Wilde Daniella  Daniella  See fewer,Top 500,TRON: Legacy (2010)
James Babson Dan Zuckerman  Dan Zuckerman  See fewer,Members only,Solomon Kane (2009)
Kevin Desfosses Rory's Assistant (as Kevin Desfossés)  Rory's Assistant (as Kevin Desfossés)  See fewer,Members only,Béliveau (2017)
Ron Rifkin Timothy Epstein  Timothy Epstein  See fewer,Members only,Alias (2001)
Brian Klugman Jason Rosen  Jason Rosen  See fewer,Members only,"Baby, Baby, Baby (2015)"
Liz Stauber Camy Rosen (as Elizabeth Stauber)  Camy Rosen (as Elizabeth Stauber)  See fewer,Members only,Almost Famous (2000)
Ben Barnes Young Man  Young Man  See fewer,Top 5000,The Chronicles of Narnia: Prince Caspian (2008)
Nora Arnezeder Celia  Celia  See fewer,Members only,Paris 36 (2008)
Gianpaolo Venuta Dave Farber  Dave Farber  See fewer,Members only,The Firm (2012)
Raphael Grosz-Harvey Soldier #1  Soldier #1  See fewer,Members only,The Art of More (2015)
Brent Skagford Soldier #2  Soldier #2  See fewer,Members only,Source Code (2011)
Andrew MacKay Soldier #3 (as Andrew Mackay)  Soldier #3 (as Andrew Mackay)  See fewer,Members only,Diary of a Superhero (2009)
Zeljko Ivanek Joseph Cutler  Joseph Cutler  See fewer,Top 5000,"Three Billboards Outside Ebbing, Missouri (2017)"
Gloria Cooper Rory's Mother  Rory's Mother  See fewer,Members only,The Words (2012)
Weston Middleton Nick Weinstein  Nick Weinstein  See fewer,Members only,Guardians of the Galaxy (2014)
Lee Sternthal Brett Cropsey  Brett Cropsey  See fewer,Members only,TRON: Legacy (2010)
Holden Wong Fordham's Assistant  Fordham's Assistant  See fewer,Members only,Mother! (2017)
Daniel Gervais Fordham's Assistant  Fordham's Assistant  See fewer,Members only,The Quiet Toll (2014)
Anders Yates Clay Hammond's Assistant  Clay Hammond's Assistant  See fewer,Members only,Indian Horse (2017)
Jean-Marie Montbarbut Paris Doctor (as Jean-Marie Montbarbut Du Plessis)  Paris Doctor (as Jean-Marie Montbarbut Du Plessis)  See fewer,Members only,Source Code (2011)
Robert-Paul Chauvelot Conductor (as Robert Paul Chauvelot)  Conductor (as Robert Paul Chauvelot)  See fewer,Members only,"My Daughter, My Angel (2007)"
Leni Parker Journalist  Journalist  See fewer,Members only,Street Legal (2019)
Sébastien Pilote Celia's Husband (as Sébastien Pilotte)  Celia's Husband (as Sébastien Pilotte)  See fewer,Members only,The Salesman (2011)
Émile Rivard Celia's Child  Celia's Child  See fewer,Members only,The Words (2012)
David Gow Hotel Desk Clerk  Hotel Desk Clerk  See fewer,Members only,Steel Toes (2007)
Kathleen Fee Woman on the Bus  Woman on the Bus  See fewer,Members only,Mirror Mirror (I) (2012)
Keeva Lynk Cynthia  Cynthia  See fewer,Members only,Michael: Every Day (2011)
Jeanie Hackett Joyce Weinstein  Joyce Weinstein  See fewer,Members only,Take Me Home Tonight (2011)
Gordon Masten Elderly Man  Elderly Man  See fewer,Members only,The Day After Tomorrow (2004)
Jude Beny Elderly Woman  Elderly Woman  See fewer,Members only,X-Men: Days of Future Past (2014)
Mark Camacho Fan  Fan  See fewer,Members only,X-Men: Days of Future Past (2014)
Marc Gourdeau Fan (uncredited)  Fan (uncredited)  See fewer,Members only,The Day After Tomorrow (2004)
Carly Granovsky Attendee (uncredited)  Attendee (uncredited)  See fewer,Members only,The Fixer (2015)
