Name,STARmeter,Known for
Ethan Hawke James Sandin  James Sandin  See fewer,Top 5000,Training Day (2001)
Lena Headey Mary Sandin  Mary Sandin  See fewer,Top 5000,Game of Thrones (2011)
Max Burkholder Charlie Sandin  Charlie Sandin  See fewer,Top 5000,Daddy Day Care (2003)
Adelaide Kane Zoey Sandin  Zoey Sandin  See fewer,Top 5000,Neighbours (1985)
Edwin Hodge Bloody Stranger  Bloody Stranger  See fewer,Members only,Big Momma's House (2000)
Rhys Wakefield Polite Leader  Polite Leader  See fewer,Members only,True Detective (2014)
Tony Oller Henry  Henry  See fewer,Members only,Beneath the Darkness (2011)
Arija Bareikis Mrs. Grace Ferrin  Mrs. Grace Ferrin  See fewer,Members only,Deuce Bigalow: Male Gigolo (1999)
Tom Yi Mr. Cali  Mr. Cali  See fewer,Members only,Bridesmaids (I) (2011)
Chris Mulkey Mr. Halverson  Mr. Halverson  See fewer,Members only,Whiplash (2014)
Tisha French Mrs. Halverson  Mrs. Halverson  See fewer,Members only,The Purge (I) (2013)
Dana Bunch Mr. Ferrin  Mr. Ferrin  See fewer,Members only,24 (2001)
Peter Gvozdas Dr. Peter Buynak  Dr. Peter Buynak  See fewer,Members only,Captain America: The First Avenger (2011)
John Weselcouch Freak Interrupting  Freak Interrupting  See fewer,Members only,Halloween II (2009)
Alicia Vela-Bailey Female Freak  Female Freak  See fewer,Members only,Wonder Woman (2017)
David Basila George (uncredited)  George (uncredited)  See fewer,Members only,Radio Silence (I) (2015)
Boima Blake Freak #1 (uncredited)  Freak #1 (uncredited)  See fewer,Members only,The Off Beats (2012)
Nathan Clarkson Freak (uncredited)  Freak (uncredited)  See fewer,Members only,The Unlikely Good Samaritan (2019)
Mickey Facchinello Brunette Female Freak (uncredited)  Brunette Female Freak (uncredited)  See fewer,Members only,Wonder Woman (2017)
Jesse Jacobs Freak #2 (uncredited)  Freak #2 (uncredited)  See fewer,Members only,John Wick (2014)
Aaron Kuban Freak (uncredited)  Freak (uncredited)  See fewer,Members only,Jobs (2013)
Chester Lockhart Freak (uncredited)  Freak (uncredited)  See fewer,Members only,Todrick (2015)
Tyler Osterkamp Freak (uncredited)  Freak (uncredited)  See fewer,Members only,Grown-ish (2018)
Cindy Robinson Purge Screen Announcer (uncredited)  Purge Screen Announcer (uncredited)  See fewer,Members only,Paprika (2006)
Karen Strassman Newscaster (uncredited)  Newscaster (uncredited)  See fewer,Members only,The Onania Club
Rj Wolfe Freak (uncredited)  Freak (uncredited)  See fewer,Members only,Bang Bang (I) (2014)
