Name,STARmeter,Known for
Ben Affleck Neil  Neil  See fewer,Top 500,Argo (2012)
Olga Kurylenko Marina  Marina  See fewer,Top 500,Oblivion (I) (2013)
Rachel McAdams Jane  Jane  See fewer,Top 500,The Notebook (2004)
Javier Bardem Father Quintana  Father Quintana  See fewer,Top 5000,Skyfall (2012)
Tatiana Chiline Tatiana  Tatiana  See fewer,Members only,The Blue Virgin (2018)
Romina Mondello Anna  Anna  See fewer,Members only,Palermo-Milan One Way (1995)
Tony O'Gans Sexton  Sexton  See fewer,Members only,To the Wonder (2012)
Charles Baker Carpenter  Carpenter  See fewer,Top 500,El Camino: A Breaking Bad Movie (2019)
Marshall Bell Bob  Bob  See fewer,Members only,Starship Troopers (1997)
Casey Williams Neighbor #1  Neighbor #1  See fewer,Members only,To the Wonder (2012)
Jack Hines Neighbor #2  Neighbor #2  See fewer,Members only,To the Wonder (2012)
Paris Always Classmate #1  Classmate #1  See fewer,Members only,To the Wonder (2012)
Samaria Folks Classmate #2  Classmate #2  See fewer,Members only,To the Wonder (2012)
Jamie Conner Teenage Girl with Baby  Teenage Girl with Baby  See fewer,Members only,To the Wonder (2012)
Francis Gardner Woman at Wedding  Woman at Wedding  See fewer,Members only,To the Wonder (2012)
Gregg Elliott Parish Council President  Parish Council President  See fewer,Members only,To the Wonder (2012)
Michael Bumpus Doctor  Doctor  See fewer,Members only,To the Wonder (2012)
Lois Boston Lois  Lois  See fewer,Members only,To the Wonder (2012)
Danyeil Inman Homeless Woman  Homeless Woman  See fewer,Members only,To the Wonder (2012)
Bobby Davis Horsley Convict  Convict  See fewer,Members only,To the Wonder (2012)
Wigi Black Lori  Lori  See fewer,Members only,To the Wonder (2012)
Ashley Clark Deaf Woman  Deaf Woman  See fewer,Members only,To the Wonder (2012)
Terry York Interpreter  Interpreter  See fewer,Members only,To the Wonder (2012)
Darryl Cox Neighbor #3  Neighbor #3  See fewer,Members only,Arlington Road (1999)
William Riddle Landlord  Landlord  See fewer,Members only,To the Wonder (2012)
Russell Vaclaw Justice of the Peace  Justice of the Peace  See fewer,Members only,To the Wonder (2012)
Kenneth Woodhams Pastor  Pastor  See fewer,Members only,To the Wonder (2012)
Amy Christiansen Mrs. Hart  Mrs. Hart  See fewer,Members only,To the Wonder (2012)
Brian Christiansen Mr. Hart  Mr. Hart  See fewer,Members only,To the Wonder (2012)
Emma Johnson Carhop  Carhop  See fewer,Members only,To the Wonder (2012)
Bruce Peabody Lawyer  Lawyer  See fewer,Members only,To the Wonder (2012)
Tamar Baruch Stepmother  Stepmother  See fewer,Members only,Willemspark (2007)
Michael Anderson Visitor  Visitor  See fewer,Members only,To the Wonder (2012)
Darren Patnode DEQ Investigator  DEQ Investigator  See fewer,Members only,Planet Terror (2007)
Shane Brown Corpse (uncredited)  Corpse (uncredited)  See fewer,Members only,Mekko (2015)
Dan Corley Staranger 1 (uncredited)  Staranger 1 (uncredited)  See fewer,Members only,Snake: The Real Story (2009)
Ginger Gilmartin Woman with Cancer (uncredited)  Woman with Cancer (uncredited)  See fewer,Members only,Fingerprints (2006)
Tom Macdonald Anna's Lover (uncredited)  Anna's Lover (uncredited)  See fewer,Members only,Argo (2012)
Scott Mason Congregation Member (uncredited)  Congregation Member (uncredited)  See fewer,Members only,Yellow (I) (2012)
Doug Van Liew Insolent Man (uncredited)  Insolent Man (uncredited)  See fewer,Members only,Rainbow Around the Sun (2008)
Cassidee Vandalia Bride (uncredited)  Bride (uncredited)  See fewer,Members only,So This Is Christmas (2013)
Greg Williams Parishoner (uncredited)  Parishoner (uncredited)  See fewer,Members only,The Blue Yonder (1985)
