Name,STARmeter,Known for
Kun Chen Zhong Kui / Demon King  Zhong Kui / Demon King  See fewer,Members only,Qian Xuesen (2012)
Bingbing Li Snow Girl / Little Snow  Snow Girl / Little Snow  See fewer,Top 5000,Transformers: Age of Extinction (2014)
Winston Chao Zhang Daoxian  Zhang Daoxian  See fewer,Members only,The Meg (2018)
Zishan Yang Zhong Ling  Zhong Ling  See fewer,Members only,So Young (2013)
Bei-Er Bao Du Ping (as Beier Bao)  Du Ping (as Beier Bao)  See fewer,Members only,When Larry Meets Mary (2016)
"Jike Junyi Yi Wei (as Jike Junyi, Summer Jike)  Yi Wei (as Jike Junyi, Summer Jike)  See fewer",Members only,Outcast (I) (2014)
Huan Huang Nine-Tailed Fox  Nine-Tailed Fox  See fewer,Members only,Phantom of the Theatre (2016)
Wenbo Luo White Fox  White Fox  See fewer,Members only,Switch (2013)
Yidi Hou Red Fox  Red Fox  See fewer,Members only,Tribes and Empires: Storm of Prophecy (2017)
Madina Memet Yellow Fox (as Maidina)  Yellow Fox (as Maidina)  See fewer,Members only,The Final Master (2015)
Jiao Ren Green Snake (as Zhiyi Ren)  Green Snake (as Zhiyi Ren)  See fewer,Members only,Xue ji chuan (2017)
Xiangyi Ma Demon Girl  Demon Girl  See fewer,Members only,Zhongkui: Snow Girl and the Dark Crystal (2015)
Quniciren Demon Girl  Demon Girl  See fewer,Members only,The Climbers (2019)
Anqi Liu Demon Girl  Demon Girl  See fewer,Members only,My Spectacular Theatre (2010)
Yun Chen Demon Girl  Demon Girl  See fewer,Members only,Zhongkui: Snow Girl and the Dark Crystal (2015)
Peter Pau God of Heaven  God of Heaven  See fewer,Members only,"Crouching Tiger, Hidden Dragon (2000)"
