Name,STARmeter,Known for
Romain Duris Mathieu  Mathieu  See fewer,Members only,The Beat That My Heart Skipped (2005)
Olga Kurylenko Anna  Anna  See fewer,Top 500,Oblivion (I) (2013)
Fantine Harduin Sarah  Sarah  See fewer,Members only,Happy End (2017)
Michel Robin Lucien  Lucien  See fewer,Members only,Amélie (2001)
Anna Gaylor Colette  Colette  See fewer,Members only,Une Chambre en Ville (1982)
Réphaël Ghrenassia Noé  Noé  See fewer,Members only,The New Kid (2015)
Erja Malatier Charlotte  Charlotte  See fewer,Members only,Grown Ups (2016)
Alexis Manenti Policier ivre  Policier ivre  See fewer,Members only,The Last Panthers (2015)
Maurice Antoni Monsieur Belkacem  Monsieur Belkacem  See fewer,Members only,La Femme Nikita (1990)
Robin Barde Jeune soldat  Jeune soldat  See fewer,Members only,Jeunesse aux coeurs ardents (2018)
Geoffroy De La Taille  Actor (uncredited)  Actor (uncredited)  See fewer,Members only,La Baie (2017)
Margot Maricot La voisine (uncredited)  La voisine (uncredited)  See fewer,Members only,Matrix Zone (2013)
Christopher Ramoné Passant paniqué (uncredited)  Passant paniqué (uncredited)  See fewer,Members only,O.N.E.
