Name,STARmeter,Known for
Hrithik Roshan Jay Ray  Jay Ray  See fewer,Top 5000,Super 30 (2019)
Steven Michael Quezada Cop  Cop  See fewer,Members only,Breaking Bad (2008)
Bárbara Mori Natasha  Natasha  See fewer,Members only,La mujer de mi hermano (2005)
Kangana Ranaut Gina B. Grover  Gina B. Grover  See fewer,Members only,Queen (2013)
Kabir Bedi Bob Grover  Bob Grover  See fewer,Members only,Octopussy (1983)
Luce Rains Bounty Hunter  Bounty Hunter  See fewer,Members only,Yellowstone (2018)
Anand Tiwari Robin  Robin  See fewer,Members only,Slumdog Millionaire (2008)
Nicholas Brown Tony B. Grover  Tony B. Grover  See fewer,Members only,The Unlisted (2019)
Yuri Suri Jamaal  Jamaal  See fewer,Members only,Jodhaa Akbar (2008)
Clark Sanchez Bounty Hunter  Bounty Hunter  See fewer,Members only,Fanboys (2009)
Dave Colon Mexican Policia  Mexican Policia  See fewer,Members only,Breaking Bad (2008)
Madhuri Bhatia Mrs. B. Grover  Mrs. B. Grover  See fewer,Members only,Pardes (1997)
Ivan Brutsche Border Patrol  Border Patrol  See fewer,Members only,Hell or High Water (II) (2016)
Cynthia Lee Mexican Villager  Mexican Villager  See fewer,Members only,Spoken Word (2009)
Jamie Haqqani Police officer  Police officer  See fewer,Members only,Easier with Practice (2009)
Bob Brahmbhatt Satpal (as Bob Brahamabhatt)  Satpal (as Bob Brahamabhatt)  See fewer,Members only,Janasheen (2003)
Camme Tyla News Reporter  News Reporter  See fewer,Members only,Red Herring (I) (2015)
Ron Ray Satpal  Satpal  See fewer,Members only,Land of the witches (2007)
Shaun Webb Officer Freeman  Officer Freeman  See fewer,Members only,Anjaana Anjaani (2010)
Ronald Robert Hamilton Railyard Worker (as Ronald Hamilton)  Railyard Worker (as Ronald Hamilton)  See fewer,Members only,Intrepido (2010)
Neil Antonio Passerby Tourist (uncredited)  Passerby Tourist (uncredited)  See fewer,Members only,OffSet Web Series (2017)
Avu Wedding guest (uncredited)  Wedding guest (uncredited)  See fewer,Members only,Into the West (2005)
John Macho Passerby (uncredited)  Passerby (uncredited)  See fewer,Members only,The Lives of Angels (2007)
Patricio Trujillo Musician (uncredited)  Musician (uncredited)  See fewer,Members only,Maniacts (2001)
