Name,STARmeter,Known for
Gad Elmaleh Marc Tourneuil  Marc Tourneuil  See fewer,Members only,Priceless (2006)
Gabriel Byrne Dittmar Rigule  Dittmar Rigule  See fewer,Top 5000,The Usual Suspects (1995)
Natacha Régnier Diane Tourneuil  Diane Tourneuil  See fewer,Members only,Criminal Lovers (1999)
Céline Sallette Maud Baron  Maud Baron  See fewer,Members only,House of Tolerance (2011)
Liya Kebede Nassim  Nassim  See fewer,Members only,The Good Shepherd (2006)
Hippolyte Girardot Raphaël Sieg  Raphaël Sieg  See fewer,Members only,Yuki & Nina (2009)
Daniel Mesguich Jack Marmande  Jack Marmande  See fewer,Members only,The Musketeer (2001)
Olga Grumberg Claude Marmande  Claude Marmande  See fewer,Members only,Mademoiselle (2001)
Bernard Le Coq Antoine de Suze  Antoine de Suze  See fewer,Members only,Joyeux Noel (2005)
Philippe Duclos Jean Rameur  Jean Rameur  See fewer,Members only,Spiral (2005)
Yann Sundberg Boris Breton  Boris Breton  See fewer,Members only,Transporter 3 (2008)
Éric Naggar Théo Craillon  Théo Craillon  See fewer,Members only,3 Days to Kill (2014)
John Warnaby Stanley Greenball  Stanley Greenball  See fewer,Members only,Les Misérables (2012)
Jean-Marie Frin L'oncle Bruno  L'oncle Bruno  See fewer,Members only,Femme Fatale (2002)
Bonnafet Tarbouriech Maître Tombière  Maître Tombière  See fewer,Members only,Taxi 3 (2003)
Daniel Martin Le père de Marc  Le père de Marc  See fewer,Members only,Three Colors: Blue (1993)
Claire Nadeau Déjeuner famille mère Marc  Déjeuner famille mère Marc  See fewer,Members only,Nelly & Monsieur Arnaud (1995)
Marie-Christine Adam La mère de Diane  La mère de Diane  See fewer,Members only,Priceless (2006)
Nicolas Beaucaire Conseiller Elysée  Conseiller Elysée  See fewer,Members only,Elle (I) (2016)
Jean-François Elberg Le père de Diane  Le père de Diane  See fewer,Members only,Welcome to the Sticks (2008)
Astrid Whettnall Marilyne Gauthier  Marilyne Gauthier  See fewer,Members only,Road to Istanbul (2016)
Karine Pinoteau Assistante Claude Marmande  Assistante Claude Marmande  See fewer,Members only,God in My Pocket (2006)
Nicolas Wanczycki Guigou  Guigou  See fewer,Members only,The Family (I) (2013)
Bruno Ricci Tino Notti  Tino Notti  See fewer,Members only,Captain America: The First Avenger (2011)
John Paval Paul Frost  Paul Frost  See fewer,Members only,Jackie (V) (2016)
Céline Carrère Sylvie  Sylvie  See fewer,Members only,Escape from Raqqa (2019)
Didier Raymond Kelbert  Kelbert  See fewer,Members only,La chambre des dames (1983)
Sébastien Appleby Ferry  Ferry  See fewer,Members only,Capital (2012)
Vincent Nemeth Alain Faure  Alain Faure  See fewer,Members only,The Transporter (2002)
Bixente Lizarazu L'invité Louvre  L'invité Louvre  See fewer,Members only,1999-2000 UEFA Champions League (1999)
Olivier Ravanello Journaliste Louvre  Journaliste Louvre  See fewer,Members only,The Ax (2005)
Samuel Parisi Gabriel Tourenuil  Gabriel Tourenuil  See fewer,Members only,Capital (2012)
Zidane Hilem Tailleur Dior  Tailleur Dior  See fewer,Members only,Capital (2012)
Paul Barrett Matthew Malburry  Matthew Malburry  See fewer,Members only,Transporter 3 (2008)
Christophe Kourotchkine Alfred  Alfred  See fewer,Members only,Taken (I) (2008)
David R. Doll Capitaine yacht  Capitaine yacht  See fewer,Members only,Capital (2012)
Chloé François Hôtesse Falcon  Hôtesse Falcon  See fewer,Members only,Capital (2012)
Jordan Woods-Robinson Young  Young  See fewer,Members only,The Walking Dead (2010)
Rémi Roger Pilote Falcon  Pilote Falcon  See fewer,Members only,Capital (2012)
Angelo Aybar Yves Zombard  Yves Zombard  See fewer,Members only,Mesrine Part 1: Killer Instinct (2008)
Patrick Rameau Directeur  Directeur  See fewer,Members only,Maria Full of Grace (2004)
Laurent Corbineau Le spécialiste  Le spécialiste  See fewer,Members only,Capital (2012)
Philippe Lesoing Invité Louvre  Invité Louvre  See fewer,Members only,Taxi 5 (2018)
Bruno Paviot Le directeur renvoyé  Le directeur renvoyé  See fewer,Members only,Coco Before Chanel (2009)
Philippe Jourde Monsieur le Ministre  Monsieur le Ministre  See fewer,Members only,The Fugitives (1986)
Philippe Cotten Thierry Kazarian  Thierry Kazarian  See fewer,Members only,Hikers (1997)
Katharine Bennett-Fox Londres hôtesse d'accueil  Londres hôtesse d'accueil  See fewer,Members only,Switch (2012)
Mark Redguard Vigile  Vigile  See fewer,Members only,Luther (2010)
Hilary Burns Secrétaire Greenball  Secrétaire Greenball  See fewer,Members only,We Are All Artists (2017)
Jack Ingle Lobby immeuble Nassim  Lobby immeuble Nassim  See fewer,Members only,Capital (2012)
Héléna Corsi Femme vieux couple  Femme vieux couple  See fewer,Members only,Capital (2012)
Jack Warner Homme vieux couple  Homme vieux couple  See fewer,Members only,Capital (2012)
Namju Go Femme couple  Femme couple  See fewer,Members only,Avengers: Age of Ultron (2015)
Jack Lindsay Homme couple  Homme couple  See fewer,Members only,Capital (2012)
Bernard Bullen Jesus  Jesus  See fewer,Members only,The Mandalorian (2019)
Dominic Gould Oliver (as Dominique Gould)  Oliver (as Dominique Gould)  See fewer,Members only,Double Team (1997)
