Name,STARmeter,Known for
Charlie Hunnam Percy Fawcett  Percy Fawcett  See fewer,Top 500,Sons of Anarchy (2008)
Robert Pattinson Henry Costin  Henry Costin  See fewer,44,Twilight (I) (2008)
Sienna Miller Nina Fawcett  Nina Fawcett  See fewer,Top 500,G.I. Joe: The Rise of Cobra (2009)
Tom Holland Jack Fawcett  Jack Fawcett  See fewer,Top 500,Spider-Man: Homecoming (2017)
Edward Ashley Arthur Manley  Arthur Manley  See fewer,Members only,The Terror (2018)
Angus Macfadyen James Murray  James Murray  See fewer,Top 5000,Equilibrium (2002)
Ian McDiarmid Sir George Goldie  Sir George Goldie  See fewer,Top 500,Star Wars: Episode III - Revenge of the Sith (2005)
Clive Francis Sir John Scott Keltie  Sir John Scott Keltie  See fewer,Members only,A Clockwork Orange (1971)
Pedro Coello Tadjui  Tadjui  See fewer,Members only,The Lost City of Z (2016)
Matthew Sunderland Dan  Dan  See fewer,Members only,Out of the Blue (I) (2006)
Johann Myers Willis  Willis  See fewer,Members only,The Medallion (2003)
Aleksandar Jovanovic Urquhart  Urquhart  See fewer,Members only,Collide (I) (2016)
Elena Solovey Madame Kumel  Madame Kumel  See fewer,Members only,We Own the Night (2007)
Bobby Smalldridge Jack Fawcett (7 Yr Old)  Jack Fawcett (7 Yr Old)  See fewer,Members only,White Gold (2017)
Tom Mulheron Jack Fawcett (3 Yr Old)  Jack Fawcett (3 Yr Old)  See fewer,Members only,Black Mirror (2011)
Daniel Huttlestone Brian Fawcett (15 Yr Old)  Brian Fawcett (15 Yr Old)  See fewer,Members only,Les Misérables (2012)
Nathaniel Bates Fisher Brian Fawcett (7 Yr Old)  Brian Fawcett (7 Yr Old)  See fewer,Members only,Songs of Praise (1961)
Murray Melvin Lord James Bernard  Lord James Bernard  See fewer,Members only,The Phantom of the Opera (2004)
Harry Melling William Barclay  William Barclay  See fewer,Top 5000,Harry Potter and the Sorcerer's Stone (2001)
