Name,STARmeter,Known for
Raphaël Personnaz Al  Al  See fewer,Members only,Anna Karenina (I) (2012)
Clotilde Hesme Juliette  Juliette  See fewer,Members only,Angel & Tony (2010)
Arta Dobroshi Vera  Vera  See fewer,Members only,Lorna's Silence (2008)
Reda Kateb Franck  Franck  See fewer,Members only,Zero Dark Thirty (2012)
Alban Aumard Martin  Martin  See fewer,Members only,The Hundred-Foot Journey (2014)
Adèle Haenel Marion Testard  Marion Testard  See fewer,Top 5000,Love at First Fight (2014)
Jean-Pierre Malo Testard  Testard  See fewer,Members only,Ruby & Quentin (2003)
Laurent Capelluto Frédéric  Frédéric  See fewer,Members only,Mr. Nobody (2009)
Radivoje Bukvic Adrian (as Rasha Bukvic)  Adrian (as Rasha Bukvic)  See fewer,Members only,A Good Day to Die Hard (2013)
Virgil Aioanei Oleg  Oleg  See fewer,Members only,The Paper Will Be Blue (2006)
Dorin Andone Victor  Victor  See fewer,Members only,Undeva în Est (1991)
Martine Vandeville La mère d'Al  La mère d'Al  See fewer,Members only,The Monk (2011)
Catherine Davenier Conseillère banque  Conseillère banque  See fewer,Members only,In the House (2012)
Noémie Dujardin Daphné  Daphné  See fewer,Members only,In Turmoil (2011)
Laurence Roy Mme Testard  Mme Testard  See fewer,Members only,My American Uncle (1980)
Chantal Trichet Assistante sociale  Assistante sociale  See fewer,Members only,"Ce soir, je dors chez toi (2007)"
Philippe Hérisson Chirurgien  Chirurgien  See fewer,Members only,La reine s'évade (2011)
Dominique Parent Client affable  Client affable  See fewer,Members only,Ruby & Quentin (2003)
Mounir Margoum Officier de police  Officier de police  See fewer,Members only,Rendition (2007)
Pascale Mariani Infirmière  Infirmière  See fewer,Members only,L'ami du jardin (1999)
Jean-Loup Horwitz Vendeur bijouterie  Vendeur bijouterie  See fewer,Members only,Mélissol (1999)
"Arthur Orcier Sam, le mécanicien  Sam, le mécanicien  See fewer",Members only,As It Used to Be (2013)
Pascal Germain Client autoroute  Client autoroute  See fewer,Members only,22 Bullets (2010)
Nicky Marbot Chef de chantier  Chef de chantier  See fewer,Members only,Caché (2005)
Sylvie Granotier Médecin don d'organe  Médecin don d'organe  See fewer,Members only,Una vita scellerata (1990)
Valérie Kéruzoré Vendeuse boutique  Vendeuse boutique  See fewer,Members only,No Limit (2012)
Papa Gueye Médecin SAMU  Médecin SAMU  See fewer,Members only,Alone (I) (2019)
Christophe Noufray Ambulancier  Ambulancier  See fewer,Members only,Three Worlds (2012)
Emeline Montagnier Infirmière SAMU  Infirmière SAMU  See fewer,Members only,Three Worlds (2012)
Paul Nevo Clerc de notaire  Clerc de notaire  See fewer,Members only,Three Worlds (2012)
Hassen Brahiti  Actor  Actor  See fewer,Members only,Exit (I) (2000)
Lorianne Krieger  Actress  Actress  See fewer,Members only,Le Chef (2012)
