Name,STARmeter,Known for
Toby Kebbell Will  Will  See fewer,Top 5000,Dead Man's Shoes (2004)
Maggie Grace Casey  Casey  See fewer,Top 5000,Taken (I) (2008)
Ryan Kwanten Breeze  Breeze  See fewer,Top 5000,True Blood (2008)
Ralph Ineson Perkins  Perkins  See fewer,Top 5000,The Witch (2015)
Melissa Bolona Sasha  Sasha  See fewer,Members only,Acts of Violence (2018)
Ben Cross Dixon  Dixon  See fewer,Members only,Star Trek (2009)
Jamie Andrew Cutler Rice (as James Cutler)  Rice (as James Cutler)  See fewer,Members only,Kick-Ass 2 (2013)
Christian Contreras Moreno  Moreno  See fewer,Members only,Halo: Nightfall (2014)
Jimmy Walker Xander  Xander  See fewer,Members only,Endeavour (2012)
Ed Birch Frears  Frears  See fewer,Members only,Their Finest (2016)
Moyo Akandé Jaqi  Jaqi  See fewer,Members only,The Cry (2018)
James Barriscale Deputy Michaels  Deputy Michaels  See fewer,Members only,Terminator: Dark Fate (2019)
Erik Rondell Bruce  Bruce  See fewer,Members only,Ant-Man and the Wasp (2018)
Mark Basnight Deputy Gabriel  Deputy Gabriel  See fewer,Members only,Chuck (2016)
Keith D. Evans Deputy Rothilsberg (as Keith Evans)  Deputy Rothilsberg (as Keith Evans)  See fewer,Members only,Acts of Vengeance (2017)
Mark Rhino Smith Deputy Baldwin  Deputy Baldwin  See fewer,Members only,Argo (2012)
Brooke Johnston Deputy Diamond  Deputy Diamond  See fewer,Members only,The Day After Tomorrow (2004)
Patrick McAuley Young Breeze  Young Breeze  See fewer,Members only,The Conjuring 2 (2016)
Leonardo Dickens Young Will  Young Will  See fewer,Members only,Dickensian (2015)
Stuart McQuarrie Niles  Niles  See fewer,Members only,28 Days Later... (2002)
Natacha Karam Laurie  Laurie  See fewer,Members only,The Brave (2017)
J.R. Esposito Keith (as JR Esposito)  Keith (as JR Esposito)  See fewer,Members only,Doom: Annihilation (2019)
Steven Baduske Corporal (as Steve Baduske)  Corporal (as Steve Baduske)  See fewer,Members only,Security (I) (2017)
Veselin Troyanov Vault Guard #1  Vault Guard #1  See fewer,Members only,The Hitman's Bodyguard (2017)
Ryan Deary Vault Guard #2  Vault Guard #2  See fewer,Members only,The Hurricane Heist (2018)
Atanas Srebrev Morris  Morris  See fewer,Members only,Hellboy (2019)
Derek Morse Guard #1  Guard #1  See fewer,Members only,Counting to infinity (2009)
Louis Reed Guard #2  Guard #2  See fewer,Members only,Gotham City Sirens (2014)
Luke Judy Young Will (voice) (uncredited)  Young Will (voice) (uncredited)  See fewer,Members only,Bombshell (2019)
Andre Robinson Young Breeze (voice) (uncredited)  Young Breeze (voice) (uncredited)  See fewer,Members only,Fences (2016)
