Name,STARmeter,Known for
Tusshar Kapoor Sukhi  Sukhi  See fewer,Members only,Golmaal: Fun Unlimited (2006)
Vinay Pathak Mintoo Hasan  Mintoo Hasan  See fewer,Members only,Bheja Fry (2007)
Ranvir Shorey Ballu  Ballu  See fewer,Members only,Ek Tha Tiger (2012)
Vishakha Singh Manpreet  Manpreet  See fewer,Members only,C.I.D. (1998)
Ravi Kishan Sabbarwahl  Sabbarwahl  See fewer,Members only,Raavan (2010)
Dolly Ahluwalia Mrs. Baweja / Mummyjee  Mrs. Baweja / Mummyjee  See fewer,Members only,Haider (2014)
Kamlesh Gill Manpreet's Grandmother  Manpreet's Grandmother  See fewer,Members only,Vicky Donor (2012)
Hussan Saad Kabootar  Kabootar  See fewer,Members only,I Am Kalam (2010)
Maryam Zakaria Item Number  Item Number  See fewer,Members only,Agent Vinod (2012)
Scarlett Mellish Wilson Item Number  Item Number  See fewer,Members only,Baahubali: The Beginning (2015)
Brijendra Kala Sunil Bagga  Sunil Bagga  See fewer,Members only,Paan Singh Tomar (2012)
Teddy Maurya Swami  Swami  See fewer,Members only,Dangal (2016)
Vidushi Mehra  Actress  Actress  See fewer,Members only,Raees (2017)
Nikhil Pandey Aman Kapoor  Aman Kapoor  See fewer,Members only,Bbuddah... Hoga Terra Baap (2011)
Neyha Sharma Aman's friend  Aman's friend  See fewer,Members only,Talvar (2015)
