Name,STARmeter,Known for
Anna Gunn Laura Hansen  Laura Hansen  See fewer,Top 5000,Breaking Bad (2008)
Samantha Mathis Bonnie  Bonnie  See fewer,Top 5000,American Psycho (2000)
Danielle Campbell Allison  Allison  See fewer,Top 5000,Tell Me a Story (2018)
Jim Gaffigan Frank  Frank  See fewer,Top 5000,Chappaquiddick (2017)
Logan Miller Philip  Philip  See fewer,Members only,Scouts Guide to the Zombie Apocalypse (2015)
Michelle Hurd Marcy Kempler  Marcy Kempler  See fewer,Members only,Blindspot (2015)
Alex Karpovsky Ross  Ross  See fewer,Members only,Folk Hero & Funny Guy (2016)
Isabelle Phillips Kelly  Kelly  See fewer,Members only,To Dust (2018)
Daniel Rashid Lewis  Lewis  See fewer,Members only,Stargate Origins (2018)
Gage Banister Eddie (as Gage Polchlopek)  Eddie (as Gage Polchlopek)  See fewer,Members only,Law & Order: Special Victims Unit (1999)
Jessica VanOss Fesitval Kid  Fesitval Kid  See fewer,Members only,The Irishman (2019)
Emerson Tate Alexander Lib  Lib  See fewer,Members only,The Greatest Showman (2017)
Zach Selwyn Doctor  Doctor  See fewer,Members only,Battleship (2012)
Theresa Burkhart Gallagher Shop girl  Shop girl  See fewer,Members only,Honey and Clover: A Recipe for Disaster (2019)
Thomas Mulzac Troy  Troy  See fewer,Members only,The Art of Making It (2019)
