Name,STARmeter,Known for
Vikram Lingesan (as 'Chiyaan' Vikram)  Lingesan (as 'Chiyaan' Vikram)  See fewer,Members only,Anniyan (2005)
Amy Jackson Diya  Diya  See fewer,Members only,Thaandavam (2012)
Suresh Gopi Doctor Vasudev  Doctor Vasudev  See fewer,Members only,The Play of God (1997)
Upen Patel John  John  See fewer,Members only,36 China Town (2006)
Santhanam Gym Babu  Gym Babu  See fewer,Members only,Siruthai (2011)
Ramkumar Ganesan Businessman  Businessman  See fewer,Members only,Boomerang (2019)
Powerstar Srinivasan Keerthivasan  Keerthivasan  See fewer,Members only,Lathika (2011)
Mohan Kapoor Ad Director  Ad Director  See fewer,Members only,Happy New Year (I) (2014)
Ojas Rajani Osma Jasmine  Osma Jasmine  See fewer,Members only,Fashion (2008)
Syed Siddiq Body Builder  Body Builder  See fewer,Members only,I (2015)
Sajid Bubere  Actor  Actor  See fewer,Members only,I (2015)
Kamaraj Body Builder  Body Builder  See fewer,Members only,I (2015)
Alfred Hsing Fighter  Fighter  See fewer,Members only,Mission Control (2017)
Sarath Kumar Himself  Himself  See fewer,Members only,Nattamai (1994)
Yogi Babu  Actor  Actor  See fewer,Members only,Chennai Express (2013)
Mahru Sheikh Amy's Mother  Amy's Mother  See fewer,Members only,Gupt: The Hidden Truth (1997)
