Name,STARmeter,Known for
Paul Rudd Moe Berg  Moe Berg  See fewer,7,Ant-Man (2015)
Pierfrancesco Favino Martinuzzi  Martinuzzi  See fewer,Members only,World War Z (2013)
Tom Wilkinson Paul Scherrer  Paul Scherrer  See fewer,Top 5000,Michael Clayton (2007)
Connie Nielsen Koranda  Koranda  See fewer,Top 500,Gladiator (2000)
Anna Geislerová Rathe  Rathe  See fewer,Members only,Zelary (2003)
Mark Strong Werner Heisenberg  Werner Heisenberg  See fewer,Top 5000,Kingsman: The Golden Circle (2017)
Simon Perina First Baseman Boston  First Baseman Boston  See fewer,Members only,The Catcher Was a Spy (2018)
John Schwab Lefty Grove  Lefty Grove  See fewer,Members only,The Hide (2008)
Krystof Dupal Second Baseman Boston  Second Baseman Boston  See fewer,Members only,The Catcher Was a Spy (2018)
Jirí Vavrusa Shortstop Boston  Shortstop Boston  See fewer,Members only,The Catcher Was a Spy (2018)
Shea Whigham Joe Cronin  Joe Cronin  See fewer,Top 500,Take Shelter (2011)
Bobby Schofield Bill Dalton  Bill Dalton  See fewer,Members only,Black Sea (2014)
Philip Lenkowsky NYC Taxi Driver  NYC Taxi Driver  See fewer,Members only,A Knight's Tale (2001)
Sienna Miller Estella  Estella  See fewer,Top 500,G.I. Joe: The Rise of Cobra (2009)
Demetri Goritsas Clifton Fadiman  Clifton Fadiman  See fewer,Members only,Black Mirror (2011)
William Hope John Kieran  John Kieran  See fewer,Members only,Aliens (1986)
Milan Aulicky Oscar Levant  Oscar Levant  See fewer,Members only,Marketa Lazarová (1967)
Martin Janous Franklin Adams  Franklin Adams  See fewer,Members only,Gangster Ka (2015)
Rozálie Krycnerová Piano Pupil (as Rozalie Krycnerova)  Piano Pupil (as Rozalie Krycnerova)  See fewer,Members only,Zahradnictví: Rodinný prítel (2017)
Jordan Long Babe Ruth  Babe Ruth  See fewer,Members only,Stardust (2007)
James McVan Lou Gehrig  Lou Gehrig  See fewer,Members only,Gotthard (2016)
Martin Suran Earl Averill  Earl Averill  See fewer,Members only,The Catcher Was a Spy (2018)
Petr Síla Charlie Gehringer  Charlie Gehringer  See fewer,Members only,The Catcher Was a Spy (2018)
Tetsu Ohnari Head of Japanese Delegation  Head of Japanese Delegation  See fewer,Members only,The Catcher Was a Spy (2018)
