Name,STARmeter,Known for
Matthew McConaughey Buster Moon (voice)  Buster Moon (voice)  See fewer,Top 500,Dallas Buyers Club (2013)
Reese Witherspoon Rosita (voice)  Rosita (voice)  See fewer,Top 500,Wild (I) (2014)
Seth MacFarlane Mike (voice) (as Seth Macfarlane)  Mike (voice) (as Seth Macfarlane)  See fewer,Top 5000,Family Guy (1999)
Scarlett Johansson Ash (voice)  Ash (voice)  See fewer,58,Her (2013)
John C. Reilly Eddie (voice)  Eddie (voice)  See fewer,Top 5000,Chicago (2002)
Taron Egerton Johnny (voice)  Johnny (voice)  See fewer,Top 500,Kingsman: The Secret Service (2014)
Tori Kelly Meena (voice)  Meena (voice)  See fewer,Members only,The Voice (I) (2012)
Jennifer Saunders Nana (voice)  Nana (voice)  See fewer,Top 5000,Absolutely Fabulous (1992)
Jennifer Hudson Young Nana (voice)  Young Nana (voice)  See fewer,Members only,Dreamgirls (2006)
Garth Jennings Miss Crawly / Additional Voices (voice)  Miss Crawly / Additional Voices (voice)  See fewer,Members only,Son of Rambow (2007)
Peter Serafinowicz Big Daddy (voice)  Big Daddy (voice)  See fewer,Top 5000,Guardians of the Galaxy (2014)
Nick Kroll Gunter (voice)  Gunter (voice)  See fewer,Top 5000,Sausage Party (2016)
Beck Bennett Lance (voice)  Lance (voice)  See fewer,Members only,DuckTales (2017)
Jay Pharoah Meena's Grandfather (voice)  Meena's Grandfather (voice)  See fewer,Members only,Unsane (2018)
Nick Offerman Norman (voice)  Norman (voice)  See fewer,Top 5000,Parks and Recreation (2009)
Leslie Jones Meena's Mother (voice)  Meena's Mother (voice)  See fewer,Members only,Ghostbusters (2016)
Rhea Perlman Judith (voice)  Judith (voice)  See fewer,Top 5000,Cheers (1982)
Laraine Newman Meena's Grandmother / Additional Voices (voice)  Meena's Grandmother / Additional Voices (voice)  See fewer,Members only,Coneheads (1993)
Adam Buxton Stan (voice)  Stan (voice)  See fewer,Members only,Stardust (2007)
Brad Morris Baboon (voice)  Baboon (voice)  See fewer,Members only,Seeking a Friend for the End of the World (2012)
Bill Farmer News Reporter Dog (voice)  News Reporter Dog (voice)  See fewer,Members only,A Goofy Movie (1995)
Oscar Jennings Piglet (voice)  Piglet (voice)  See fewer,Members only,Gunter Babysits (2017)
Leo Jennings Piglet (voice)  Piglet (voice)  See fewer,Members only,Gunter Babysits (2017)
Caspar Jennings Piglet (voice)  Piglet (voice)  See fewer,Members only,Gunter Babysits (2017)
Asa Jennings Piglet (voice)  Piglet (voice)  See fewer,Members only,Gunter Babysits (2017)
Carlos Alazraqui Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,The Fairly OddParents (2001)
Wes Anderson Additional Voices (voice)  Additional Voices (voice)  See fewer,Top 5000,Fantastic Mr. Fox (2009)
Sara Mann Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Alita: Battle Angel (2019)
Igor Khait Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Atlantis: The Lost Empire (2001)
David Arnott Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Last Action Hero (1993)
Daamen J. Krall Additional Voices (voice) (as Daamen Krall)  Additional Voices (voice) (as Daamen Krall)  See fewer,Members only,Land of the Lost (2009)
Bob Bergen Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Akira (1988)
Jeremy Maxwell Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Captain America: The Winter Soldier (2014)
Doug Burch Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,The Lost One (2015)
Daniel Mora Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,The Mummy (2017)
Britt Burton Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Jessie J.: Masterpiece (2014)
Cathy Cavadini Additional Voices (voice) (as Catherine Cavadini)  Additional Voices (voice) (as Catherine Cavadini)  See fewer,Members only,The Powerpuff Girls (1998)
Jason Pace Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Girlfriends (2000)
Townsend Coleman Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,The Tick (1994)
Gregory Perler Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Despicable Me 2 (2013)
Abby Craden Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Upgrade (2018)
Paige Pollack Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Babe (1995)
Jim Cummings Additional Voices (voice) (as James J. Cummings)  Additional Voices (voice) (as James J. Cummings)  See fewer,Top 5000,Christopher Robin (2018)
John DeMita Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Princess Mononoke (1997)
Chris Renaud Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Despicable Me 2 (2013)
Marisa De Silva Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Sing (2016)
Jessica Rotter Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Pitch Perfect (2012)
Willow Geer Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Walk Hard: The Dewey Cox Story (2007)
Jessica Rau Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Wonder Park (2019)
Tara Strong Additional Voices (voice)  Additional Voices (voice)  See fewer,Top 5000,Batman: The Killing Joke (2016)
Jess Harnell Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Transformers: Dark of the Moon (2011)
Robert Taylor Additional Voices (voice)  Additional Voices (voice)  See fewer,Members only,Despicable Me 2 (2013)
