Name,STARmeter,Known for
Daniel Auteuil André Bamberski  André Bamberski  See fewer,Members only,Caché (2005)
Sebastian Koch Dieter Krombach  Dieter Krombach  See fewer,Members only,The Lives of Others (2006)
Marie-Josée Croze Dany  Dany  See fewer,Members only,The Barbarian Invasions (2003)
Christelle Cornil Cécile  Cécile  See fewer,Members only,Mr. Nobody (2009)
Lila-Rose Gilberti Kalinka à 6 ans (as Lilas-Rose Gilberti)  Kalinka à 6 ans (as Lilas-Rose Gilberti)  See fewer,Members only,Au-delà des murs (2016)
Emma Besson Kalinka à 14 ans  Kalinka à 14 ans  See fewer,Members only,Kalinka (2016)
Christian Kmiotek Robert  Robert  See fewer,Members only,Die Reise das Land (1987)
Serge Feuillard Maître Gibault  Maître Gibault  See fewer,Members only,The Razor's Edge (1984)
Fred Personne Le père d'André  Le père d'André  See fewer,Members only,Welcome to the Sticks (2008)
Thérèse Roussel La mère d'André  La mère d'André  See fewer,Members only,Micmacs (2009)
Tom Hudson Pierre (20 ans)  Pierre (20 ans)  See fewer,Members only,The Family (I) (2013)
Antoine Milhaud Pierre (12 ans)  Pierre (12 ans)  See fewer,Members only,Falco (2013)
Timéo Bolland Pierre (4 ans)  Pierre (4 ans)  See fewer,Members only,Reinventing Marvin (2017)
Samira Hchaika Fatma  Fatma  See fewer,Members only,Raltat (2013)
Natalie Beder Assistante Bamberski  Assistante Bamberski  See fewer,Members only,Des millions de larmes (2015)
Aziz Lalej Comptable marocain  Comptable marocain  See fewer,Members only,Raltat (2013)
Nicolas Planchais Boris  Boris  See fewer,Members only,Bien profond dans ton âme (2013)
Valérie Even Juge d'instruction  Juge d'instruction  See fewer,Members only,Step by Step (2016)
Johannes Oliver Hamm Policier Scheidegg  Policier Scheidegg  See fewer,Members only,"OSS 117: Cairo, Nest of Spies (2006)"
Florence d'Azémar Juge d'instruction  Juge d'instruction  See fewer,Members only,Bad Boy Street (2012)
Stanislas Stanic Juge d'instruction  Juge d'instruction  See fewer,Members only,Of Gods and Men (2010)
Catherine Davenier Juge d'instruction  Juge d'instruction  See fewer,Members only,In the House (2012)
Alain Beigel L'huissier de justice  L'huissier de justice  See fewer,Members only,Il y a des journées qui mériteraient qu'on leur casse la gueule (1997)
Patrick Zimmermann Le président du tribunal de Paris  Le président du tribunal de Paris  See fewer,Members only,Helden und andere Feiglinge (1998)
Guillaume Briat L'avocat général  L'avocat général  See fewer,Members only,Dans le décor (2009)
Marie Vernalde La greffière  La greffière  See fewer,Members only,David Nolande (2006)
Luc Gentil Le producreur général  Le producreur général  See fewer,Members only,The Musketeer (2001)
Geoffroy Boutan Directeur affaires criminelles  Directeur affaires criminelles  See fewer,Members only,Highlander (1992)
Patrick Hauthier Adjoint affaires criminelles  Adjoint affaires criminelles  See fewer,Members only,Murphy's Law (2009)
Anne-Cécile Crapie Secrétaire  Secrétaire  See fewer,Members only,Les bleus: premiers pas dans la police (2006)
Véronique Dossetto Secrétaire  Secrétaire  See fewer,Members only,Désirée (2004)
Jean-Pol Brissart Médecin légiste  Médecin légiste  See fewer,Members only,The Man in the Iron Mask (I) (1998)
Hervé Reinsberger Médecin légiste  Médecin légiste  See fewer,Members only,Kalinka (2016)
Clément Blanchet Commissaire  Commissaire  See fewer,Members only,The Sweeney: Paris (2015)
Sébastien Marty Policier  Policier  See fewer,Members only,The Sweeney: Paris (2015)
Loïc Risser Policier  Policier  See fewer,Members only,Imago (I) (2013)
Michel Gomes L'entrepreneur  L'entrepreneur  See fewer,Members only,City of God (2002)
Antonio Matos Ribau Le chef de chantier  Le chef de chantier  See fewer,Members only,Kalinka (2016)
Jürgen Zwingel L'avocat allemand  L'avocat allemand  See fewer,Members only,Magic in the Moonlight (2014)
Martin Ziemann Le procureur allemand  Le procureur allemand  See fewer,Members only,Cabaret (2007)
Hinnerk Spannuth Le conseiller ambassade  Le conseiller ambassade  See fewer,Members only,Kalinka (2016)
Fritz Hammer Préseident tribunal Kempten  Préseident tribunal Kempten  See fewer,Members only,Didi - Der Doppelgänger (1984)
Emma Drogunova Eva  Eva  See fewer,Members only,Tatort (1970)
Susanne Schmidt Journaliste allemande  Journaliste allemande  See fewer,Members only,La mélodie des choses (2015)
Andrej Globokar Policier allemand  Policier allemand  See fewer,Members only,Kalinka (2016)
Christine Müller Voisine Krombach  Voisine Krombach  See fewer,Members only,Onst Gewëssen: Wat dir net packt geet an Afrika (2013)
Charlotte Krenz Jeune vendeuse allemande  Jeune vendeuse allemande  See fewer,Members only,Mr. Stein Goes Online (2017)
Wolfgang Pissors Médecin allemand  Médecin allemand  See fewer,Members only,Lucy (I) (2014)
Tess Lézé Fille Krombach (enfant)  Fille Krombach (enfant)  See fewer,Members only,Kalinka (2016)
Isabelle Grell Fille Krombach (adulte)  Fille Krombach (adulte)  See fewer,Members only,Kalinka (2016)
Alexandre Piney Fils Krombach (enfant)  Fils Krombach (enfant)  See fewer,Members only,Kalinka (2016)
Christophe Bizet Policier allemand  Policier allemand  See fewer,Members only,Toute ressemblance (2019)
Pierre Bourel Kidnappeur serbe  Kidnappeur serbe  See fewer,Members only,Braquo (2009)
Jan Oliver Schroeder L'avocat tribunal  L'avocat tribunal  See fewer,Members only,Lucy (I) (2014)
Berrada Soulaimane L'adolescent  L'adolescent  See fewer,Members only,Kalinka (2016)
Dominique Parage Avocate Dany (uncredited)  Avocate Dany (uncredited)  See fewer,Members only,Nina (I) (2019)
Audrey Quoturi Greffière (uncredited)  Greffière (uncredited)  See fewer,Members only,The Theory of Love (2013)
