Name,STARmeter,Known for
Scott Adsit Baymax (voice)  Baymax (voice)  See fewer,Members only,30 Rock (2006)
Ryan Potter Hiro (voice)  Hiro (voice)  See fewer,Top 5000,Titans (I) (2018)
Daniel Henney Tadashi (voice)  Tadashi (voice)  See fewer,Top 5000,X-Men Origins: Wolverine (2009)
T.J. Miller Fred (voice)  Fred (voice)  See fewer,Top 5000,Silicon Valley (2014)
Jamie Chung Go Go (voice)  Go Go (voice)  See fewer,Top 5000,The Gifted (2017)
Damon Wayans Jr. Wasabi (voice)  Wasabi (voice)  See fewer,Top 5000,Let's Be Cops (2014)
Genesis Rodriguez Honey Lemon (voice)  Honey Lemon (voice)  See fewer,Top 5000,Man on a Ledge (2012)
James Cromwell Robert Callaghan (voice)  Robert Callaghan (voice)  See fewer,Top 5000,The Green Mile (1999)
Alan Tudyk Alistair Krei (voice)  Alistair Krei (voice)  See fewer,Top 5000,Rogue One: A Star Wars Story (2016)
Maya Rudolph Cass (voice)  Cass (voice)  See fewer,Top 5000,Bridesmaids (I) (2011)
Abraham Benrubi General (voice)  General (voice)  See fewer,Top 5000,ER (1994)
Katie Lowes Abigail (voice)  Abigail (voice)  See fewer,Members only,Wreck-It Ralph (2012)
Billy Bush Newscaster (voice)  Newscaster (voice)  See fewer,Members only,Get Him to the Greek (2010)
Daniel Gerson Desk Sergeant (voice)  Desk Sergeant (voice)  See fewer,Members only,"Monsters, Inc. (2001)"
Paul Briggs Yama (voice)  Yama (voice)  See fewer,Members only,The Princess and the Frog (2009)
Charlotte Gulezian Ringleader (voice)  Ringleader (voice)  See fewer,Members only,Shameless (2011)
David Shaughnessy Heathcliff (voice)  Heathcliff (voice)  See fewer,Members only,Labyrinth (1986)
Kirk Baily Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Bumblebee (2018)
Reed Buck Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Surf's Up (2007)
June Christopher Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Misery (1990)
Cam Clarke Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Akira (1988)
Roy Conli Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Treasure Planet (2002)
Cooper Cowgill Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Meet the Robinsons (2007)
David Cowgill Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Repo Men (2010)
Marlie Crisafulli Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Big Hero 6 (2014)
Terri Douglas Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Toy Story 4 (2019)
Jackie Gonneau Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Oblivion (I) (2013)
Nicholas Guest Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,National Lampoon's Christmas Vacation (1989)
Bridget Hoffman Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Perfect Blue (1997)
Kelly Hoover Additional Voice (voice) (as Kellie Hoover)  Additional Voice (voice) (as Kellie Hoover)  See fewer,Members only,Chicken Little (2005)
Leah Latham Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Zootopia (2016)
James Taku Leung Additional Voice (voice) (as Jimmy Leung)  Additional Voice (voice) (as Jimmy Leung)  See fewer,Members only,The Meg (2018)
Yuri Lowenthal Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Spider-Man (2018)
Tim Mertens Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Wreck-It Ralph (2012)
Yumi Mizui Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,The Gorburger Show (2017)
Brian R. Norris Additional Voice (voice) (as Brian Norris)  Additional Voice (voice) (as Brian Norris)  See fewer,Members only,Halt and Catch Fire (2014)
Sundra Oakley Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Legends (2014)
Marcella Lentz-Pope Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Superbad (2007)
Michael Powers Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Big Hero 6 (2014)
Lynwood Robinson Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,One Blood Planet (2001)
Shane Sweet Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,The Hunger Games (2012)
Josie Trinidad Additional Voice (voice)  Additional Voice (voice)  See fewer,Members only,Zootopia (2016)
Stan Lee Fred's Dad (voice)  Fred's Dad (voice)  See fewer,Top 5000,Spider-Man: Homecoming (2017)
