Name,STARmeter,Known for
Eric Balfour Jarrod  Jarrod  See fewer,Top 5000,Haven (2010)
Scottie Thompson Elaine  Elaine  See fewer,Top 5000,12 Monkeys (2015)
Brittany Daniel Candice  Candice  See fewer,Top 5000,Club Dread (2004)
Crystal Reed Denise  Denise  See fewer,Top 5000,Swamp Thing (2019)
Neil Hopkins Ray  Ray  See fewer,Members only,Lost (2004)
David Zayas Oliver  Oliver  See fewer,Members only,The Expendables (2010)
Donald Faison Terry  Terry  See fewer,Top 5000,Scrubs (2001)
Robin Gammell Walt  Walt  See fewer,Members only,Contact (1997)
Tanya Newbould Jen  Jen  See fewer,Members only,The Family Man (2000)
J. Paul Boehmer Colin  Colin  See fewer,Members only,The Thomas Crown Affair (1999)
Phet Mahathongdy Airplane Mom / Bartender (as Phet Mahathongdy O'Donnell)  Airplane Mom / Bartender (as Phet Mahathongdy O'Donnell)  See fewer,Members only,Go to Sleep: A Lao Ghost Story
Byron McIntyre Limo Driver  Limo Driver  See fewer,Members only,Pretty Little Liars (2010)
Jackie Marin Girl in Pool  Girl in Pool  See fewer,Members only,Chimera (I)
Tony Black Guy at Party  Guy at Party  See fewer,Members only,Crash (I) (2004)
Eliza Till Girl at Party  Girl at Party  See fewer,Members only,Skyline (2010)
James Huang Soldier #1  Soldier #1  See fewer,Members only,Starting from Scratch (2013)
Erik Rondell Soldier #2  Soldier #2  See fewer,Members only,Ant-Man and the Wasp (2018)
Johnny DeBeer Rocket Soldier  Rocket Soldier  See fewer,Members only,Call Me King (2017)
Lauren Marin Abducted Girl  Abducted Girl  See fewer,Members only,Beyond Skyline (2017)
Matt Frels Abducted Guy  Abducted Guy  See fewer,Members only,Skyline (2010)
Pam Levin Pregnant Abductee  Pregnant Abductee  See fewer,Members only,The Week (2015)
Andreea Florescu Socialite (uncredited)  Socialite (uncredited)  See fewer,Members only,Falling Overnight (2011)
Leon 'Lee' Fuller Passenger (uncredited)  Passenger (uncredited)  See fewer,Members only,Good Girls (2018)
Marcus Nel-Jamal Hamm Terry's friend (uncredited)  Terry's friend (uncredited)  See fewer,Members only,The Wire (2002)
Gladys Khan Indian Diplomat Air Passenger (uncredited)  Indian Diplomat Air Passenger (uncredited)  See fewer,Members only,The Soloist (2009)
Mobin Khan Indian Diplomat Air Passenger (uncredited)  Indian Diplomat Air Passenger (uncredited)  See fewer,Members only,2012 (I) (2009)
Elena Kolpachikova Bohemian (uncredited)  Bohemian (uncredited)  See fewer,Members only,The Bannen Way (2010)
Waymond Lee Airport Traveler (uncredited)  Airport Traveler (uncredited)  See fewer,Members only,Superstrata
Justin Reed Airport Security Guard (uncredited)  Airport Security Guard (uncredited)  See fewer,Members only,Fear Not (2011)
Aneliese Roettger Model (uncredited)  Model (uncredited)  See fewer,Members only,Hollywood Sex Wars (2011)
Vanessa Ross Stewardess (uncredited)  Stewardess (uncredited)  See fewer,Members only,Our Way (2014)
Evan Shafran Airplane Passenger (uncredited)  Airplane Passenger (uncredited)  See fewer,Members only,Get Out (I) (2017)
Abu Baker Siddiq Airport Limo Driver (uncredited)  Airport Limo Driver (uncredited)  See fewer,Members only,The Last One (II) (2018)
